,sentence
0, reported on recent developments in foreign exchange markets.
1,There were no open market operations in foreign currencies for the System's account in the period since the previous meeting.
2,"The Manager also reported on developments in domestic financial markets and on System open market transactions in government securities and federal agency obligations during the period December 20, 2000, through January 30, 2001."
3,"By unanimous vote, the Committee ratified these transactions."
4,The Committee then turned to a discussion of the economic and financial outlook and the implementation of monetary policy over the intermeeting period ahead.
5,"A summary of the economic and financial information available at the time of the meeting and of the Committee's discussion is provided below, followed by the domestic policy directive that was approved by the Committee and issued to the Federal Reserve Bank of New York."
6,The information reviewed at this meeting indicated that the expansion of economic activity had slowed appreciably over the fourth quarter.
7,"Consumer and business spending decelerated further, with outlays for consumer durables and business equipment particularly weak."
8,"Housing construction remained relatively firm, though significantly below its brisk pace of earlier in the year."
9,"The slower growth of final spending resulted in inventory overhangs in a number of industries, most notably those related to the motor vehicle sector."
10,"Manufacturing production declined sharply as a result, and overall employment gains moderated further."
11,Price inflation was still relatively subdued.
12,"Labor demand softened further in December, with private nonfarm payroll employment continuing to increase slowly and the average workweek to decline."
13,"Nonetheless, the labor market remained very tight and the unemployment rate held at 4 percent, its average for the year."
14,"Reduced labor demand in manufacturing accounted for much of the slowdown in nonfarm payroll gains in the fourth quarter, with factory payrolls falling sharply further in December, but in addition sizable cuts in net new hires were recorded in the help-supply and construction industries."
15,"The contraction in industrial production that began in October, largely in the motor vehicle sector, deepened and broadened in November and December."
16,"For the fourth quarter as a whole, the drop in production was concentrated in manufacturing; mining activity fell by less while utilities output surged late in the year in response to unseasonably cold weather."
17,"Most of the initial weakness in manufacturing output was related directly or indirectly to the slowing in the motor vehicle sector, but by year-end all major market groups had registered steep declines in production."
18,Weaker factory activity in December resulted in a sizable drop in the rate of capacity utilization in manufacturing to a level further below its long-run average.
19,"Against a background of slowing growth of disposable personal income and abrupt declines in consumer sentiment, consumer spending decelerated substantially in the fourth quarter."
20,Purchases of motor vehicles slumped and outlays for other goods increased only a little.
21,"However, spending on services picked up somewhat in November (latest data), reflecting at least in part higher expenditures for heating services owing to unseasonably cold weather."
22,The decline in mortgage rates since the middle of last year had provided some support to residential building activity.
23,"Total housing starts increased slightly further in December, with single-family starts recording a brisk rise that might have been, in part, a response to the lower mortgage rates."
24,"By contrast, multifamily starts slowed, more than reversing November's run-up."
25,"Sales of new homes jumped in December to a very high level, but sales of existing homes dropped considerably."
26,"Business fixed investment contracted slightly in the fourth quarter, reflecting a sizable decline in business spending on equipment and software that was offset in part by a large increase in nonresidential construction."
27,"Data on nominal shipments of nondefense capital goods in the fourth quarter indicated a drop in office and computing equipment, only a small gain in communications equipment, and a decline, on net, in non-high-tech equipment."
28,"By contrast, investment in nonresidential structures increased briskly further in October and November (latest data)."
29,"While spending for new office buildings was rising less rapidly, outlays for other commercial structures picked up, and investment in industrial structures remained robust."
30,Business inventories on a book-value basis mounted further in October and November.
31,"Despite production cutbacks, stockbuilding in manufacturing remained rapid and sizable inventory overhangs had emerged in some industries, particularly those related to the motor vehicle sector."
32,"As a result, the aggregate stock-sales ratio for the manufacturing sector continued its upward drift that began early last year."
33,"Sizable inventory buildups and associated overhangs also were apparent in portions of the retail sector, and the aggregate inventory-sales ratio for the sector remained at the upper end of its range over the past year."
