,sentence
0," reported on developments in domestic and foreign financial markets as well as the System open market operations during the period since the Federal Open Market Committee (FOMC) met on June 18-19, 2013."
1,"By unanimous vote, the Committee ratified the Open Market Desk's domestic transactions over the intermeeting period."
2,There were no intervention operations in foreign currencies for the System's account over the intermeeting period.
3,"In support of the Committee's longer-run planning for improvements in the implementation of monetary policy, the Desk report also included a briefing on the potential for establishing a fixed-rate, full-allotment overnight reverse repurchase agreement facility as an additional tool for managing money market interest rates."
4,"The presentation suggested that such a facility would allow the Committee to offer an overnight, risk-free instrument directly to a relatively wide range of market participants, perhaps complementing the payment of interest on excess reserves held by banks and thereby improving the Committee's ability to keep short-term market rates at levels that it deems appropriate to achieve its macroeconomic objectives."
5,"The staff also identified several key issues that would require consideration in the design of such a facility, including the choice of the appropriate facility interest rate and possible additions to the range of eligible counterparties."
6,"In general, meeting participants indicated that they thought such a facility could prove helpful; they asked the staff to undertake further work to examine how it might operate and how it might affect short-term funding markets."
7,A number of them emphasized that their interest in having the staff conduct additional research reflected an ongoing effort to improve the technical execution of policy and did not signal any change in the Committee's views about policy going forward.
8,Staff Review of the Economic Situation The information reviewed for the July 30-31 meeting indicated that economic activity expanded at a modest pace in the first half of the year.
9,"Private-sector employment increased further in June, but the unemployment rate was still elevated."
10,"Consumer price inflation slowed markedly in the second quarter, likely restrained in part by some transitory factors, but measures of longer-term inflation expectations remained stable."
11,"The Bureau of Economic Analysis (BEA) released its advance estimate for second-quarter real gross domestic product (GDP), along with revised data for earlier periods, during the second day of the FOMC meeting."
12,"The staff's assessment of economic activity and inflation in the first half of 2013, based on information available before the meeting began, was broadly consistent with the new information from the BEA."
13,"Private nonfarm employment rose at a solid pace in June, as in recent months, while total government employment decreased further."
14,The unemployment rate was 7.
15,"6 percent in June, little changed from its level in the prior few months."
16,"The labor force participation rate rose slightly, as did the employment-to-population ratio."
17,"The rate of long-duration unemployment decreased somewhat, but the share of workers employed part time for economic reasons moved up; both of these measures remained relatively high."
18,"Forward-looking indicators of labor market activity in the near term were mixed: Although household expectations for the labor market situation generally improved and firms' hiring plans moved up, initial claims for unemployment insurance were essentially flat over the intermeeting period, and measures of job openings and the rate of gross private-sector hiring were little changed."
19,"Manufacturing production expanded in June, and the rate of manufacturing capacity utilization edged up."
20,"Auto production and sales were near pre-recession levels, and automakers' schedules indicated that the rate of motor vehicle assemblies would continue at a similar pace in the coming months."
21,"Broader indicators of manufacturing production, such as the readings on new orders from the national and regional manufacturing surveys, were generally consistent with further modest gains in factory output in the near term."
22,Real personal consumption expenditures (PCE) increased more slowly in the second quarter than in the first.
23,"However, some key factors that tend to support household spending were more positive in recent months; in particular, gains in equity values and home prices boosted household net worth, and consumer sentiment in the Thomson Reuters/University of Michigan Surveys of Consumers rose in July to its highest level since the onset of the recession."
24,"Conditions in the housing sector generally improved further, as real expenditures for residential investment continued to expand briskly in the second quarter."
25,"However, construction activity was still at a low level, with demand restrained in part by tight credit standards for mortgage loans."
26,"Starts of new single-family homes were essentially flat in June, but the level of permit issuance was consistent with gains in construction in subsequent months."
27,"In the multifamily sector, where activity is more variable, starts and permits both decreased."
28,"Home prices continued to rise strongly through May, and sales of both new and existing homes increased, on balance, in May and June."
29,The recent rise in mortgage rates did not yet appear to have had an adverse effect on housing activity.
30,Growth in real private investment in equipment and intellectual property products was greater in the second quarter than in the first quarter.
31,2 Nominal new orders for nondefense capital goods excluding aircraft continued to trend up in May and June and were running above the level of shipments.
32,"Other recent forward-looking indicators, such as surveys of business conditions and capital spending plans, were mixed and pointed to modest gains in business equipment spending in the near term."
33,Real business expenditures for nonresidential construction increased in the second quarter after falling in the first quarter.
34,Business inventories in most industries appeared to be broadly aligned with sales in recent months.
35,Real federal government purchases contracted less in the second quarter than in the first quarter as reductions in defense spending slowed.
36,"Real state and local government purchases were little changed in the second quarter; the payrolls of these governments expanded somewhat, but state and local construction expenditures continued to decrease."
37,The U. S. international trade deficit widened in May as exports fell slightly and imports rose.
38,"The decline in exports was led by a sizable drop in consumer goods, while most other categories of exports showed modest gains."
39,"Imports increased in a wide range of categories, with particular strength in oil, consumer goods, and automotive products."
40,"Overall U. S. consumer prices, as measured by the PCE price index, were unchanged from the first quarter to the second and were about 1 percent higher than a year earlier."
41,"Consumer energy prices declined significantly in the second quarter, although retail gasoline prices, measured on a seasonally adjusted basis, moved up in June and July."
42,The PCE price index for items excluding food and energy rose at a subdued rate in the second quarter and was around 1-1/4 percent higher than a year earlier.
43,"Near-term inflation expectations from the Michigan survey were little changed in June and July, as were longer-term inflation expectations, which remained within the narrow range seen in recent years."
44,Measures of labor compensation indicated that gains in nominal wages and employee benefits remained modest.
45,Foreign economic growth appeared to remain subdued in comparison with longer-run trends.
46,"Nonetheless, there were some signs of improvement in the advanced foreign economies."
47,"Production and business confidence turned up in Japan, real GDP growth picked up to a moderate pace in the second quarter in the United Kingdom, and recent indicators suggested that the euro-area recession might be nearing an end."
48,"In contrast, Chinese real GDP growth moderated in the first half of this year compared with 2012, and indicators for other emerging market economies (EMEs) also pointed to less-robust growth."
49,Foreign inflation generally remained well contained.
50,"Monetary policy stayed highly accommodative in the advanced foreign economies, but some EME central banks tightened policy in reaction to capital outflows and to concerns about inflationary pressures from currency depreciation."
51,Staff Review of the Financial Situation Financial markets were volatile at times during the intermeeting period as investors reacted to Federal Reserve communications and to incoming economic data and as market dynamics appeared to amplify some asset price moves.
52,"Broad equity price indexes ended the period higher, and longer-term interest rates rose significantly."
53,"Sizable increases in rates occurred following the June FOMC meeting, as investors reportedly saw Committee communications as suggesting a less accommodative stance of monetary policy than had been expected going forward; however, a portion of the increases was reversed as subsequent policy communications lowered these concerns."
54,"U. S. economic data, particularly the June employment report, also contributed to the rise in yields over the period."
55,"On balance, yields on intermediate- and longer-term Treasury securities rose about 30 to 45 basis points since the June FOMC meeting, with staff models attributing most of the increase to a rise in term premiums and the remainder to an upward revision in the expected path of short-term rates."
56,"The federal funds rate path implied by financial market quotes steepened slightly, on net, but the results from the Desk's July survey of primary dealers showed little change in dealers' views of the most likely timing of the first increase in the federal funds rate target."
57,Market-based measures of inflation compensation were about unchanged.
58,"Over the period, rates on primary mortgages and yields on agency mortgage-backed securities (MBS) rose about in line with the 10-year Treasury yield."
59,"The option-adjusted spread for production-coupon MBS widened somewhat, possibly reflecting a downward revision in investors' expectations for Federal Reserve MBS purchases, an increase in uncertainty about longer-term interest rates, and convexity-related MBS selling."
60,Spreads between yields on 10-year nonfinancial corporate bonds and yields on Treasury securities narrowed somewhat on net.
61,"Early in the period, yields on corporate bonds increased, and bond mutual funds and bond exchange-traded funds experienced large net redemptions in June; the rate of redemptions then slowed in July."
62,"Market sentiment toward large domestic banking organizations appeared to improve somewhat over the intermeeting period, as the largest banks reported second-quarter earnings that were above analysts' expectations."
63,"Stock prices of large domestic banks outperformed broader equity indexes, and credit default swap spreads for the largest bank holding companies moved about in line with trends in broad credit indexes."
64,"Municipal bond yields rose sharply over the intermeeting period, increasing somewhat more than yields on Treasury securities."
65,"In June, gross issuance of long-term municipal bonds remained solid and was split roughly evenly between refunding and new-capital issuance."
66,The City of Detroit's bankruptcy filing reportedly had only a limited effect on the market for municipal securities as it had been widely anticipated by market participants.
67,Credit flows to nonfinancial businesses showed mixed changes.
68,"Reflecting the reduced incentive to refinance as longer-term interest rates rose, the pace of gross issuance of investment- and speculative-grade corporate bonds dropped in June and July, compared with the elevated pace earlier this year."
69,"In contrast, gross issuance of equity by nonfinancial firms maintained its recent strength in June."
70,Leveraged loan issuance also continued to be strong amid demand for floating-rate instruments by investors.
71,Financing conditions for commercial real estate continued to recover slowly.
72,"In response to the July Senior Loan Officer Opinion Survey on Bank Lending Practices (SLOOS), banks generally indicated that they had eased standards on both commercial and industrial (C&I) and commercial real estate loans over the past three months."
73,"For C&I loans, standards were currently reported to be somewhat easy compared with longer-term norms, while for commercial real estate loans, standards remained somewhat tighter than longer-term norms."
74,Banks reported somewhat stronger demand for most types of loans.
75,Financing conditions in the household sector improved further in recent months.
76,Mortgage purchase applications declined modestly through July even as refinancing applications fell off sharply with the rise in mortgage rates.
77,The outstanding amounts of student and auto loans continued to expand at a robust pace in May.
78,Credit card debt remained about flat on a year-over-year basis.
79,"In the July SLOOS, banks reported that they had eased standards on most categories of loans to households in the second quarter, but that standards on all types of mortgages, and especially on subprime mortgage loans and home equity lines of credit, remained tight when judged against longer-run norms."
80,"Increases in total bank credit slowed in the second quarter, as the book value of securities holdings fell slightly and C&I loan balances at large banks increased only modestly in April and May."
