,sentence
0, (SOMA) reported on developments in domestic and foreign financial markets over the period since the May FOMC meeting.
1,"Yields on Treasury securities and the foreign exchange value of the dollar had declined modestly, while equity prices had continued to rise, contributing to a further easing of financial conditions according to some measures."
2,"Moreover, realized and implied volatility in financial markets remained low."
3,"Meanwhile, inflation compensation edged lower."
4,Survey results and market pricing suggested that market participants saw a high probability of an increase in the FOMC's target range for the federal funds rate at this meeting.
5,The deputy manager reviewed survey results on market expectations for SOMA reinvestment policy and for the evolution of the System's balance sheet over coming years.
6,The deputy manager also commented on money market developments.
7,"Over the intermeeting period, the federal funds rate remained well within the FOMC's target range, and take-up at the System's overnight reverse repurchase agreement facility was little changed from the previous period."
8,The spread between the three-month London interbank offered rate and the overnight index swap (OIS) rate had narrowed markedly in recent months after rising noticeably in advance of the implementation of money market fund reform in the fall of 2016.
9,The deputy manager also summarized details of the operational approach that the Open Market Desk planned to follow if the Committee adopted the proposal for SOMA reinvestment policy to be considered at this meeting.
10,"By unanimous vote, the Committee ratified the Desk's domestic transactions over the intermeeting period."
11,There were no intervention operations in foreign currencies for the System's account during the intermeeting period.
12,"System Open Market Account Reinvestment Policy The Chair observed that, starting with the March 2017 FOMC meeting, Committee participants had been discussing approaches to reducing the Federal Reserve's securities holdings in a gradual and predictable manner."
13,"She noted that participants appeared to have reached a consensus on an approach that involved specifying caps on the monthly amount of principal payments from securities holdings that would not be reinvested; these caps would rise over the period of a year, after which they would remain constant."
14,"Given this consensus, the Chair proposed that participants approve the plan and that it be published as an addendum to the Committee's Policy Normalization Principles and Plans; the addendum would be released at the conclusion of this meeting so as to inform the public well in advance of implementing the reinvestment policy."
15,"It was anticipated that when the Committee determined that economic conditions warranted implementation of the program, that step would be communicated through the Committee's postmeeting statement."
16,Participants unanimously supported the proposal.
17,"POLICY NORMALIZATION PRINCIPLES AND PLANS (Addendum adopted June 13, 2017) All participants agreed to augment the Committee's Policy Normalization Principles and Plans by providing the following additional details regarding the approach the FOMC intends to use to reduce the Federal Reserve's holdings of Treasury and agency securities once normalization of the level of the federal funds rate is well under way."
18,1 The Committee intends to gradually reduce the Federal Reserve's securities holdings by decreasing its reinvestment of the principal payments it receives from securities held in the System Open Market Account.
19,"Specifically, such payments will be reinvested only to the extent that they exceed gradually rising caps."
20,"For payments of principal that the Federal Reserve receives from maturing Treasury securities, the Committee anticipates that the cap will be $6 billion per month initially and will increase in steps of $6 billion at three-month intervals over 12 months until it reaches $30 billion per month."
21,"For payments of principal that the Federal Reserve receives from its holdings of agency debt and mortgage-backed securities, the Committee anticipates that the cap will be $4 billion per month initially and will increase in steps of $4 billion at three-month intervals over 12 months until it reaches $20 billion per month."
22,The Committee also anticipates that the caps will remain in place once they reach their respective maximums so that the Federal Reserve's securities holdings will continue to decline in a gradual and predictable manner until the Committee judges that the Federal Reserve is holding no more securities than necessary to implement monetary policy efficiently and effectively.
23,Gradually reducing the Federal Reserve's securities holdings will result in a declining supply of reserve balances.
24,"The Committee currently anticipates reducing the quantity of reserve balances, over time, to a level appreciably below that seen in recent years but larger than before the financial crisis; the level will reflect the banking system's demand for reserve balances and the Committee's decisions about how to implement monetary policy most efficiently and effectively in the future."
25,The Committee expects to learn more about the underlying demand for reserves during the process of balance sheet normalization.
26,The Committee affirms that changing the target range for the federal funds rate is its primary means of adjusting the stance of monetary policy.
27,"However, the Committee would be prepared to resume reinvestment of principal payments received on securities held by the Federal Reserve if a material deterioration in the economic outlook were to warrant a sizable reduction in the Committee's target for the federal funds rate."
28,"Moreover, the Committee would be prepared to use its full range of tools, including altering the size and composition of its balance sheet, if future economic conditions were to warrant a more accommodative monetary policy than can be achieved solely by reducing the federal funds rate."
29,1.
30,"The Committee's Policy Normalization Principles and Plans were adopted on September 16, 2014, and are available at www."
31,federalreserve.
32,gov/monetarypolicy/files/FOMC_PolicyNormalization.
33,pdf.
34,"On March 18, 2015, the Committee adopted an addendum to the Policy Normalization Principles and Plans, which is available at www."
35,federalreserve.
36,gov/monetarypolicy/files/FOMC_PolicyNormalization.
37,20150318. pdf.
38,Return to text Staff Review of the Economic Situation The information reviewed for the June 13-14 meeting showed that labor market conditions continued to strengthen in recent months and suggested that real gross domestic product (GDP) was expanding at a faster pace in the second quarter than in the first quarter.
39,"The 12-month change in overall consumer prices, as measured by the price index for personal consumption expenditures (PCE), slowed a bit further in April; total consumer price inflation and core inflation, which excludes consumer food and energy prices, were both running somewhat below 2 percent."
40,Survey-based measures of longer-run inflation expectations were little changed on balance.
41,"Total nonfarm payroll employment expanded further in April and May, and the average pace of job gains over the first five months of the year was solid."
42,The unemployment rate moved down to 4.
43,3 percent in May; the unemployment rates for African Americans and for Hispanics stepped down but remained above the unemployment rates for Asians and for whites.
44,"The overall labor force participation rate declined somewhat, and the share of workers employed part time for economic reasons decreased a little."
45,"The rate of private-sector job openings increased in March and April, while the quits rate was little changed and the hiring rate moved down."
46,The four-week moving average of initial claims for unemployment insurance benefits remained at a very low level through early June.
47,Measures of labor compensation continued to rise at moderate rates.
48,"Compensation per hour in the nonfarm business sector increased 2-1/4 percent over the four quarters ending in the first quarter, a bit slower than over the same period a year earlier."
49,"Average hourly earnings for all employees increased 2-1/2 percent over the 12 months ending in May, about the same as over the comparable period a year earlier."
50,"Total industrial production rose considerably in April, reflecting gains in manufacturing, mining, and utilities output."
51,"Automakers' assembly schedules suggested that motor vehicle production would slow in subsequent months, but broader indicators of manufacturing production, such as the new orders indexes from national and regional manufacturing surveys, pointed to modest gains in factory output over the near term."
52,Real PCE rose solidly in April after increasing only modestly in the first quarter.
53,Light motor vehicle sales picked up in April but then moved down somewhat in May.
54,"The components of the nominal retail sales data used by the Bureau of Economic Analysis to construct its estimate of PCE were flat in May, but estimated increases in these components of sales for the previous two months were revised up."
55,"In addition, recent readings on key factors that influence consumer spending pointed to further solid growth in total real PCE in the near term, including continued gains in employment, real disposable personal income, and households' net worth."
56,"Moreover, consumer sentiment, as measured by the University of Michigan Surveys of Consumers, remained upbeat in May."
57,Residential investment appeared to be slowing after increasing briskly in the first quarter.
58,"The first-quarter strength may have reflected housing activity shifting earlier in response to unseasonably warm weather last quarter, to an anticipation of higher future interest rates, or to both."
59,"Starts of new single-family homes edged up in April, but the issuance of building permits for these homes declined somewhat."
60,"Meanwhile, starts of multifamily units fell."
61,"Moreover, sales of both new and existing homes decreased in April."
62,Real private expenditures for business equipment and intellectual property seemed to be increasing further after rising at a solid pace in the first quarter.
63,"Both nominal shipments and new orders of nondefense capital goods excluding aircraft rose in April, and new orders continued to exceed shipments, pointing to further gains in shipments in the near term."
64,"In addition, indicators of business sentiment were upbeat in recent months."
65,"Al­though firms' nominal spending for nonresidential structures excluding drilling and mining declined in April, the number of oil and gas rigs in operation, an indicator of spending for structures in the drilling and mining sector, continued to rise through early June."
66,Nominal federal government spending data for April and May pointed to essentially flat real federal purchases in the second quarter.
67,"Real state and local government purchases appeared to be moving down, as state and local government payrolls declined, on net, in April and May, and nominal construction expenditures by these governments decreased in April."
68,"The nominal U. S. international trade deficit widened slightly in March, with a small decline in exports and a small increase in imports."
69,"The March data, together with revised estimates for earlier months, indicated that real exports grew briskly in the first quarter and at a faster pace than in the second half of 2016."
70,Real imports also increased in the first quarter but at a slower pace than in the second half of 2016.
71,"In April, the nominal trade deficit widened, as imports picked up while exports declined slightly."
72,Net exports were estimated to have made a small positive contribution to real GDP growth in the first quarter.
73,"However, the April trade data suggested that net exports might be a slight drag on real GDP growth in the second quarter."
74,"Total U. S. consumer prices, as measured by the PCE price index, increased 1-3/4 percent over the 12 months ending in April."
75,Core PCE price inflation was 1-1/2 percent over those same 12 months.
76,"Over the 12 months ending in May, the consumer price index (CPI) rose a little less than 2 percent, while core CPI inflation was 1-3/4 percent."
77,"The median of inflation expectations over the next 5 to 10 years from the Michigan survey was unchanged in May, and the median expectation for PCE price inflation over the next 10 years from the Survey of Professional Forecasters also held steady in the second quarter."
78,"Likewise, the medians of longer-run inflation expectations from the Desk's Survey of Primary Dealers and Survey of Market Participants were essentially unchanged in June."
79,The economic expansions in Canada and the euro area as well as in China and many other emerging market economies (EMEs) continued to firm in the first quarter.
80,"In contrast, economic growth in the United Kingdom slowed sharply."
81,Recent indicators suggested that real GDP growth in most foreign economies remained solid in the second quarter.
82,"Headline inflation across the advanced foreign economies (AFEs) generally appeared to moderate from the pace registered over the first quarter, as the effects of earlier increases in energy prices started to fade; core inflation continued to be subdued in many AFEs."
83,"Among the EMEs, inflation in China rose while inflation in Latin America fell."
84,"In Mexico, the effects of fuel price hikes in January and the pass-through from earlier currency depreciation to prices started to wane, but inflation remained above the central bank's target."
85,Staff Review of the Financial Situation Domestic financial market conditions remained generally accommodative over the intermeeting period.
86,"U. S. equity prices increased over the period, longer-term Treasury yields declined, and the dollar depreciated."
87,A decline in the perceived likelihood of a significant fiscal expansion and the below-expectations reading on the April CPI reportedly contributed to lower yields on longer-tenor Treasury securities.
88,Market participants' perceptions of an improved global economic outlook appeared to provide some support to prices of risk assets.
89,FOMC communications over the intermeeting period were viewed as broadly in line with investors' expectations that the Committee would continue to remove policy accommodation at a gradual pace.
90,Market participants interpreted the May FOMC statement and the meeting minutes as indicating that the Committee had not materially changed its economic outlook.
91,"In response to the discussion of SOMA reinvestment policy in the minutes, a number of market participants reportedly pulled forward their expectations for the most likely timing of a change to the Committee's reinvestment policy, a shift that was evident in the responses to the Desk's Survey of Primary Dealers and Survey of Market Participants."
92,"However, investors also reportedly viewed the Committee's planning as mitigating the risk that the process of reducing the size of the Federal Reserve's balance sheet would lead to outsized movements in interest rates or have adverse effects on market functioning."
