,sentence
0, reported on recent developments in foreign exchange markets.
1,There were no open market operations in foreign currencies for the System's account in the period since the previous meeting.
2,The Manager also reported on developments in domestic financial markets and on System open market operations in government securities and federal agency obligations during the period since the previous meeting.
3,"By unanimous vote, the Committee ratified these transactions."
4,"In light of severe stresses in dollar funding markets, the Committee considered a proposal intended to provide the flexibility necessary to respond promptly to requests from foreign central banks to engage in temporary reciprocal currency (""swap"") arrangements to be used in supporting dollar liquidity in their jurisdictions."
5,"After the discussion, the Committee voted unanimously to authorize its Foreign Currency Subcommittee to direct the Federal Reserve Bank of New York as needed to expand existing swap arrangements and to enter into new arrangements with foreign central banks to address strains in money markets."
6,"This authority extends through January 30, 2009."
7,The information reviewed at the September meeting indicated that economic activity decelerated considerably in recent months.
8,The labor market deteriorated further in August as private payrolls declined and the unemployment rate moved markedly higher.
9,"Industrial output was little changed in July, but fell sharply in August."
10,Consumer spending weakened noticeably in recent months.
11,"Meanwhile, residential investment continued to decline steeply through midyear."
12,"In contrast, business investment in equipment and structures generally held up through July."
13,"On the inflation front, overall consumer prices rose rapidly for a third straight month in July but then edged down in August, because of a sharp drop in energy prices."
14,Core consumer price inflation remained elevated in July and eased somewhat in August.
15,The labor market continued to weaken.
16,"According to the August employment report, private payroll employment fell by a bit more than the average seen earlier this year."
17,Most major industry groups shed jobs; manufacturing posted a particularly noticeable loss.
18,Job losses in the construction industry diminished over July and August despite the ongoing contraction in residential investment.
19,"Hiring in nonbusiness services, which include the education and health industries, and in natural resources and mining increased in line with recent trends."
20,The average workweek held steady and aggregate hours edged lower.
21,The unemployment rate jumped 0.
22,"4 percentage point, to 6."
23,"1 percent, in August, while the labor force participation rate held steady."
24,Industrial production fell sharply in August after edging up in July.
25,Motor vehicle assemblies dropped in August as automakers scaled back production following a sharp decline in vehicle sales in July.
26,"The output of high-tech equipment rose at a moderate rate in the first half of the year, but indicators of production gains in the high-tech sector pointed toward relatively subdued growth in the third quarter."
27,"The output of other manufacturing sectors declined for a third consecutive month in August, and indicators of near-term production suggested that the industrial sector was likely to remain soft over the next few months."
28,"For most major industry groups, factory utilization rates in August remained below their long-run averages."
29,"Real personal consumption expenditures (PCE) turned down in June and declined more noticeably in July; over the two months, outlays for motor vehicles dropped markedly and spending on other goods weakened substantially."
30,The recent weakness in consumer spending on goods excluding motor vehicles contrasted sharply with solid growth in the spring.
31,Outlays for services were reported to have increased modestly in June and July.
32,Total nominal retail sales decreased in August.
33,"Real disposable income was boosted significantly by the tax rebates in the second quarter; excluding the temporary rebates, real disposable income fell in that quarter and continued to move lower in July."
34,Early September readings on consumer sentiment rose from the low levels recorded over the past several months.
35,Residential construction activity continued to decline steeply through midyear.
36,"In July, both single-family housing starts and permit issuance fell further."
37,"In the multifamily sector, starts dropped back in July to a rate more in line with its historical range."
38,"June's spike in multifamily starts was related to more-stringent building codes that took effect in New York City on July 1, which apparently led developers to pull forward the start date of some planned apartment projects."
39,"Recent cutbacks in new residential construction reduced the level of new home inventories, and the relative stability in sales of new homes allowed those inventory reductions to begin to bring down the months' supply of new homes for sale."
40,"Even so, the months' supply of new homes for sale remained extremely elevated relative to the level that prevailed before the downturn in the housing market."
41,Sales of existing single-family homes were relatively flat since the end of last year.
