,sentence
0, reported on recent developments in foreign exchange markets.
1,There were no open market operations in foreign currencies for the System's account in the period since the previous meeting.
2,The Manager also reported on developments in domestic financial markets and on System open market operations in government securities and federal agency obligations during the period since the previous meeting.
3,"By unanimous vote, the Committee ratified these transactions."
4,The information reviewed at the December meeting pointed to a significant contraction in economic activity in the fourth quarter.
5,Conditions in the labor market deteriorated considerably in recent months as most major industry groups shed jobs.
6,"Private payrolls continued to fall at a faster pace than earlier in the year, and the unemployment rate rose to 6."
7,7 percent.
8,"Industrial production, excluding special hurricane- and strike-related effects, fell further in November, and consumer spending declined across a broad range of spending categories over recent months."
9,"The housing market weakened again as construction activity, new home sales, and home prices declined further."
10,"In the business sector, investment in equipment and software appeared to continue to contract."
11,"Financial markets saw a further pullback in risk-taking, spurred in part by the more pessimistic outlook for economic activity; this situation led to lower equity prices, higher risk spreads, and tighter constraints in credit markets, all of which intensified the decline in real activity."
12,"On the inflation front, headline consumer prices declined in recent months, as energy prices continued to fall and consumer food price increases moderated."
13,The labor market continued to worsen.
14,"According to the November employment report, payroll employment fell at a rapid pace over the preceding three months, with substantial losses across a wide range of industry groups, including manufacturing, construction, retail, financial activities, and business services."
15,"Indicators of hiring plans also dropped steeply in November, and other labor market indicators suggested that jobs remained in short supply."
16,The unemployment rate climbed to 6.
17,"7 percent in November, while the labor force participation rate fell after remaining steady for much of the year."
18,New claims for unemployment insurance rose sharply through early December.
19,"Industrial production, excluding special hurricane- and strike-related effects, fell markedly in November after sizable declines in the preceding two months."
20,The recent contraction in industrial output was broadly based.
21,"The steep pace of decline in the production of consumer goods reflected not only cutbacks in motor vehicle assemblies but also drops in the output of other goods, such as appliances, furniture, and products related to home improvement."
22,The production of business equipment was held down by declines in the output of both industrial and high-tech equipment.
23,"The output of construction supplies extended its decline after a brief pause in the middle of the year, and the contraction in the production of materials intensified."
24,"In particular, steel production plummeted, and the output of organic chemicals contracted noticeably."
25,"For most major industry groups, factory utilization rates declined relative to their levels in July and remained below their long-run averages."
26,Available forward-looking indicators pointed to a significant downturn in manufacturing output in coming months.
27,"Real personal consumption expenditures (PCE) fell for the fifth straight month in October, with the slowdown evident in nearly all broad spending categories."
28,"Sales of light motor vehicles, which slumped in October, fell further in November, but the available information on retail sales suggested a small increase in real outlays for other consumer goods."
29,The annualized three-month change in spending on services in October was just one-third of the rate registered in the first half of 2008.
30,Preliminary data for October and November suggested that overall fourth-quarter real spending would receive a modest boost from recent price declines for gasoline.
31,"Real incomes were also boosted by the reversal in energy prices, though the negative wealth effects of continued declines in equity and house prices likely offset this somewhat."
32,"Measures of consumer sentiment released in November and December remained low, and available evidence suggested further tightening in consumer credit conditions in recent months."
33,Real construction activity continued to decline in November.
34,Single-family housing starts and permit issuance fell further.
35,"In the multifamily sector, starts dropped sharply in November while permit issuance remained on a downtrend."
36,"Housing demand remained weak, and although the number of unsold new single-family homes continued to move lower, inventories remained elevated relative to the current pace of sales."
37,"Sales of existing single-family homes changed little, although a drop in pending home sales in October pointed to further declines in the near term."
38,The comparative strength of existing home sales appeared to be attributable partly to increases in foreclosure-related and other distressed sales.
39,"Financing conditions for prime borrowers appeared to ease slightly after the Federal Reserve's announcement that it would purchase agency debt and agency mortgage-backed securities (MBS) to support mortgage financing, while the market for nonconforming loans remained impaired."
