,sentence
0, reported on recent developments in foreign exchange markets.
1,There were no open market operations in foreign currencies for the System's account in the period since the previous meeting.
2,The Manager also reported on developments in domestic financial markets and on System open market transactions in government securities and federal agency obligations during the period since the previous meeting.
3,"By unanimous vote, the Committee ratified these transactions."
4,The information reviewed at the meeting suggested that economic activity continued to decelerate in recent months.
5,"Consumer and business spending held up well, and payroll employment continued to rise moderately in July and August."
6,"However, a contraction in homebuilding was damping the economic expansion."
7,Core consumer price inflation eased somewhat but nonetheless remained higher than it was in 2005.
8,"Total consumer price inflation moderated in August, reflecting a substantial slowing of the increase in energy prices."
9,Nonfarm payrolls rose in August at a pace similar to that recorded over the previous four months.
10,"Employment gains were widespread in the service sector, and the construction industry also added jobs, particularly in nonresidential building."
11,"However, employment in retail trade and manufacturing fell again in August."
12,Average hours of production or nonsupervisory workers edged lower.
13,The unemployment rate ticked back down to 4.
14,"7 percent in August, but it remained within the narrow band that prevailed since the beginning of the year."
15,Industrial production rose in July but edged down in August.
16,"Manufacturing output was unchanged in August, as a small increase in the production of motor vehicles and parts was offset by a slight net decline in other sectors."
17,"Output of construction supplies, for example, dropped a little."
18,"In the high-technology sector, the production of computers rose tepidly through the summer, while output of communications equipment turned down in August after increasing markedly during the first half of the year."
19,Semiconductor production remained sluggish through August.
20,Consumer spending appeared to be rising at a moderate pace in recent months.
21,Spending on cars and light trucks increased somewhat in July after a lackluster pace in the second quarter but apparently weakened in August.
22,Consumer spending on goods excluding motor vehicles increased modestly during the four months ending in July.
23,"Despite the sharp net increase in energy prices, real disposable income rose further, with solid gains in June and July."
24,Increases in household wealth earlier in the year continued to boost consumer spending.
25,"However, consumer borrowing costs had risen since the beginning of the year with the increase in short-term interest rates."
26,Recent readings on consumer sentiment were mixed.
27,The personal saving rate fell further in July.
28,Residential construction activity continued to contract in recent months.
29,Single-family starts fell further in July and August to a level well below the peak in the third quarter of 2005.
30,Construction in the multifamily sector also fell back.
31,Sales of both new and existing single-family homes fell in July and were significantly below the peaks of last summer.
32,A range of indicators suggested that housing market activity was likely to slow further in the near term.
33,"Pending home sales dropped noticeably in July, and mortgage rates had increased since the beginning of the year."
34,Available measures suggested that prices of existing homes increased through the second quarter at a much lower rate than the one observed during the same period last year.
35,"After strong increases in the first half of 2006, real spending on equipment and software remained robust into the summer against a backdrop of rising business output, plentiful corporate cash reserves, positive sentiment among executives, and falling relative prices for high-tech equipment."
36,Orders and shipments of communications equipment leveled off in recent months after climbing earlier this year.
37,Real computer spending remained sluggish in July.
38,"Business purchases of light vehicles picked up in August after a weak performance in July, and sales of medium and heavy trucks remained brisk."
39,Available data indicated that aircraft purchases remained flat.
40,Real spending on equipment outside the high-tech and transportation sectors appeared to be increasing moderately in the current quarter.
41,Book-value data for the manufacturing and trade sectors suggested that inventory accumulation slowed only modestly in July from a brisk pace in the second quarter.
42,"Outside the motor vehicle sector, inventories appeared to be well aligned with demand, and surveys indicated that firms continued to be generally comfortable with their level of inventories."
43,"Both imports and exports increased in the second quarter, but imports increased and exports decreased in July, widening the U. S. trade deficit."
44,"The growth of imports was heavily concentrated in oil, reflecting higher petroleum prices, and in non-oil industrial supplies and capital goods."
45,Imports of services fell slightly.
46,"Exports of capital goods and industrial supplies declined after considerable gains in June, but exports of telecommunications equipment and automotive products were strong."
