,sentence
0," real interest rate--sometimes labeled the ""neutral"" or ""natural"" real interest rate, or ""r*""--that can serve as a benchmark to help gauge the stance of monetary policy."
1,Various concepts of r* were discussed.
2,"According to one definition, short-run r* is the level of the real short-term interest rate that, if obtained currently, would result in the economy operating at full employment or, in some simple models of the economy, at full employment and price stability."
3,The staff summarized the behavior of estimates of the short-run equilibrium real rate over recent business cycles as well as longer-run trends in real interest rates and key factors that influence those trends.
4,"Estimates derived using a variety of empirical models of the U. S. economy and a range of econometric techniques indicated that short-run r* fell sharply with the onset of the 2008-09 financial crisis and recession, quite likely to negative levels."
5,"Short-run r* was estimated to have recovered only partially and to be close to zero currently, still well below levels that prevailed during recent economic expansions when the unemployment rate was close to estimates of its longer-run normal level."
6,"With respect to longer-run trends, the staff noted that multiyear averages of short-term real interest rates had been declining not only in the United States, but also in many other large economies for the past quarter-century and stood near zero in most of those economies."
7,"Moreover, economic theory indicates that the equilibrium level of short-term real interest rates would likely remain low relative to estimates of its level before the financial crisis if trend growth of total factor productivity does not pick up and if demographic projections for slow growth in working-age populations are borne out."
8,"Finally, the staff discussed the implications of uncertainty about the level of the equilibrium real rate for using estimates of short-run r* as a guideline for appropriate monetary policy."
9,"In their comments on the briefings and in their discussion of the potential use of r* in monetary policy deliberations, policymakers made a number of observations."
10,"The unemployment rate has declined gradually in recent years, indicating that real gross domestic product (GDP) growth has, on average, exceeded growth of potential GDP, but not by a substantial margin."
11,"This outcome, in turn, suggested that the actual level of short-term real interest rates has been below but not substantially below the equilibrium real rate, consistent with estimates that r* currently is close to zero, notably below its historical average."
12,"A number of participants indicated that they expected short-run r* to rise as the economic expansion continued, but probably only gradually."
13,"Moreover, it was noted that the longer-run downward trend in real interest rates suggested that short-run r* would likely remain below levels that were normal during previous business cycle expansions, and that the longer-run normal level to which the nominal federal funds rate might be expected to converge in the absence of further shocks to the economy--that is, the level that would be consistent, in the long run, with maximum employment and 2 percent inflation--would likely be lower than was the case in previous decades."
14,A lower long-run level of r* would also imply that the gap between the actual level of the federal funds rate and its near-zero effective lower bound would be smaller on average.
15,A smaller gap might increase the frequency of episodes in which policymakers would not be able to reduce the federal funds rate enough to promote a strong economic recovery and rapid return to maximum employment or to maintain price stability in the aftermath of negative shocks to aggregate demand.
16,Some participants noted that it would be prudent to have additional policy tools that could be used in such situations.
17,"Developments in Financial Markets, Open Market Operations, and Policy Normalization The deputy manager of the System Open Market Account (SOMA) reported on developments in domestic and foreign financial markets, money markets, and System open market operations conducted by the Open Market Desk during the period since the Federal Open Market Committee (FOMC) met on September 16-17."
18,"Take-up of the System's overnight reverse repurchase agreement operations increased during this period, evidently reflecting a modest narrowing of the spread of money market interest rates over the offered rate on such operations."
19,Total take-up of overnight and term reverse repurchase agreements at the end of the third quarter was also elevated.
20,The deputy manager briefed the Committee on plans for the upcoming quarterly test of the Term Deposit Facility in December and for term reverse repurchase agreement operations to be conducted ahead of year-end.
21,"In addition, an update was provided on a data collection that will allow the calculation of the federal funds effective rate and a new overnight bank funding rate based on transaction-level data reported by depository institutions that are active in overnight bank funding markets; as previously reported, the Federal Reserve expects to begin publication of the rates based on these data in the first few months of 2016."
22,A staff presentation reviewed issues that could arise if the Treasury was temporarily unable to meet its obligations because of constraints associated with the statutory federal debt limit.
23,"Following the presentation, policymakers indicated that, if such issues arose, it remained appropriate to follow the strategy for open market operations, the discount window, and other System responsibilities that was discussed at the Committee's video-conference meeting of October 16, 2013, and summarized in the minutes of that meeting."
24,"By unanimous vote, the Committee ratified the Desk's domestic transactions over the intermeeting period."
25,There were no intervention operations in foreign currencies for the System's account over the intermeeting period.
26,"Staff Review of the Economic Situation The information reviewed for the October 27-28 meeting suggested that real GDP was increasing at a moderate pace, but that the improvement in labor market conditions had slowed somewhat in recent months."
27,"Inflation continued to run below the FOMC's longer-run objective of 2 percent, restrained in part by declines in energy prices and prices of non-energy imported goods."
28,Survey measures of longer-run inflation expectations remained stable; market-based measures of inflation compensation moved slightly lower.
29,"Total nonfarm payroll employment expanded at about the same rate in September as in August, although at a slower pace than earlier this year, and the unemployment rate remained at 5."
30,1 percent.
31,Both the labor force participation rate and the employment-to-population ratio edged down.
32,"However, the share of workers employed part time for economic reasons fell a little."
33,"The rate of private-sector job openings declined in August but was still at a high level, while the rates of hiring and quits were unchanged."
34,"Industrial production decreased in September as the output of both the manufacturing and mining sectors declined, likely reflecting the effects of the appreciation in the foreign exchange value of the dollar and the fall in crude oil prices since the middle of last year."
35,"Automakers' assembly schedules, as well as broader indicators of manufacturing production, such as the readings on new orders from national and regional manufacturing surveys, generally pointed to further decreases in factory output in coming months."
36,Recent information on crude oil and natural gas extraction indicated further declines in mining output.
37,Real personal consumption expenditures (PCE) appeared to rise at a solid rate in the third quarter as a whole.
38,"The components of the nominal retail sales data used by the Bureau of Economic Analysis to construct its estimate of PCE increased only slightly in September, but the rate of sales of light motor vehicles rose to a new high for the year."
39,Real disposable income grew at a solid pace in July and August.
40,Households' net worth was boosted by recent gains in home values and the net increase in equity prices over the intermeeting period.
41,"Moreover, consumer sentiment in the University of Michigan Surveys of Consumers improved in early October."
42,"Activity in the housing sector was mixed, but it generally continued to recover slowly."
43,"Starts of new single-family homes stepped down modestly, on net, over August and September, although building permits increased slightly."
44,"Meanwhile, starts of multifamily units rose notably."
45,Sales of new and existing homes moved down somewhat on balance.
46,Real private expenditures for business equipment and intellectual property products appeared to increase at a solid pace in the third quarter.
47,Nominal shipments of nondefense capital goods excluding aircraft rose in September.
48,"However, forward-looking indicators, such as new orders for these capital goods along with national and regional surveys of business conditions, pointed to more modest increases in business equipment spending in the coming months."
49,"Firms' nominal spending for nonresidential structures excluding drilling and mining rose in August, although available indicators of drilling activity, such as the number of oil and gas rigs in operation, continued to fall."
50,Real private inventory investment appeared to have slowed markedly in the third quarter.
51,Total real government purchases looked to have moved sideways in the third quarter.
52,"Federal government purchases likely declined a little, as defense spending stepped down further."
53,"In contrast, state and local government purchases appeared to have been rising; the payrolls of these governments expanded further in September, and their nominal construction spending in July and August was above its level in the second quarter."
54,The U. S. international trade deficit widened in August as exports declined and imports rose.
55,"The fall in exports was concentrated in industrial supplies, while consumer and capital goods accounted for much of the growth in imports."
56,"Advance estimates for September indicated a narrower merchandise trade deficit, with a rebound in exports and a decline in imports relative to August."
57,"After falling sharply early this year, real net exports were little changed in the second quarter and appeared to have stayed flat in the third quarter, with real exports remaining soft."
58,"Total U. S. consumer prices in August, as measured by the PCE price index, were unchanged from 12 months earlier, reflecting large declines in consumer energy prices."
59,"Core PCE inflation, which excludes changes in food and energy prices, was 1-1/4 percent over the same 12-month period, restrained in part by declines in the prices of non-energy goods imports."
60,"In September, total consumer prices as measured by the consumer price index (CPI) were unchanged from a year earlier, while the core CPI increased almost 2 percent."
61,"Measures of expected longer-run inflation from a number of surveys, including the Michigan survey, the Blue Chip Economic Indicators, and the Desk's Survey of Primary Dealers, remained stable."
62,"However, market-based measures of inflation compensation moved a little lower."
63,"Average hourly earnings for all employees increased 2-1/4 percent over the 12 months ending in September, a pace that was faster than consumer price inflation."
64,Foreign economic growth appeared to have improved somewhat in the third quarter following two quarters of slow growth.
65,"Economic activity rebounded in Canada after disruptions to energy production earlier in the year, and real GDP growth jumped to 5 percent in South Korea as the effects of the MERS (Middle East Respiratory Syndrome) outbreak faded."
66,"Chinese real GDP growth remained around 7 percent on a four-quarter change basis, and information on economic activity in the euro area and the United Kingdom was consistent with continued expansion."
67,"However, indicators of economic activity in Japan and Brazil remained weak."
68,Headline inflation was low in many countries as a result of falling energy prices.
69,Inflation rates remained high in some South American countries whose currencies had recently depreciated sharply.
70,"Staff Review of the Financial Situation Continued concerns about the global economic growth outlook weighed on market sentiment in the United States and abroad early in the intermeeting period, but sentiment improved somewhat in the weeks preceding the October FOMC meeting."
71,"Following the weaker-than-expected report on the U. S. employment situation in September, market participants' expectations for the timing of the initial increase in the target range for the federal funds rate shifted out, and their expectation for the subsequent path of the federal funds rate flattened."
72,Financing conditions for most businesses and households remained accommodative but tightened somewhat for businesses with lower credit quality.
73,Federal Reserve communications and economic data releases over the intermeeting period appeared to have led investors to expect a later start date for monetary policy normalization and a more gradual path for the federal funds rate thereafter.
74,"According to federal funds futures quotes just before the October FOMC meeting, as well as results from the Desk's Survey of Primary Dealers and Survey of Market Participants, market participants saw a significantly lower chance of the initial increase in the target range for the federal funds rate occurring before year-end than they perceived just before the September meeting, while the likelihood of liftoff occurring at or after the March 2016 meeting rose."
75,The expected path for the federal funds rate implied by quotes on overnight index swap rates flattened notably over the intermeeting period.
76,"Nominal Treasury yields declined further, reflecting FOMC communications, concerns about global economic growth, and generally weaker-than-expected U. S. economic data releases."
77,Measures of inflation compensation based on Treasury Inflation-Protected Securities moved slightly lower on net.
78,Broad U. S. equity price indexes fell in the first few weeks after the September FOMC meeting but subsequently more than retraced those declines.
