,sentence
0, (SOMA) turned first to a discussion of financial market developments.
1,"Market sentiment improved over the period, as reduced uncertainty related to the U. S. election and positive vaccine news outweighed the anticipated effect of the ongoing surge in the pandemic."
2,"U. S. equity price indexes reached all-time highs, with the largest gains registered in sectors that have underperformed during the pandemic."
3,"Corporate credit spreads tightened, most notably among lower-rated firms and in sectors most affected by social distancing measures resulting from the pandemic."
4,"Longer-term Treasury yields rose modestly, driven by increases in inflation compensation."
5,"The positive vaccine news also supported risk sentiment abroad, leading many global equity price indexes to advance and the U. S. dollar to depreciate further."
6,Market participants had highlighted that uncertainty nevertheless remained high and had pointed to several prominent risks to the economic outlook.
7,"These risks included the possibility that the vaccine rollout might not proceed as smoothly as anticipated, the potential for adverse developments in negotiations concerning the United Kingdom's withdrawal from the European Union, and the potential for deterioration in already strained sectors, such as those involving small businesses and certain segments of commercial real estate (CRE)."
8,"With regard to market expectations concerning the policy outlook, responses to the Open Market Desk surveys of dealers and market participants suggested that views on the most likely timing of the next increase in the target range for the federal funds rate coalesced further around the first half of 2024."
9,Survey responses continued to indicate median expectations of headline personal consumption expenditures (PCE) inflation above 2 percent and an unemployment rate of around 4 percent at the time of the first increase in the target range for the federal funds rate.
10,"A majority of Desk survey respondents indicated that they expected the Committee to revise its guidance on asset purchases at the current meeting, with many noting that they anticipated the announcement of some form of qualitative, outcome-based guidance tied to inflation, the unemployment rate, or both."
11,Median Desk survey responses continued to suggest expectations that purchases would begin to slow in the first half of 2022 and cease altogether in 2023.
12,The size of the Federal Reserve's balance sheet increased to around $7.
13,"3 trillion over the intermeeting period, driven by growth in securities holdings."
14,"The Desk conducted purchases to increase holdings of Treasury securities and agency mortgage-backed securities (MBS) at the minimum pace directed by the FOMC, as markets for these securities continued to function smoothly."
15,"News that CARES Act (Coronavirus Aid, Relief, and Economic Security Act) funding would not be available to support new activity in section 13(3) facilities after the end of the year had only a modest effect on financial markets."
16,"New activity remained limited across most Federal Reserve funding operations and section 13(3) facilities, although the Municipal Liquidity Facility and the Main Street Lending Program saw growing usage over the period, with more take-up expected before their scheduled year-end termination."
17,The manager discussed a proposal to extend the temporary U. S. dollar liquidity swap arrangements as well as the temporary FIMA (Foreign and International Monetary Authorities) Repo Facility through September 2021.
18,"The path to a complete economic recovery remained uncertain across the globe, particularly for many emerging market countries, underscoring the need for backstops that could address potential market stresses and prevent spillovers from reemerging."
19,Keeping these arrangements in place would contribute to sustaining improvements in global dollar funding markets and to the continued smooth functioning of the U. S. Treasury securities market.
20,"Under the proposal, provided that the Committee had no objections, the Chair would approve the extension of the temporary liquidity swap lines following the meeting."
21,The extensions of the swap and FIMA repurchase agreement (repo) arrangements would be announced following this meeting.
22,"Market participants generally anticipated calm money market conditions through year-end, and the premiums paid for dollar funding crossing year-end generally were below those observed in recent years."
23,"Money market futures also indicated expectations of short-term rates moving down modestly in coming months, in light of anticipated further increases in aggregate reserve balances and a moderation in Treasury bill supply."
24,The manager anticipated that administered rates and the overnight reverse repo program would be effective tools for maintaining control of overnight money market rates.
25,"By unanimous vote, the Committee voted to approve a resolution that extended through September 30, 2021, the expiration of a temporary repo facility for foreign and international monetary authorities (FIMA Repo Facility)."
26,"5 Secretary's note: The Chair subsequently provided approval to the Desk, following the procedures in the Authorization for Foreign Currency Operations, to extend the expiration of the temporary U. S. dollar liquidity swap lines through September 30, 2021."
27,"By unanimous vote, the Committee ratified the Desk's domestic transactions over the intermeeting period."
28,There were no intervention operations in foreign currencies for the System's account during the intermeeting period.
29,Staff Review of the Economic Situation The COVID-19 pandemic and the measures undertaken to contain its spread continued to affect economic activity in the United States and abroad.
30,"The information available at the time of the December 15–16 meeting suggested that U. S. real gross domestic product (GDP) was continuing to recover in the fourth quarter, but at a more moderate pace than its rapid third-quarter rate, and that the level of real GDP remained well below its level at the start of 2020."
31,"Labor market conditions improved further over October and November, although employment continued to be well below its level at the beginning of the year."
32,Consumer price inflation through October—as measured by the 12‑month percentage change in the PCE price index—remained notably below the rates seen in early 2020.
33,"Total nonfarm payroll employment continued to increase solidly over October and November, though the rate of monthly job gains was more moderate than the substantial third‑quarter pace."
34,"Through November, payroll employment had regained somewhat more than half of the losses seen at the onset of the pandemic."
35,The unemployment rate moved down further and stood at 6.
36,7 percent in November.
37,The unemployment rates for African Americans and Hispanics each declined but remained well above the national average.
38,Both the labor force participation rate and the employment-to-population ratio in November were above their levels of two months earlier.
39,The four-week moving average of initial claims for unemployment insurance was only slightly lower in early December than it had been in late October.
40,Weekly estimates of private-sector payrolls constructed by Federal Reserve Board staff using data provided by the payroll processor ADP suggested that the four-week average of private employment gains in early December was lower than it was in mid-November.
41,Both the 12‑month change in average hourly earnings for all employees through November and the four‑quarter change in total labor compensation per hour in the business sector through the third quarter continued to be dominated by changes in the composition of the workforce.
42,The substantial employment losses over the past year were most significant among lower-wage workers—a situation that had led to outsized increases in these average measures of earnings and compensation that were not indicative of tight labor market conditions.
43,Total PCE price inflation was 1.
44,"2 percent over the 12 months ending in October, and it continued to be held down by relatively weak aggregate demand and the declines in consumer energy prices seen earlier in 2020."
45,"Core PCE price inflation, which excludes changes in consumer energy prices and many consumer food prices, was 1."
46,"4 percent over the same period, while the trimmed mean measure of 12‑month PCE price inflation constructed by the Federal Reserve Bank of Dallas was 1."
47,7 percent in October.
48,"In November, the 12-month change in the consumer price index (CPI) was 1."
49,"2 percent, while core CPI inflation was 1."
50,6 percent over the same period.
51,"The latest readings on survey-based measures of longer-run inflation expectations edged up, though each remained within the range in which it has fluctuated in recent years; in November and early December, the University of Michigan Surveys of Consumers measure for the next 5 to 10 years was slightly above its level in October, while the 3‑year‑ahead measure produced by the Federal Reserve Bank of New York rose a bit in November."
52,"Real PCE rose strongly in October, though at a more moderate pace than in the third quarter."
53,"Real disposable personal income declined in October, reflecting a large reduction in government transfer payments, even though wage and salary income continued to climb."
54,"As a result, the personal saving rate moved lower, though it continued to be notably above its 2019 average."
55,"In November, the components of the nominal retail sales data used to estimate PCE, along with the rate of light motor vehicle sales, stepped down, possibly reflecting the effects on consumer spending of renewed social-distancing measures and concerns about the resurgent pandemic."
56,"Consumer sentiment, as measured by both the Michigan survey and the Conference Board, moved somewhat lower, on net, since October, although both indexes were still above their April troughs."
57,"Housing-sector activity advanced further, on balance, in October, supported in part by low interest rates."
58,"Starts and construction permits for single-family homes continued to rise, while starts of multi-family units moved sideways."
59,"Sales of existing homes increased solidly, though new home sales were roughly flat."
60,"Business fixed investment appeared to be expanding further, on net, in the fourth quarter following an outsized third-quarter increase."
61,"Nominal shipments of nondefense capital goods excluding aircraft rose strongly in October, and new orders for these capital goods continued to advance."
62,"By contrast, nominal spending on nonresidential structures outside of the drilling and mining sector declined further in October."
63,"The number of crude oil and natural gas rigs in operation—an indicator of business spending on structures in the drilling and mining sector—continued to move up somewhat through early December, although the number of rigs in operation was still subdued, reflecting the effect of low oil prices on drilling investment."
64,"Industrial production rose strongly over October and November, led by gains in manufacturing output, but production was still below its February pre-pandemic level."
65,The pickup in the production of motor vehicles and related parts was particularly strong in November.
66,"Output in the mining sector—which includes crude oil and natural gas drilling and extraction—increased, on net, over October and November."
67,"Total real government purchases appeared to be declining moderately, on balance, in the fourth quarter."
68,"Federal defense spending continued to rise in October and November, although federal employment declined with the layoff of temporary census workers."
69,"State and local government payrolls decreased in October and November, and nominal state and local construction expenditures in October were somewhat below their third-quarter level."
70,The nominal U. S. international trade deficit widened in October.
71,Both imports and exports continued to rebound from their collapse in the first half of the year.
72,Goods imports in October rose above their January level after several months of strong growth.
73,"Goods exports, however, had only recovered three-fourths of their decline since January despite brisk growth in agricultural exports."
74,"Services trade remained depressed, driven by the continued suspension of most international travel."
75,"After a strong rebound in the third quarter, foreign economic growth appeared to slow sharply in recent months."
76,"The resurgence of coronavirus infections in Europe and Canada prompted governments to reintroduce social-distancing restrictions, leading to a fall in measures of mobility and services activity."
77,"Even so, with restrictions less severe and more targeted than in the spring, the hit to economic activity looked to be more limited."
78,Economic growth appeared to hold up better in several emerging Asian economies.
79,"In these economies, effective virus control was supporting domestic demand, while strong external demand boosted exports."
80,Inflationary pressures remained subdued in most foreign economies amid substantial economic slack.
