,sentence
0," (SOMA) reported on developments in domestic and foreign financial markets since the Committee met on September 21, 2010."
1,"He also reported on System open market operations, including the continuing reinvestment into longer-term Treasury securities of principal payments received on the SOMA's holdings of agency debt and agency-guaranteed mortgage-backed securities (MBS)."
2,"The Open Market Desk at the Federal Reserve Bank of New York purchased a total of about $65 billion of Treasury securities since the Committee decided, on August 10, to begin reinvesting such principal payments."
3,"Purchases were concentrated in nominal Treasury securities with maturities of 2 to 10 years, though some shorter-term and some longer-term securities were purchased along with some Treasury inflation-protected securities (TIPS)."
4,"Over the intermeeting period, the Desk also conducted a number of small-value tri-party reverse repurchase operations with the primary dealers and with money market mutual funds that have been accepted as counterparties for such operations; these transactions, which the Desk conducted to ensure continuing operational and systems readiness, used Treasury securities, agency debt, and agency-guaranteed MBS as collateral."
5,"In addition, the Federal Reserve conducted another small-value auction of term deposits to ensure the continued operational readiness of the term deposit facility and to increase the familiarity of eligible depository institutions with the auction procedures."
6,There were no open market operations in foreign currencies for the System's account over the intermeeting period.
7,"By unanimous vote, the Committee ratified the Desk's transactions over the intermeeting period."
8,The Manager described the tentative plans the Desk had prepared for implementing a possible Committee decision to expand further the System's holdings of longer-term Treasury securities.
9,"Purchases would continue to be concentrated in nominal Treasury securities with remaining maturities between 2 and 10 years, with some purchases of shorter- and longer-term securities and of TIPS; with this maturity distribution, newly purchased securities would be expected to have an average duration of 5 to 6 years, essentially the same as the average duration of the System's existing holdings of Treasury securities."
10,"The Desk planned to publish additional information about its transactions to increase the transparency of, and encourage wider participation in, future purchase operations."
11,"The Desk judged that if it continued reinvesting principal payments from the Federal Reserve System's holdings of agency debt and agency MBS in longer-term Treasury securities, then it could purchase additional longer-term Treasury securities at a pace of about $75 billion per month while avoiding disruptions in market functioning."
12,"The Manager indicated that implementing a sizable increase in the System's holdings of Treasury securities most effectively likely would entail a temporary relaxation of the 35 percent per-issue limit on SOMA holdings under which the Desk had been operating; whether, and to what extent, the System's holdings of some issues would exceed 35 percent would depend on the specific securities that dealers choose to offer at future auctions."
13,"Finally, the Manager summarized the implications for the Federal Reserve's balance sheet and income statement of alternative decisions that the Committee might make about the size and maturity distribution of the SOMA's securities holdings."
14,"Participants discussed the Desk's tentative operational plans; they also discussed the potential effects of an expansion of the System's holdings of longer-term securities on financial markets and institutions and on the economy, and the channels through which those effects could occur."
15,"Staff Review of the Economic Situation The information reviewed at the November 2-3 meeting indicated that the economic recovery proceeded at a modest rate in recent months, with only a gradual improvement in labor market conditions, and was accompanied by a continued low rate of inflation."
16,"Consumer spending, business investment in equipment and software, and exports posted further gains in the third quarter, and nonfarm inventory investment stepped up."
17,"But construction activity in both the residential and nonresidential sectors remained depressed, and a significant portion of the rise in domestic demand was again met by imports."
18,"U. S. industrial production slowed noticeably in August and September, hiring at private businesses remained modest, and the unemployment rate stayed elevated."
19,"Headline consumer price inflation was subdued in recent months, despite a rise in energy prices, as core consumer price inflation trended lower."
20,Private businesses continued to increase their demand for labor only modestly.
21,"In September, private nonfarm payroll employment remained on a gradual uptrend, and the average workweek of all private-sector employees was unchanged for a third month."
22,"In addition, the number of individuals working part time for economic reasons moved back up for a second month, and the available measures of job openings and hiring were still low."
23,The unemployment rate remained at 9.
24,"6 percent in September, leaving the average rate for the third quarter only slightly below its average over the first half of the year."
25,Long-duration unemployment continued to recede somewhat but was still very high.
26,"Indicators of layoffs remained elevated, although initial claims for unemployment insurance drifted down a little during October."
27,The labor force participation rate in September was unchanged at a level lower than earlier in the year.
28,"After rising rapidly from mid-2009 to mid-2010, industrial production decelerated in August and edged down in September."
29,"In the manufacturing sector, output gains across a wide range of industries were smaller in recent months, and capacity utilization leveled off at a rate still well below its longer-run average."
30,"Production of motor vehicles picked up during the third quarter as automakers replenished dealers' stocks, but motor vehicle assemblies were scheduled to drop back in coming months."
31,"More broadly, October surveys of new orders received by manufacturers suggested that demand for factory goods had continued to increase."
32,Real personal consumption expenditures (PCE) rose at a moderate rate in the third quarter.
33,Rising equity prices likely resulted in some further improvement in net worth over the same period.
34,"However, real disposable personal income, which rose strongly in the first half of the year, increased only slightly in the third quarter."
35,"As a result, the personal saving rate dropped back somewhat in the third quarter, although it remained near the high levels that have prevailed since late 2008."
36,"Bank lending standards were still relatively tight, and household borrowing remained low."
37,Surveys taken in September and October indicated that consumers were slightly more pessimistic about the economic outlook than earlier in the year.
38,Activity in the housing market remained exceptionally weak.
39,"Although sales of new and existing homes turned up in August and September, the still-low level of demand suggested that the payback for the earlier boost to sales from the homebuyer tax credit had not yet faded."
40,"Moreover, despite further declines in mortgage interest rates in recent months, other factors continued to restrain housing demand, including consumer pessimism about the outlook for jobs and income, the depressed rate of household formation, and tight underwriting standards for mortgages."
41,"In addition, the moratoriums recently announced by some banks on the sale of properties they had seized in foreclosures were likely to damp home sales further in the near term."
42,"Starts of new single-family houses rose somewhat in August and September, but the pace of construction was still noticeably below the already-depressed level of the preceding year."
43,"New homebuilding appeared to be weighed down by the backlog of unsold existing homes and tight lending conditions for acquisition, development, and construction loans."
44,"After a very strong increase in the first half of the year, business investment in equipment and software posted a smaller, but still solid, gain in the third quarter."
45,Nominal shipments of nondefense capital goods from domestic manufacturers remained on a moderate uptrend through September.
46,But rising demand for equipment and software during the third quarter was also satisfied in part by a further rise in imports of capital goods.
47,Near-term indicators of business spending on equipment and software were generally positive.
48,"New orders for nondefense capital goods, excluding aircraft, continued to outpace shipments through September."
49,"Credit conditions improved further in the third quarter, particularly for larger firms with access to the capital markets."
50,"Financing flows to smaller firms, which are more dependent on banks, were more subdued."
51,Real nonfarm inventory investment was estimated to have picked up during the third quarter.
52,"Rebuilding of dealers' stocks of motor vehicles accounted for part of the step-up, but some of it likely reflected another large increase in imports."
53,"In August, inventory-to-sales ratios for most industries remained well below their previous peaks."
54,Surveys of purchasing managers in September and October indicated that most did not perceive their customers' inventories to be too high.
55,Business investment in nonresidential structures was about flat in the third quarter as another strong increase in spending for drilling and mining structures offset further declines in outlays on commercial and industrial buildings.
56,Consumer price inflation remained low in recent months.
57,The total PCE price index increased slightly in September as consumer energy prices moved up noticeably for a third month.
58,"The core PCE price index was unchanged in September, and the 12-month increase in this index continued to trend down."
59,"At earlier stages of processing, the rise in producer prices for intermediate materials remained moderate in September, but prices of globally traded industrial and agricultural commodities accelerated considerably in October, reflecting in part the lower foreign exchange value of the dollar as well as concerns about supply for certain commodities."
60,"In September and October, survey measures of households' short- and long-term expectations for inflation remained in the ranges that have prevailed since the spring of 2009."
61,Labor compensation rose at a moderate rate in the third quarter.
62,"Private-sector wage increases, as measured by both average hourly earnings of all employees and the employment cost index (ECI), remained subdued."
63,"However, according to the ECI, employer benefit costs accelerated this year after posting a very small increase in 2009."
64,"The U. S. international trade deficit widened in August, after narrowing in July, as a modest increase in nominal exports was more than offset by a strong increase in imports."
65,"Following widespread declines in July, most major categories of imports rebounded in August, with imports of consumer goods and capital goods exhibiting particular strength."
66,"Imports of petroleum products also increased substantially, reflecting both higher volumes and higher prices."
67,"The increase in exports was concentrated in agricultural goods, partly boosted by rising prices, and in services; most other major categories either declined or were flat."
68,Recent indicators of foreign economic activity suggested that growth abroad had slowed appreciably after midyear.
69,"Following an unsustainably high rate of expansion in the second quarter, growth of real gross domestic product (GDP) in the emerging market economies appeared to have slowed markedly, notwithstanding an apparent acceleration in economic activity in China."
70,Real GDP growth apparently moderated in the advanced foreign economies as well.
71,"In the euro area, industrial production rose sharply in August, but purchasing managers indexes moved down in recent months."
72,"The German economy continued to perform strongly, while recent data showed weakness in the peripheral euro-area countries."
73,"A reacceleration of food and energy prices helped push up inflation abroad, albeit generally to still-moderate levels, in the third quarter."
74,Staff Review of the Financial Situation The decision by the Federal Open Market Committee (FOMC) at its September meeting to maintain the 0 to 1/4 percent target range for the federal funds rate was widely anticipated.
75,"However, yields declined as market participants reportedly interpreted the language of the accompanying statement to imply higher odds of additional asset purchases and a longer period of exceptionally low short-term interest rates."
76,Investors took particular note of the statement's indication that inflation was below the levels consistent with the FOMC's dual mandate for maximum employment and price stability.
77,"In the weeks following the FOMC meeting, Federal Reserve communications, along with economic data releases that continued to point to a tepid economic outlook, appeared to reinforce market expectations that additional policy accommodation would be forthcoming in the near term."
78,"Yields on nominal Treasury coupon securities and those on TIPS declined, on net, over the intermeeting period, largely in response to Federal Reserve communications and somewhat weaker-than-expected economic data releases."
79,"Five-year inflation compensation increased over the intermeeting period, and forward inflation compensation 5 to 10 years ahead also rose."
80,Anecdotal reports pointed to the increased likelihood of additional asset purchases by the Federal Reserve and to FOMC communications noting that the Committee viewed underlying inflation as somewhat below the levels judged to be most consistent with the Committee's dual mandate as factors contributing to lower yields and to the increase in inflation compensation over the period.
81,"Yields on investment- and speculative-grade corporate bonds declined somewhat more than those on comparable-maturity Treasury securities, leaving risk spreads slightly lower."
82,"In the secondary market for syndicated leveraged loans, prices of loans continued to move up and bid-asked spreads narrowed a bit further."
83,Conditions in short-term funding markets were generally stable over the intermeeting period.
84,"In dollar funding markets, spreads of term London interbank offered rates (or Libor) over those on overnight index swaps edged up but remained at levels similar to those observed prior to the emergence of euro-area concerns earlier this year."
85,Spreads on unsecured financial commercial paper and on asset-backed commercial paper remained low.
86,Rates on repurchase agreements (repos) involving various types of collateral were little changed on net.
87,Bid-asked spreads in most repo transactions generally declined while changes in haircuts on different types of repo collateral were mixed.
88,"Broad U. S. stock price indexes rose, on balance, over the intermeeting period, reflecting investor expectations of further monetary policy accommodation and better-than-expected third-quarter earnings news; option-implied volatility on the S&P 500 index was little changed."
89,The spread between the staff's estimate of the expected real return on equities over the next 10 years and an estimate of the expected real return on a 10-year Treasury note--a rough measure of the equity risk premium--narrowed a bit but remained at an elevated level.
90,Bank stocks generally underperformed the broader market amid concerns about the handling of mortgage foreclosure documents and possible lack of compliance with securitization agreements.
91,"Net debt financing by U. S. nonfinancial corporations was very strong in September, with sizable gross corporate bond issuance across the credit spectrum and a substantial increase in commercial paper outstanding, but data for October pointed to a moderation in these flows."
92,Issuance of syndicated leveraged loans in the third quarter remained near the average pace recorded in the first half of the year.
93,Measures of the credit quality of nonfinancial corporations remained solid.
94,The pace of gross public equity issuance from seasoned and initial public offerings by nonfinancial firms remained moderate in September and appeared to slow in October.
95,Commercial real estate markets remained strained.
96,"Commercial mortgage debt in the third quarter was estimated to have declined at a rate similar to the drop in the second quarter, and the delinquency rate for securitized commercial mortgages continued to climb in September."
97,"However, some signals offered modest encouragement."
98,"In particular, vacancy rates for commercial buildings stabilized in the third quarter, and the pipeline of new commercial mortgage-backed securities picked up a bit from very low levels."
