,sentence
0, reported on recent developments in foreign exchange markets.
1,There were no open market operations in foreign currencies for the System's account in the period since the previous meeting.
2,The Manager also reported on developments in domestic financial markets and on System open market operations in government securities and federal agency obligations during the period since the previous meeting.
3,"By unanimous vote, the Committee ratified these transactions."
4,"The information reviewed at the January meeting, which included the advance data on the national income and product accounts for the fourth quarter, indicated that economic activity had decelerated sharply in recent months."
5,"The contraction in homebuilding intensified in the fourth quarter, the growth in consumer spending slowed, and survey measures of both consumer and business sentiment were at low levels."
6,"In addition, industrial production contracted in the fourth quarter."
7,"Conditions in the labor market deteriorated noticeably, with private payroll employment posting a small decline in December and the unemployment rate rising."
8,"Readings on both headline and core inflation increased in recent months, although the twelve-month change in prices of core personal consumption expenditures in December was about the same as its year-earlier value."
9,"On average, private nonfarm payroll employment in November and December rose at only about half of the average pace seen from July to October."
10,"Over 2007 as a whole, the deterioration in labor demand was most pronounced in the construction and financial activities industries, which had been hardest hit by the difficulties in the housing and mortgage markets."
11,"Manufacturing employment declined yet again in December, while the decrease in employment in retail trade nearly reversed the sizable increase in that sector recorded in November."
12,Aggregate hours of production or nonsupervisory workers were unchanged in December.
13,The unemployment rate rose to 5.
14,0 percent in December after having been at or near 4.
15,7 percent since September.
16,"Industrial production declined in the fourth quarter, as a drag from motor vehicles and construction-related industries more than offset a positive contribution from other industries."
17,"Output in high-tech industries moderated in the fourth quarter, largely because of a deceleration in production of computers and semiconductors."
18,"Utilities output climbed for a second consecutive quarter, and mining output was boosted by increases in natural gas extraction and in crude oil."
19,"The rise in real consumer spending moderated in the fourth quarter, with outlays on non-auto consumer goods increasing weakly."
20,"Spending on services rose solidly in November (the most recent month available), led by energy services and commissions paid to stockbrokers, but warmer-than-usual temperatures in December likely damped expenditures for energy services in that month."
21,Sales of light motor vehicles were moderate during the fourth quarter.
22,"Real disposable personal income was little changed in the fourth quarter, held down by higher consumer energy prices."
23,"Also, the wealth-to-income ratio ticked down in the third quarter, and appeared likely to decline again in the fourth quarter, as equity prices had fallen since the end of the third quarter and available indicators pointed to continued declines in house prices in the fourth quarter."
24,"In December, readings on consumer sentiment remained at relatively low levels by historical standards."
25,Both single-family housing starts and permit issuance fell in December.
26,"Meanwhile, multifamily housing starts plunged in December, but permit issuance pointed to a rebound in multifamily starts in the near term."
27,"New home sales dropped in November and December after having held relatively steady since August, keeping inventories of unsold homes at elevated levels."
28,"Sales of existing homes also moved down in December but, on balance, had declined less in recent months than sales of new homes."
29,Demand for housing through the end of 2007 likely continued to be restrained by tight financing conditions for jumbo and nonprime mortgages.
30,Real spending on equipment and software rose at a sluggish rate in the fourth quarter after having posted a solid increase in the third quarter.
31,Sales of medium and heavy trucks edged up after falling to a four-year low.
32,Spending on high-tech capital goods increased at a moderate pace over the second half of last year.
33,"Outside of the transportation and high-tech sectors, spending on equipment appeared to have declined last quarter after having posted sizable gains over the summer."
34,"Orders and shipments rose somewhat in the fourth quarter, but imports in the first two months of the quarter were below their average in the third quarter."
35,Nonresidential construction remained vigorous in the fourth quarter.
36,"However, indicators of future spending in this sector pointed to a slowdown in coming months, with a decline in architectural billings, a rise in retail-sector vacancy rates, and survey reports that contractors were experiencing more difficulty in obtaining funding."
37,"More generally, surveys of business conditions and sentiment deteriorated and suggested that capital spending would be reduced in the near term."
