,sentence
0, reported on recent developments in foreign exchange markets.
1,There were no open market operations in foreign currencies for the System's account in the period since the previous meeting.
2,The Manager also reported on developments in domestic financial markets and on System open market operations in government securities and federal agency obligations during the period since the previous meeting.
3,"By unanimous vote, the Committee ratified these transactions."
4,"In the discussion of System open market operations over the period, it was noted that reserve management had become more complex as a result of the large provision of reserves associated with the recent expansion of the Federal Reserve's liquidity facilities; in particular, the effective federal funds rate had been persistently below the FOMC's target."
5,"While the payment of interest on reserves seemed to be helpful in mitigating downward pressure on the funds rate, a number of institutions evidently were willing to sell funds at interest rates below that paid on excess reserve balances."
6,Anecdotal reports suggested that this was particularly the case for those institutions that are not eligible to receive interest on the balances they maintain at the Federal Reserve.
7,"Going forward, however, the interest rate on excess reserve balances could be adjusted, and it might establish a more effective floor on the federal funds rate over time as more depository institutions revise their strategies in the federal funds market in light of the payment of interest on reserves."
8,"In view of a further widening in financial market strains internationally, the Committee considered proposals to establish temporary reciprocal currency (""swap"") arrangements with several additional foreign central banks."
9,"Members unanimously approved the following resolution, which effectively permitted the Foreign Currency Subcommittee to establish a swap line with the Reserve Bank of New Zealand."
10,"""The FOMC amends paragraph 1."
11,"A. of the Authorization for Foreign Currency Operations to include the New Zealand dollar in the list of foreign currencies in which the Federal Reserve Bank of New York may transact for the System Open Market Account. """
12,"Meeting participants also discussed a proposal to set up temporary liquidity-related swap arrangements with the central banks of Mexico, Brazil, Korea, and Singapore."
13,"In their remarks, participants focused on the outlook for complementarity between these swaps and the new short-term liquidity facility that the International Monetary Fund was considering; on the governance and structure of the swap lines; and on the particular countries included."
14,"Several participants pointed to the international reserves held by the countries and the importance of ensuring that these temporary swap lines, like the others that had been established during this period, be used only for the purposes intended."
15,"On balance, the Committee concluded that in current circumstances the swap arrangements with these four large and systemically important economies were appropriate, and it unanimously approved the following resolutions."
16,"""The FOMC directs the Federal Reserve Bank of New York to establish and maintain a reciprocal currency arrangement (""swap arrangement"") for the System Open Market Account with each of (i) the Banco Central do Brasil, (ii) the Bank of Korea, (ii) the Banco de Mexico, and (iv) the Monetary Authority of Singapore."
17,Each such swap arrangement would be for an aggregate amount not to exceed $30 billion.
18,Drawings under the arrangement require approval.
19,"Unless extended by the Committee, each such swap arrangement shall expire on April 30, 2009."
20,The FOMC amends paragraph 1.
21,"A. of the Authorization for Foreign Currency Operations to include the Brazilian real, the Korean won, and the Singapore dollar in the list of foreign currencies in which the Federal Reserve Bank of New York may transact for the System Open Market Account."
22,"The FOMC delegates to the Foreign Currency Subcommittee the authority to approve individual drawing requests of up to $5 billion under each of the aforementioned swap arrangements with the Banco Central do Brasil, the Bank of Korea, the Banco de Mexico, and the Monetary Authority of Singapore. """
23,A number of adverse financial developments influenced economic and financial market conditions over the intermeeting period.
24,Lehman Brothers Holdings had filed for bankruptcy the day before the meeting of the Committee in September.
25,"In large part because of losses on Lehman debt, the net asset value of a major money market mutual fund fell below $1 per share, spurring a substantial outflow from money market mutual funds and straining their liquidity."
26,"The rapid deterioration of American International Group, Inc. (AIG), and Wachovia Corporation, along with the closing of Washington Mutual, led to intensified market concerns about the condition of financial institutions."
27,"In this environment, investors pulled back from risk-taking, funding markets for terms beyond overnight largely ceased to function at times, credit risk spreads rose sharply, and equity prices registered steep declines."
