,sentence
0,"""* Introduction* Marvin Goodfriend answers the question in his title with a ""yes"" and, in the process, has provided us with an excellent foundation for a discussion of inflation targeting in the United States."
1,I completely agree with the fundamental premise that low inflation is an indispensable long-run focus of the central bank.
2,"Low and stable rates of inflation allow economies to function more effectively, and having inflation expectations anchored facilitates countercyclical monetary policy and improves the trade-off between output and inflation that policymakers face."
3,"For the most part, in a regime of flexible exchange rates, the trend of prices over the long run should be under the control of the central bank, and exercising that control to achieve something approximating price stability over time is the way the central bank can best contribute to the long-run prosperity of its economy."
4,I have no quarrel with the overall arc of his story.1 The rise of inflation from the mid-1960s through the 1970s was highly damaging to the performance of the U.S. economy and could have been stopped and reversed much earlier than it was by a determined monetary policy better focused on price stability.
5,"The restoration of price stability has taken time and entailed considerable cost to output in the 1979-82 period and, perhaps, some constraint on policy flexibility thereafter."
6,"A number of factors have contributed to the reestablishment of price stability, but surely an essential ingredient has been the attention that the Federal Reserve has paid to long-run trends in inflation and inflation expectations since 1979."
7,We are better off now that price stability has been restored and economic agents expect inflation to stay low and stable.
8,"Marvin argues that to extend this successful policy record the United States should adopt an explicit, numerical target range for inflation and the Federal Reserve should strive to keep inflation in or near that range.2 However, in my opinion, adopting such an inflation target would not be an effective means for locking in past policy practices."
9,"I do not believe that inflation targeting, in any meaningful sense of that term, describes what the Federal Reserve has been doing over the last twenty years, or even in recent years, when Marvin claims that policy has evolved into ""implicit"" inflation targeting."
10,"Instead, the success of U.S. monetary policy has in large part derived from its ability to adapt to changing conditions--a flexibility that likely has benefited from the absence of an inflation target."
11,"Nonetheless, the U.S. economy has enjoyed most of the benefits ascribed to inflation targeting in terms of anchoring inflation expectations as well as inflation itself."
12,"It is the focus on long-term price stability that has fostered these benefits, and I believe that this focus will not be at risk with a change in personnel at the Federal Reserve."
13,"Considering these points, I am skeptical that for the United States the potential benefits of changing to a regime of inflation targeting would outweigh its possible costs."
14,The Federal Reserve has not been practicing inflation targeting.
15,One difficulty in assessing whether the United States has been practicing inflation targeting is in defining the term.
16,"For more than 20 years, the Federal Reserve has conducted policy with one eye on fostering long-run price stability over time."
17,"The law specifies price stability as one of the Federal Reserve's long-term objectives; its importance to economic performance has been supported by theory and experience; and hence achieving this objective has been a key influence, together with promoting maximum sustainable output, on monetary policy actions."
18,"The Federal Reserve has stated publicly many times that it considers long-run price stability both its unique responsibility and the way it can contribute to maximum growth and employment over time.3 Although some might view this policy approach as inflation targeting, this would be a very weak definition."
19,"I believe that inflation targeting, as commonly understood and recommended, involves more substance and constraint than this allegiance to achieving price stability over the long run."
20,"As Marvin's discussion suggests, there are two key elements in inflation targeting."
21,"First is the announcement of an explicit, numerical inflation target."
22,The second element is a priority for price stability in monetary policy.
23,"Such a priority usually implies a presumption that the central bank should act to keep inflation at the target (or in the range) within some time horizon--that is, that the central bank would not deliberately allow inflation to deviate from the target and would return it to the target promptly if shocks pushed it away."
24,I recognize that flexible inflation-targeting frameworks can be derived from structures that minimize the variability of output around potential as well as inflation around its target.
25,But inflation targeting is not usually framed that way in practice.
26,"In inflation-targeting countries, either the central bank law or the agreement between the central bank and the government usually is stated so that inflation is expected to be held at the target."
27,"To be sure, inflation targeting has not meant that countries have ignored output fluctuations."
28,"In many circumstances, especially in response to demand shocks, no conflict exists between stabilizing inflation around its objective and stabilizing output around potential."
29,"And some deviations from target, of course, are inevitable and permitted; indeed, inflation targeting has become more flexible over time in many countries."
30,"But in practice, the presumption still is that the numerical goal will be hit consistently, with the burden of proof on any deviations--and that presumption must be part of the mindset of the policymaker; in most inflation-targeting countries the periodic reports of the central banks are called inflation reports, not inflation and output variability reports."
31,Inflation targeting is usually accompanied by elements of accountability linked directly to the inflation target--and to that target alone--and that shapes much of the transparency associated with this framework.
32,The Federal Reserve is not an inflation targeter in the obvious sense that it has not had an announced inflation target.
33,"Nonetheless, it is interesting to ask whether the Federal Reserve has been an ""implicit inflation targeter,"" as Marvin and others have asserted."
34,"That is, has Federal Reserve policy been consistent with the second aspect of the definition above--a priority for placing inflation at its ""implicit"" target and keeping it there?"
35,"Over this period, inflation remained above most definitions of price stability, and the Federal Reserve was not actively seeking to reduce it."
36,"This can be seen by the FOMC's forecasts for inflation reported in the semiannual Monetary Policy Report to the Congress, shown in figure 1 (3 KB PDF)."
37,"Inflation forecasts for the subsequent year were mostly at or above those for the current year, even though inflation was running well in excess of any reasonable notion of price stability."
38,"An inflation-targeting central bank presumably would have been setting policy so that inflation forecasts were moving toward the ""implicit"" price stability target."
