,sentence
0,"This is a personal statement; I am not speaking for my current colleagues on the Federal Open Market Committee (FOMC) or the many others with whom I have served over these many years.1 * * * The tightening of monetary policy by the Federal Reserve in 1979, then led by my predecessor Paul Volcker, ultimately broke the back of price acceleration in the United States, ushering in a two-decade long decline in inflation that eventually brought us to the current state of price stability."
1,"The fall in inflation over this period has been global in scope, and arguably beyond the expectations of even the most optimistic inflation fighters."
2,I have little doubt that an unrelenting focus of monetary policy on achieving price stability has been the principal contributor to disinflation.
3,"Indeed, the notion, advanced by Milton Friedman more than thirty years ago, that inflation is everywhere and always a monetary phenomenon is no longer a controversial proposition in the profession."
4,But the size and geographic extent of the decline in inflation raises the question of whether other forces have been at work as well.
5,"I am increasingly of the view that, at a minimum, monetary policy in the last two decades has been operating in an environment particularly conducive to the pursuit of price stability."
6,"The principal features of this environment included (1) increased political support for stable prices, which was the consequence of, and reaction to, the unprecedented peacetime inflation in the 1970s, (2) globalization, which unleashed powerful new forces of competition, and (3) an acceleration of productivity, which at least for a time held down cost pressures."
7,"But as we lived through it, there was much uncertainty about the evolving structure of the economy and about the influence of monetary policy."
8,"Despite those uncertainties, the trauma of the 1970s was still so vivid throughout the 1980s that preventing a return to accelerating prices was the unvarying focus of our efforts during those years."
9,"In recognition of the lag in monetary policy's impact on economic activity, a preemptive response to the potential for building inflationary pressures was made an important feature of policy."
10,"* * * After an almost uninterrupted stint of easing from the summer of 1984 through the spring of 1987, the Fed again began to lean against increasing inflationary pressures, which were in part the indirect result of rapidly rising stock prices."
11,The concern over the possible fallout on economic activity from so sharp a stock price decline kept us easing into early 1988.
12,"However, the weakening of demand already under way, some pullback of credit by lenders, and the spike in oil prices associated with Iraq's invasion of Kuwait were sufficient to produce a marked contraction of activity in the fall of 1990."
13,"Those headwinds were primarily generated by the constriction of credit in response to major losses at banks, associated with real-estate and foreign lending, coupled with a crisis in the savings and loan industry that had its origins in a serious maturity mismatch as interest rates rose."
14,"The uptilt to the term structure of interest rates in a generally low interest rate environment restored bank profitability and, eventually, bank capital."
15,"By early 1994, as the headwinds of financial restraint abated, it became clear that underlying price pressures were again building."
16,The resulting rise in the funds rate of 300 basis points over twelve months apparently defused those nascent inflationary pressures.
17,"Though economic activity hesitated in early 1995, it soon steadied, confirming the achievement of a historically elusive soft landing."
18,One was the expectation that inflation could be controlled over the business cycle and that price stability was an achievable objective.
19,"The second expectation, in part a consequence of more stable inflation, was that overall economic volatility had been reduced and would likely remain lower than it had previously."
20,"In particular, the prospect that a necessary cyclical adjustment was now behind us fostered increasing levels of optimism, which were manifested in a fall in bond risk spreads and a rise in stock prices."
21,"The associated decline in the cost of equity capital further spurred already developing increases in capital investment and productivity growth, both of which broadened impressively in the latter part of the 1990s."
22,"The rise in structural productivity growth was not obvious in the official data on gross product per hour worked until later in the decade, but precursors had emerged earlier."
23,"Moreover, even though hourly labor compensation and profit margins were rising, prices were being contained, implying increasing growth in output per hour.2 As a consequence of the improving trend in structural productivity growth that was apparent from 1995 forward, we at the Fed were able to be much more accommodative to the rise in economic growth than our past experiences would have deemed prudent."
24,Those views were reinforced as inflation continued to fall in the context of a declining unemployment rate that by 2000 had dipped below 4 percent in the United States for the first time in three decades.
25,Notions that prevailed for a time in the 1970s and early 1980s that even high single-digit inflation did not measurably impede economic growth were gradually abandoned as the evidence of significant benefits of low inflation became increasingly persuasive.
26,"Moreover, the variance of GDP growth markedly lessened as inflation tumbled from its double-digit high in the early 1980s."
27,Our goal of price stability was achieved by most analysts' definition by mid-2003.
28,"Throughout the period, a key objective has been to ensure that our response to incipient changes in inflation was forceful enough."
29,"As John Taylor has emphasized, in the face of an incipient increase in inflation, nominal interest rates must move up more than one-for-one.3 * * * Perhaps the greatest irony of the past decade is that the gradually unfolding success against inflation may well have contributed to the stock price bubble of the latter part of the 1990s.4 Looking back on those years, it is evident that technology-driven increases in productivity growth imparted significant upward momentum to expectations of earnings growth and, accordingly, to stock prices.5 At the same time, an environment of increasing macroeconomic stability reduced perceptions of risk."
30,"The sharp rise in stock prices and their subsequent fall were, thus, an especial challenge to the Federal Reserve."
31,"In fact, our experience over the past two decades suggests that a moderate monetary tightening that deflates stock prices without substantial effect on economic activity has often been associated with subsequent increases in the level of stock prices.6 Arguably, markets that pass that type of stress test are presumed particularly resilient."
32,We were able to be unusually aggressive in the initial stages of the recession of 2001 because both inflation and inflation expectations were low and stable.
33,"We thought we needed to be, and could be, forceful in 2002 and 2003 as well because, with demand weak, inflation risks had become two-sided for the first time in forty years."
