,sentence
0,"Indeed, in the presentation of its twice yearly Monetary Policy Report to the Congress, the Federal Reserve Board reports the projections of Federal Open Market Committee participants regarding core PCE inflation, not headline inflation, the latter of which includes all items in the price index."
1,"Here in Canada, unlike in the United States, the central bank maintains an explicit inflation target."
2,"The Bank of Canada states its target in terms of the headline consumer price index, and although this choice of inflation measure contrasts with the Federal Reserve's preferred index, the difference is not nearly as great as it appears on the surface."
3,"In fact, the Bank of Canada monitors a number of inflation measures and uses core inflation as an ""operational guide"" in coming to its monetary policy decisions and discussing these decisions with the public."
4,Does it make sense for a central bank to concentrate on core inflation?
5,"After all, households almost daily pay for energy and food itemsâ€‘â€‘which are excluded from the most prominent measures of core inflationâ€‘â€‘when they fill up their cars at gas stations or visit a grocery store."
6,"A focus on core inflation, which excludes these items, might be viewed as indicating that monetary policy makers are out of touch with what consumers really care about."
7,Wouldn't it be better for monetary policy authorities to focus on headline inflation so that they include food and energy in their monitoring of consumer price inflation?
8,"It does indeed make sense for central banks to emphasize headline inflation when determining the appropriate stance of monetary policy over the medium run, but policymakers also are right to emphasize core inflation when deciding how to adjust policy from meeting to meeting."
9,"Because what central bankers are truly concerned withâ€‘â€‘both for the purposes of internal deliberations and for communications with the publicâ€‘â€‘is the underlying rate of inflation going forward, and core inflation can be a useful proxy for that rate."
10,"Thus, focusing on core inflation can help prevent a central bank from responding too strongly to transitory movements in inflation."
11,"Why Monetary Policy Should Focus on Core Inflation Because households care about the prices of all the items they buy, it clearly does not make sense to pretend that people do not eat or drive."
12,"Thus, I have no qualm in stating that controlling headline inflation, not core inflation, isâ€‘â€‘along with maintaining maximum sustainable employmentâ€‘â€‘the ultimate aim of monetary policy."
13,"Nonetheless, I will argue that it is still useful for monetary policy makers to focus on core inflation when deciding how to respond to incoming economic news."
14,"Although monetary policy is capable of controlling overall inflation in the long run, it does not have the ability to control relative price movements such as those for food and energy."
15,"When a cold snap freezes the Florida orange crop or a tropical storm hits the gasoline refineries along the Gulf Coast, monetary policy cannot reverse the resulting spikes in prices for fresh orange juice or for gasoline at the pump."
16,Temporary supply shocks such as these raise the prices of food and energy relative to other prices and can have substantial effects on inflation in the short run.
17,"By including all itemsâ€‘â€‘including particularly volatile items like food and energyâ€‘â€‘headline measures of inflation are inherently noisy and often do not reflect changes in the underlying rate of inflation, the rate at which headline inflation is likely to settle and that monetary policy can affect."
18,Measures of core inflation attempt to strip out or smooth volatile changes in particular prices to distinguish the inflation signal from the transitory noise.
19,"Thus, relative to changes in headline inflation measures, changes in core measures are much less likely to be reversed, provide a clearer picture of the underlying inflation pressures, and so serve as a better guide to where headline inflation itself is heading."
20,"Of course, if a particular shock to noncore prices is not temporary but, rather, turns out to be more persistent, then the higher costs are likely to put some upward pressure on core prices."
21,"However, research has shown that, over the past twenty-five years or more, headline inflation in the United States has tended to revert more strongly toward core inflation than core inflation has moved toward headline inflation.2 As that record suggests, core measures often are much better than headline indexes at providing a first approximation of the permanent changes to inflation."
22,"When headline inflation has an important transitory component, a focus on core measures can help avoid monetary policy mistakes."
23,"If the monetary authorities react to headline inflation numbers, they run the risk of responding to merely temporary fluctuations in inflation."
24,"We can think about this danger by considering a supply shock, that causes the relative price of energy to increase sharply, as in fact has happened over the past three years."
25,Let us suppose that we start out with both headline and core inflation at acceptably low levels.
26,"First, let's consider a supply shock that temporarily raises the price of energy by a large amount."
27,In this case headline inflation will rise well above its underlying trend as the price of energy rises but will soon fall well below its underlying trend as the price of energy falls back to its initial level.
28,"On average, inflation will remain unchanged without any monetary policy action."
29,"But a tightening of monetary policy in reaction to the rise in headline inflation would lead to a decline in employment and inflation; and because of the long lags between monetary policy actions and changes in economic activity, that decline would occur some time down the road, when inflation would more likely be at or below its underlying trend."
30,The outcome of such a policy would be a more pronounced fall in inflation with a decline in employment.
31,"Such a policy would be bad indeed because it would increase volatility in inflation and employment, which is the opposite of what a central bank should be trying to achieve as it seeks to promote price stability and maximum sustainable employment."
32,But what if a supply shock leads to a permanent shift in the relative price of energy?
33,"Indeed, almost all commentators characterize the current oil price shock that way, in part because they see the rise of new economic powers like China as adding to the demand for energy in the foreseeable future."
34,"Although in that case the rise in relative energy prices is not reversed, the rate of change in energy prices does not persist: Headline inflation will rise with the increase in energy prices, but once energy prices reach their permanently high level, headline inflation will revert to its underlying trend rate."
35,"Thus, as long as the permanent change in relative energy prices does not lead to a change in the underlying trend rate of inflationâ€‘â€‘a crucial assumptionâ€‘â€‘then headline inflation will come back down again."
36,"From a low near $30 per barrel in late 2003, the price of oil rose to $70 per barrel by the middle of 2006, and it has stayed high, with the current price more than $80."
37,"That move increased headline PCE inflation to the 4 percent level for a time, but it has since retreated to around 2 percent (figure 1)."
38,"Monetary policy clearly can do little about the first-round effects of a permanent rise in energy prices, which include both its direct impact on the energy component of overall consumer prices and the pass-through of higher energy costs into prices of non-energy goods and services."
39,But policy does have a critical role to play in determining the second-round effects associated with changes in the underlying trend rate of inflation.
40,"Such second-round effects are likely to be quite limited as long as the rise in the relative price of energy does not lead to a rise in long-run inflation expectations, as has largely been the case in the recent period (figure 1)."
41,"With such a commitment firmly established, monetary policy then does not need to respond as much to the temporary rise in headline inflation to stabilize inflation over the longer run."
42,"Under these circumstances, if monetary policy is tightened appreciably in the face of a surge in headline inflation, the policy would likely be excessively tight and lead to an unnecessary decline in employment."
43,"Because the point about headline inflation is so important, I would like to illustrate it further with simulations of FRB/US, the model of the U.S. economy created and maintained by the staff at the Federal Reserve Board."
44,"To keep the experiments as clean as possible, I assume that the economy begins at full employment and with both headline and core inflation at desired levels."
45,The economy is then assumed to experience a shock that raises the world price of oil about $30 per barrel over two years; the shock is assumed to slowly dissipate thereafter.
46,"In each of two scenarios, a Taylor rule is assumed to govern the response of the federal funds rate; the only difference between the two is that in one scenario the funds rate responds to core PCE inflation, while in the other it responds to headline PCE inflation.3 Figure 2 illustrates the results of these two scenarios."
47,"The federal funds rate jumps higher and faster when the central bank responds to headline inflation rather than to core inflation, as would be expected (top-left panel)."
48,"Likewise, responding to headline inflation pushes the unemployment rate markedly higher than otherwise in the early going (top-right panel), and produces an inflation rate that is slightly lower than otherwise, whether measured by core or headline indexes (bottom panels)."
49,"More important, even for a shock as persistent as this one, the policy response under headline inflation has to be unwound in the sense that the federal funds rate must drop substantially below baseline once the first-round effects of the shock drop out of the inflation data."
50,"Responding to headline inflation is therefore inappropriate because it generates extensive variability in the unemployment rateâ€‘â€‘variability that is much more subdued when policy responds to core inflation.4 Of course, the pitfalls associated with reacting to realized headline inflation, as illustrated by this simulation, are well understood."
51,"Accordingly, advocates of targeting headline inflation generally have in mind a strategy of responding to forecasts of headline inflationâ€‘â€‘forecasts that try to take account of inflation movements that are likely to be transitory."
52,"This is a further illustration of my basic point, namely, that it is important to distinguish between transitory and persistent inflation movements, and focusing on core inflation can help achieve that end.5 The focus on core instead of headline inflationâ€‘â€‘and clear communication with the public about that focusâ€‘â€‘can have another benefit: It may help anchor inflation expectations when headline inflation increases temporarily but core inflation remains essentially unchanged."
53,"If the public understands that the central bank is using core inflation in formulating monetary policy and trusts that the central bank is right to do so, the public will realize that the central bank does not need to respond aggressively to a surge in headline inflation to keep inflation under control."
54,"And, with core inflation stable, the public will be less likely to think that the central bank has weakened its commitment to a strong nominal anchor when it does not tighten monetary policy to stabilize headline inflation."
55,"The result is that inflation expectations are likely to remain anchored, which may lead to better outcomes not only on inflation but on employment as well, because the central bank will not have had to tighten monetary policy as much in response to the energy price shock."
