,sentence
0,"In my remarks today, I will review the considerable progress the economy has made toward the attainment of the two objectives that the Congress has assigned to the Federal Reserve--maximum employment and price stability."
1,"The upshot is that labor utilization is close to its estimated longer-run normal level, and we are closing in on our 2 percent inflation objective."
2,I will then discuss the prospects for adjusting monetary policy in the manner needed to sustain a strong job market while maintaining low and stable inflation.
3,"In 2016, job gains averaged about 180,000 per month, well above the pace of 75,000 to 125,000 per month that is probably consistent with keeping the unemployment rate stable over the longer run.1 The unemployment rate is now close to estimates of its longer-run normal level, and other measures of labor utilization have improved appreciably."
4,"As shown in figure 1, a broader measure of labor underutilization--the U-6 measure, which includes not only the unemployed but also people working part time who would like full-time employment and those who would like a job but are not actively looking--has retraced nearly all of the steep run-up that occurred as a result of the recession.2 Other indicators also support the view that the labor market has largely recovered from the severe downturn that occurred in the wake of the financial crisis."
5,"Of course, both the labor force participation rate and the employment-to-population ratio are still much lower than they were a decade ago."
6,"But the cyclical element in these declines looks to have largely disappeared, and what is left seems to mostly reflect the aging of the population and other secular trends.3 Based on this array of labor market indicators, I judge labor utilization to be reasonably close to its normal longer-run level while also recognizing that estimates of the sustainable levels of the unemployment rate and the employment-to-population ratio are inherently imprecise.4 In the coming months, I expect some further strengthening in labor market conditions as the economy continues to expand at a moderate pace--a view that is shared by most of my colleagues on the Federal Open Market Committee (FOMC).5 Overall economic growth has been driven by consumer spending, which has been bolstered by substantial gains in household income and wealth."
7,"But recent readings on business sentiment and new orders for equipment are consistent with the view that capital spending will likely strengthen modestly this year; another positive factor is that oil drilling, which plummeted after oil prices fell sharply back in late 2014, has recently begun to pick up."
8,"As we look to broader trends, gross domestic product (GDP) growth has been restrained in recent years by a variety of forces depressing both supply and demand, including slow labor force and productivity growth, weak growth abroad, and lingering headwinds from the financial crisis."
9,"Although I am cautiously optimistic that some of these forces will abate over time, I anticipate that they will continue to restrain overall growth over the medium term, likely holding down the level of interest rates consistent with stable labor market conditions."
10,"Turning to inflation, we are now much closer to the FOMC's 2 percent objective than we were just a year ago."
11,"Prices, as measured by the index for personal consumption expenditures (PCE), rose nearly 1-1/2 percent in the 12 months ending in November, as compared with only 1/2 percent during 2015."
12,"Moreover, core PCE inflation--a better indicator of the underlying inflation trend--picked up 1/4 percentage point, to a little over 1-1/2 percent."
13,This rise in inflation was anticipated and largely represents a fading of the effects of earlier declines in energy prices and the prices of non-energy imports.
14,"In addition, slack in labor and product markets is no longer placing downward pressure on inflation, in contrast to the situation only a few years ago when the unemployment rate was still quite elevated."
15,"Barring future major swings in oil prices and the foreign exchange value of the dollar, inflation is likely to move up to 2 percent over the next couple of years, aided by a strong labor market."
16,"In light of the progress that has been achieved toward our employment and inflation objectives and the Committee's assessment of the outlook, the FOMC raised the target range for the federal funds rate at its December meeting by 25 basis points, to between 50 and 75 basis points."
17,"The Committee judges, however, that the stance of monetary policy remains modestly accommodative, and so policy should support some further strengthening in labor market conditions and thus the return of inflation to our 2 percent goal."
18,"Maintaining Sustainable Growth in a Context of Price Stability With the unemployment rate near its longer-run normal level and likely to move a bit lower this year, a natural question is whether monetary policy has fallen behind the curve."
19,"As shown in figure 3, increases in average hourly earnings, the employment cost index, and compensation per hour remain subdued, picking up only modestly of late.6 Again, these data do not seem consistent with an overheated labor market."
20,"Most importantly, although core inflation is rising gradually from a low level, this increase mainly reflects the waning of the effects of earlier movements in the dollar, not upward pressure from resource utilization."
21,"Of course, even if the labor market is not overheated currently, one might worry that overheating could rapidly emerge as labor market conditions strengthen further, causing inflation to surge."
