,sentence
0,One of the foremost challenges has been forecasting productivity developments and their macroeconomic implications.
1,"As you know, productivity growth is the key source of higher living standards in the long run."
2,"But, of course, it also is an important influence shaping shorter-run economic developments as well as monetary policy decisions."
3,"Today I will talk about some of the forces that drive productivity growth, the macroeconomic implications of changes in the longer-run trend of productivity, and the prospects for productivity growth."
4,The revolution in information technology (IT) is commonly taken as the initiating force behind the acceleration in productivity seen since 1995.
5,"As I will describe in more detail, this interaction effect of IT with a flexible economy can help to explain why the IT revolution has produced higher productivity growth in the United States but not in many other industrialized economies."
6,"While it is important for policymakers to understand the sources of the productivity resurgence, it is also important for us to understand the macroeconomic implications."
7,"An often overlooked implication is that, all else equal, an increase in the growth rate of productivity will tend to put upward pressure on real interest rates."
8,"In particular, I believe one reason is that sound economic policies have created a more stable economic environment, and with that has come low and stable inflation and an ongoing desire by foreigners to invest in the United States to reap higher returns associated with higher productivity growth than may be available in their economies."
9,"At bottom, I expect that the flexibility of U.S. markets will continue to provide a nourishing environment for technological and process advances, and that very flexibility, along with sound monetary policy, will also allow the U.S. economy to enjoy the benefits of the evolving macroeconomic dynamics that accelerating productivity sets in motion."
10,"A Framework for Analyzing the Growth of Labor ProductivityA great success story for the American economy has been the resurgence of productivity growth that began around 1995.1 From 1973 to 1995, labor productivity in the nonfarm business sector increased at an annual rate of 1-1/2 percent."
11,(Labor productivity is defined in terms of output per hour of work in the economy.)
12,"In contrast, from 1995 to 2000, productivity accelerated to a 2-1/2 percent rate."
13,"Perhaps even more remarkably, despite a recession, the fall of the dot-com market, a broad stock market correction, terrorism, and corporate governance scandals, productivity has accelerated even further since 2000."
14,"Despite some slowing in the past few quarters, productivity in the nonfarm business sector has risen at an average annual rate of about 3 percent over the past 5-1/2 years."
15,"Many economists, including myself, use growth accounting as a framework for analyzing productivity developments."
16,"In its simplest terms, growth accounting decomposes the growth rate of labor productivity into two major components."
17,"One is the contribution to productivity growth that comes from giving workers more capital to work with, such as equipment or software; the standard term for this component is ""capital deepening."""
18,"The other major contribution comes from the growth of multifactor productivity--that is, the efficiency with which labor and capital are combined to create output.2 Multifactor productivity growth reflects such things as business process innovations--for example, enhanced supply-chain management techniques or more-effective retail store layouts; advancements in technology, such as the development of new-generation computer chips; or most any other type of improvement in the efficiency of a firmâ€™s operations."
