,sentence
0,"First, the Fed was not alone in underestimating the strength of inflation that revealed itself in late 2021."
1,Let me start by reminding everyone of two immutable facts about setting monetary policy in the United States.
2,"First, we have a dual mandate from the Congress: maximum employment and price stability."
3,"We said that we would ""aim to achieve inflation moderately above 2 percent for some time"" to ensure that it averages 2 percent over time and that inflation expectations stay anchored."
4,"My projection had inflation above 2 percent for 2021 and 2022, with unemployment close to my long-run estimate by the second half of 2022."
5,"In April 2021, I said the economy was ""ready to rip,"" and it did.1 I chose to look at the unemployment rate and job creation as the labor market indicators I would use to assess whether we had made ""substantial further progress."""
6,My projection was also based on the belief that the jump in inflation that occurred in March 2021 would be more persistent than many expected.
7,"With regard to future inflation, 13 participants projected inflation in 2022 would be at or below our 2 percent target."
8,"In the March 2021 SEP, no Committee member expected inflation to be over 3 percent for 2021."
9,"As I argued in a speech last December, this view was consistent with private-sector economic forecasts.2 When inflation broke loose in March 2021, even though I had expected it to run above 2 percent in 2021 and 2022, I never thought it would reach the very high levels we have seen in recent months."
10,"All the suspected drivers of this surge in inflation appeared to be temporary: the one-time stimulus from fiscal policy, supply chain shocks that previous experience indicated would ease soon, and a surge in demand for goods."
11,"In addition, we had very accommodative monetary policy that I believed would end in 2022."
12,"Over the summer of 2021, the labor market and other data related to economic activity came in as I expected, and so I argued publicly that we were rapidly approaching ""substantial further progress"" on the employment leg of our mandate."
13,"Also, unlike the March SEP, every Committee participant now expected inflation to be over 3 percent in 2021 and just five believed inflation would be at 2 percent or below in 2022."
14,"In addition, the vast majority of participants now saw risks associated with inflation weighted to the upside."
15,"Numerous participants said that new data indicated that tapering should begin sooner than anticipated.3 Thus, in June, after observing high inflation for only three months, the Committee was moving in a hawkish direction and was considering tapering sooner and pulling liftoff forward."
16,"At the July FOMC meeting, the minutes show that most participants believed that ""substantial further progress"" had been made on inflation but not employment.4 Tapering was not viewed as imminent by most participants."
17,"I considered this a punch in the gut and relevant to a decision on when to start tapering.6 Nevertheless, the September FOMC statement noted that the economy had made progress toward the Committee's goals and that, if progress continued, it would soon be time to taper.7 Up until October, monthly core personal consumption expenditures (PCE) inflation was actually slowing."
18,"So, up until the first week of October 2021, the story of high inflation being temporary was holding up, and the labor market improvements had slowed but were continuing."
19,"Based on the incoming data, the FOMC announced the start of tapering at its early November meeting.8 It was the October and November consumer price index (CPI) reports that showed that the deceleration of inflation from April to September was short lived and year-over-year inflation had topped 6 percent."
20,It became clear that the high inflation realizations were not as temporary as originally thought.
21,It was at this pointâ€”with a clearer picture of inflation and revised labor market data in handâ€”that the FOMC pivoted.
22,"These forecasts and forward guidance had a significant effect on raising market interest rates, even though we did nothing with our primary policy tool, the federal funds rate, in December 2021."
23,"In terms of missing on inflation, policymakers' projections looked very much like most of the public's."
24,"For example, as shown in table 1, the median SEP forecast for 2021 Q4/Q4 PCE inflation was very similar to the consensus from the Blue Chip, which is a compilation of private sector forecasts."
25,"In short, nearly everyone was behind the curve when it came to forecasting the magnitude and persistence of inflation."
26,"Second, as I mentioned, you cannot answer this question without taking a stand on the employment leg of our mandate."
27,Many of our critics tend to focus only on the inflation aspect of our mandate and ignore the employment leg of our mandate.
28,Two consecutive weak job reports didn't square with a rapidly falling unemployment rate.
29,"As shown in table 2, revisions to changes in payroll employment since late last summer have been quite substantial."
30,"From the original reports to the current estimate, the change in payroll employment has been revised up nearly 1.5 million."
31,"But no one knew, and that's the nature of making monetary policy in real time."
