,sentence
0,"As Laura requested several months ago, my topic this evening will be the ""new economy"" and more specifically the growth of labor productivity."
1,The answer--I submit--is not that the productivity of my fellow economists is low or that the economics profession has failed in a key mission.
2,"Rather, it is that the underlying sources of productivity growth are very complex."
3,"On the surface, the determinants of productivity growth might seem straightforward: factors such as technological progress, capital deepening, and the changing institutional structure of labor and product markets."
4,"Thus, before embarking on any serious discussion of productivity growth, one must recognize the very difficult measurement challenges that we face."
5,"But if we are consistent in our methods, I believe both our aggregate statistics and also microeconomic studies of productivity growth at the firm and industry level can yield important insights."
6,"With that caveat about productivity measurement aside, let me state right from the outset of this lecture that I continue to be cautiously optimistic about productivity growth in the United States."
7,"Based on my reading of the data and my understanding of numerous business case studies, I believe that trend labor productivity in the United States accelerated in the mid-1990s."
8,"But other factors were also at work, including well-aligned monetary and fiscal policies that created an economic environment conducive to noninflationary economic growth."
9,The Statistical Evidence I think it would be useful at this point to review what the data actually tell us about the pattern of productivity growth in the United States.
10,"From the beginning of 1960 until the fall of 1973, labor productivity in the nonfarm business sector grew about 3 percent per year."
11,"Productivity growth then fell to an annual pace of 1-1/2 percent, likely in response to the supply shocks that hit the world economy during that period, higher inflation, a rise in uncertainty about the prospects for future economic growth, and public policy decisions that diverted resources from activities that would have generated more measured output."
12,"I should stress that, although I have listed several likely contributors, the ultimate cause or causes of this post-1973 productivity slowdown have eluded researchers."
13,Productivity continued to grow at an annual pace of about 1-1/2 percent from 1973 to 1995.
14,"We can divide this period into several subperiods, yet the results are essentially the same: continued gains in labor productivity but well below the pre-1973 pace."
15,"From 1995 to 2001, labor productivity grew at an annual pace of 2-1/4 percent."
16,Research by my colleagues at the Federal Reserve--Steve Oliner and Dan Sichel--sheds some light on the sources of this faster productivity growth.
17,"Using a growth accounting methodology, they find that about half the acceleration in productivity can be attributed to capital deepening."
18,"At the aggregate level, the high levels of business investment raised the amount of capital per worker and thereby boosted productivity."
19,The other half of the pickup in productivity growth reflected technological innovations in the actual production of computer hardware and semiconductors as well as better management--perhaps assisted by these high-tech investments--of the nation's capital and labor.
20,"Oliner and Sichel estimate that, if one consolidates all the influences of high-tech investments, they fully account for the acceleration in productivity over the 1995-2001 period."
21,I mention this fact to address the concerns of some observers that recent revisions to the national income and product accounts have changed the evidence on post-1995 productivity growth.
22,"The last two annual revisions have indeed lowered output growth, but these adjustments followed several years of upward revisions."
23,Research by Board economists--Karen Dynan and Doug Elmendorf--clearly shows that we initially overestimate growth during recessions and periods of economic weakness.
24,But we also initially underestimate growth in recovery periods.
25,"Thus, based on the revisions to growth over the past three years, I do not believe that one should presume that future data revisions will whittle away the post-1995 acceleration in productivity."
26,Microeconomic studies provide corroborating information to the macroeconomic evidence of a post-1995 acceleration in productivity growth.
27,"These executives consistently say that, when they have little leverage to raise their prices, the key to boosting profits is productivity growth."
28,"Having said that I think the post-1995 productivity acceleration was real, let me also assert that we should constantly challenge our assumptions."
29,"Furthermore, we don't understand how this overinvestment should be factored into our analysis of productivity growth over this period."
30,"Similarly, I don't think we yet fully understand the role of Year 2000 preparations in either the late 1990s investment boom or the acceleration in productivity."
31,"Billions of dollars were invested to fix the Y2K bug, and we don't know how much of that spending was for the replacement of obsolete systems (and hence should be considered as depreciation in measuring the stock of available capital) or for the expansion and upgrading of systems (which, parenthetically, is the assumption we use in all our growth accounting exercises)."
