,sentence
0,"Main Menu Toggle Button Sections Search Toggle Button Search Search Submit Button Submit About the Fed Structure of the Federal Reserve System The Fed Explained Board Members Advisory Councils Federal Reserve Banks Federal Reserve Act Currency Board Meetings Board Votes Diversity & Inclusion Careers Do Business with the Board Holidays Observed - K.8 Ethics & Values Contact Requesting Information (FOIA) FAQs Economic Education Fed Financial Statements Innovation News & Events Press Releases Speeches Testimony Calendar Videos Photo Gallery Conferences Monetary Policy Federal Open Market Committee About the FOMC Meeting calendars and information Transcripts and other historical materials FAQs Monetary Policy Principles and Practice Notes Policy Implementation Policy Normalization Policy Tools Reports Monetary Policy Report Beige Book Federal Reserve Balance Sheet Developments Review of Monetary Policy Strategy, Tools, and Communications Overview Supervision & Regulation Institution Supervision Community & Regional Financial Institutions Large Financial Institutions Foreign Banking Organizations Financial Market Utilities Consumer Compliance Reports Federal Reserve Supervision and Regulation Report Reporting Forms All Reporting Forms Recent Updates Information collections under review Financial Statements Applications/structure change Federal Financial Institutions Examination Council (FFIEC) Municipal & Government Securities Supervision & Regulation Letters By Year By Topic Banking Applications & Legal Developments Application Process Board & Reserve Bank Action Enforcement Actions & Legal Developments Regulatory Resources Regulations Manuals Basel Regulatory Framework Volcker Rule Education, Training, and Assistance Banking & Data Structure Beneficial Ownership reports Large Commercial Banks U.S. Offices of Foreign Entities Financial Holding Companies Interstate Branching Securities Underwriting & Dealing Subsidiaries Minority Depository Institutions Financial Stability Financial Stability Assessments About Financial Stability Types of Financial System Vulnerabilities & Risks Monitoring Risk Across the Financial System Proactive Monitoring of Markets & Institutions Financial Stability & Stress Testing Financial Stability Coordination & Actions Responding to Financial System Emergencies Cooperation on Financial Stability Reports Financial Stability Report Payment Systems Regulations & Statutes Regulation CC (Availability of Funds and Collection of Checks) Regulation II (Debit Card Interchange Fees and Routing) Regulation HH (Financial Market Utilities) Other Regulations and Statutes Payment Policies Federal Reserve's Key Policies for the Provision of Financial Services Overnight Overdrafts Payment System Risk Sponsorship for Priority Telecommunication Services Reserve Bank Payment Services & Data Automated Clearinghouse Services Check Services Currency and Coin Services Daylight Overdrafts and Fees FedNowâ„ Service Fedwire Funds Services Fedwire Securities Services Fiscal Agency Services National Settlement Service Financial Market Utilities & Infrastructures Supervision & Oversight of Financial Market Infrastructures Designated Financial Market Utilities International Standards for Financial Market Infrastructures Research, Committees, and Forums Payment Research Federal Reserve Payments Study (FRPS) Payments System Policy Advisory Committee Forums Economic Research Meet the Economists Working Papers and Notes Finance and Economics Discussion Series (FEDS) FEDS Notes International Finance Discussion Papers (IFDP) Data, Models and Tools Economic Research Data FRB/US Model Estimated Dynamic Optimization (EDO) Model Survey of Consumer Finances (SCF) Data Data Download Program Bank Assets and Liabilities Aggregate Reserves of Depository Institutions and the Monetary Base - H.3 Assets and Liabilities of Commercial Banks in the U.S. - H.8 Assets and Liabilities of U.S."
1,Corporations Dealer Financing Terms Senior Credit Officer Opinion Survey on Dealer Financing Terms Exchange Rates and International Data Foreign Exchange Rates - H.10/G.5 International Summary Statistics Securities Holdings and Transactions Statistics Reported by Banks and Other Financial Firms in the United States Structure and Share Data for U.S. Offices of Foreign Banks Financial Accounts Financial Accounts of the United States - Z.1 Household Finance Consumer Credit - G.19 Household Debt Service and Financial Obligations Ratios Mortgage Debt Outstanding Survey of Consumer Finances (SCF) Survey of Household Economics and Decisionmaking Industrial Activity Industrial Production and Capacity Utilization - G.17 Interest Rates Selected Interest Rates - H.15 Micro Data Reference Manual (MDRM) Micro and Macro Data Collections Money Stock and Reserve Balances Factors Affecting Reserve Balances - H.4.1 Money Stock Measures - H.6 Other Yield Curve Models and Data Consumers & Communities Regulations Community Reinvestment Act (CRA) All Regulations SupervisionÂ & Enforcement CA Letters Enforcement Actions Independent Foreclosure Review Community Development Housing and Neighborhood Revitalization Small Business and Entrepreneurship Employment and Workforce Development Community Development Finance Rural Community and Economic Development Conferences ResearchÂ & Analysis Survey of Household Economics and Decisionmaking Research Publications & Data Analysis Community Advisory Council Consumer Resources Mortgage and Foreclosure Resources Federal Reserve Community Development Resources Home News & Events Speeches Speech PDF Please enable JavaScript if it is disabled in your browser or access the information through the links provided below.
2,"September 30, 2022 Global Financial Stability Considerations for Monetary Policy in a High-Inflation Environment Vice Chair Lael Brainard At â€œFinancial Stability Considerations for Monetary Policy,â€ a research conference organized by the Board of Governors of the Federal Reserve System and the Federal Reserve Bank of New York, New York, New York Share I want to start by thanking Anna Kovner, Rochelle Edge, and Bill Bassett for organizing this conference."
3,"The current global environment highlights the importance of having strong analytic and empirical foundations to understand financial stability considerations for monetary policy, and the research presented today will help strengthen those foundations.1 The global environment of high inflation and rising interest rates highlights the importance of paying attention to financial stability considerations for monetary policy."
4,"As monetary policy tightens globally to combat high inflation, it is important to consider how cross-border spillovers and spillbacks might interact with financial vulnerabilities."
5,"Inflation is very high in the United States and abroad, and the risk of additional inflationary shocks cannot be ruled out."
6,"In August, CPI (consumer price index) inflation on a 12-month basis was 8.3 percent in the United States, 9.9 percent in the United Kingdom, 9.8 percent in Sweden, 9.1 percent in the euro area, 8.7 percent in Mexico, 7.0 percent in Canada, and 5.7 percent in Korea."
7,"Central banks facing high inflation are tightening monetary policy rapidly to damp demand and bring it into alignment with supply, which is constrained in a variety of sectors."
8,"Russia's war against Ukraine has generated spikes in prices for energy, food, and agricultural inputs."
9,"Most recently, inflation in Europe was pushed higher by Russia's cessation of natural gas deliveries through the Nord Stream 1 pipeline, creating hardships for households and risking disruptions for some industries in the affected countries."
10,"Separately, weather conditions in several areas, including China, Europe, and the United States, are exacerbating price pressures through disruptions to agriculture, shipping, and utilities."
11,Many central banks around the world have pivoted monetary policy strongly in order to maintain anchored expectations and forestall second-round effects from high inflation becoming embedded in wage and price setting.
12,"At a global level, monetary policy tightening is also proceeding at a rapid pace by historical standards."
13,"While the effect on financial conditions tends to be immediate or even anticipatory, the effects on activity and price setting in different sectors may occur with a lag, with highly interest-sensitive sectors such as housing adjusting quickly and less rate-sensitive sectors such as consumer spending on services adjusting more slowly."
14,"U.S. monetary policy tightening reduces U.S. demand for foreign products, thus amplifying the effects of monetary tightening by foreign central banks."
15,The same is true in reverse: Tightening in large jurisdictions abroad amplifies U.S. tightening by damping foreign demand for U.S. products.
16,"These spillovers across jurisdictions are present for decreases in the size of the central bank balance sheet as well as for increases in the policy rate.3 Some estimates suggest that the spillovers of monetary policy surprises between more tightly linked advanced economies such as the United States and Europe could be about half the size of the own-country effect when measured in terms of relative changes in local currency bond yields.4 In contrast, spillovers through exchange rate channels tend to go in opposite directions."
17,"The Federal Reserve's broad nominal U.S. dollar index has appreciated over 10 percent year to date.5 On balance, dollar appreciation tends to reduce import prices in the United States."
18,"But in some other jurisdictions, the corresponding currency depreciation may contribute to inflationary pressures and require additional tightening to offset."
19,"For instance, in countries where sovereign or corporate debt levels are high, higher interest rates could increase debt-servicing burdens and concerns about debt sustainability, which could be exacerbated by currency depreciation."
20,"For some emerging economies, high interest rates in combination with weaker demand in advanced economies could increase capital outflow pressures, particularly commodity importers facing higher commodity prices and weaker exchange rates."
21,"Fiscal and monetary policy were both supportive in response to the pandemic, and both were naturally expected to reverse course as the recovery gathered steam."
22,But the advent of the war has led to a significant hit to real incomes from large price increases in energy and other commodities in some of the most severely affected economies.
23,"A European Central Bank analysis concluded that the release of capital buffers increased headroom for banks relative to not only their regulatory thresholds, but also their internal risk controls, and enabled banks to continue providing credit to households and businesses.6 And of course, monetary policy is focused on restoring price stability in a high-inflation environment."
24,"As the program's first research paper illustrates, in circumstances in which macroprudential policy cannot on its own eliminate the amplification of shocks through financial vulnerabilities, in a low-inflation environment, monetary policy has been relatively more accommodative than would be prescribed by a conventional monetary policy rule in order to reduce the likelihood of adverse output and employment outcomes.7 But in a high-inflation environment, monetary policy is restrictive to restore price stability and maintain anchored inflation expectations."
25,We engage in frequent and transparent communications with monetary policy officials from other countries about the evolution of the outlook in each economy and the implications for policy.
