,sentence
0,Today I would like to step back a bit from current policy concerns to address the broader topic of the logical framework within which monetary policy is made.
1,"1 Car and Driver: A Misleading Analogy Eight times each year the Federal Open Market Committee (FOMC) meets to set U.S. monetary policy--which, under current operating procedures, amounts to choosing a target for the federal funds rate, a short-term interest rate that the Federal Reserve influences by controlling the supply of bank reserves."
2,"A commonly used analogy takes the U.S. economy to be an automobile, the FOMC to be the driver, and monetary policy actions to be taps on the accelerator or brake."
3,"According to this analogy, when the economy is running too slowly (say, unemployment is high and growth is below its potential rate), the FOMC increases pressure on the accelerator by lowering its target for the federal funds rate, thereby stimulating aggregate spending and economic activity."
4,"When the economy is running too quickly (say, inflation appears likely to rise), the FOMC switches to the brake by raising its funds rate target, thereby depressing spending and cooling the economy."
5,"Unfortunately, the simplistic view of monetary policymaking derived from the automobile analogy can be seriously misleading, for at least two reasons."
6,"Despite the best efforts of the statistical agencies and other data collectors, economic data provide incomplete coverage of economic activity, are subject to substantial sampling error, and become available only with a lag."
7,"In short, if making monetary policy is like driving a car, then the car is one that has an unreliable speedometer, a foggy windshield, and a tendency to respond unpredictably and with a delay to the accelerator or the brake."
8,The second problem with the automobile analogy arises from the central role of private-sector expectations in determining the impact of monetary policy actions.
9,"The current funds rate imperfectly measures policy stimulus because the most important economic decisions, such as a family's decision to buy a new home or a firm's decision to acquire new capital goods, depend much more on longer-term interest rates, such as mortgage rates and corporate bond rates, than on the federal funds rate."
10,"Monetary policy makers can affect private-sector expectations through their actions and statements, but the need to think about such things significantly complicates the policymakers' task (Bernanke, 2004)."
11,I hope that this short discussion convinces you that making effective monetary policy is no Sunday drive in the park.
12,"With both the informational limitations facing policymakers and the role of private-sector expectations in mind, I turn next to a discussion of two alternative frameworks for thinking about monetary policy."
13,"Making Monetary Policy: Two Candidate Frameworks The two frameworks for monetary policymaking I will compare today are generally referred to in the recent economics literature as instrument rules and targeting rules (Svensson, 2003; McCallum and Nelson, 2004; Svensson, 2004b)."
14,"However, the argument that monetary policy should adhere mechanically to a strict rule, made by some economists in the past, has fallen out of favor in recent years."
15,"Under a simple feedback policy, the central bank's policy instrument--the federal funds rate in the United States--is closely linked to the behavior of a relatively small number of macroeconomic variables, variables that either are directly observable (such as employment or inflation) or can be estimated from current information (such as the economy's full-employment level of output)."
16,"I exclude from my definition of simple feedback policies any policy that links the policy instrument to forecasts of macroeconomic variables, such as output and inflation; hybrid policies of this type raise difficult issues that would take me too far afield today."
17,"3 Generally, the macroeconomic variables that drive simple feedback policies are chosen to reflect the central bank's objectives, and policymakers are directed to adjust the short-term interest rate (or other policy instrument) as needed to offset deviations of these variables from their desired levels."
18,In its most basic version the Taylor rule is an equation that relates the current setting of the federal funds rate to two variables: the level of the output gap (the deviation of output from its full-employment level) and the difference between the inflation rate and the policy committee's preferred inflation rate.
