,sentence
0,"This ongoing intellectual exchange, by improving our understanding of the economy and the workings of monetary policy, has had and will continue to have sizable benefits."
1,"Today I will offer a few remarks on the relationships among monetary policy, inflation, and the public's expectations of inflation, focusing--as seems appropriate for this audience--on some important open questions."
2,"I will also give a short overview of the way the Federal Reserve Board staff forecasts inflation, including some discussion of how the staff incorporates information about expected inflation into its forecasting process."
3,"As you know, the control of inflation is central to good monetary policy."
4,"Price stability, which is one leg of the Federal Reserve's dual mandate from the Congress, is a good thing in itself, for reasons that economists understand much better today than they did a few decades ago."
5,"Inflation injects noise into the price system, makes long-term financial planning more complex, and interacts in perverse ways with imperfectly indexed tax and accounting rules."
6,"In the short-to-medium term, the maintenance of price stability helps avoid the pattern of stop-go monetary policies that were the source of much instability in output and employment in the past."
7,"More fundamentally, experience suggests that high and persistent inflation undermines public confidence in the economy and in the management of economic policy generally, with potentially adverse effects on risk-taking, investment, and other productive activities that are sensitive to the public's assessments of the prospects for future economic stability."
8,"In the long term, low inflation promotes growth, efficiency, and stability--which, all else being equal, support maximum sustainable employment, the other leg of the mandate given to the Federal Reserve by the Congress."
9,"Admittedly, measuring the long-term relationship between growth or productivity and inflation is difficult."
10,"For example, it may be that low inflation has accompanied good economic performance in part because countries that maintain low inflation tend to pursue other sound economic policies as well."
11,"Still, I think we can agree that, at a minimum, the opposite proposition--that inflationary policies promote employment growth in the long run--has been entirely discredited and, indeed, that policies based on this proposition have led to very bad outcomes whenever they have been applied."
12,"Inflation Expectations: Conceptual FrameworksUndoubtedly, the state of inflation expectations greatly influences actual inflation and thus the central bank's ability to achieve price stability."
13,"But what do we mean, precisely, by ""the state of inflation expectations""?"
14,"How should we measure inflation expectations, and how should we use that information for forecasting and controlling inflation?"
15,What is the right conceptual framework for thinking about inflation expectations in the current context?
16,"The traditional rational-expectations model of inflation and inflation expectations has been a useful workhorse for thinking about issues of credibility and institutional design, but, to my mind, it is less helpful for thinking about economies in which (1) the structure of the economy is constantly evolving in ways that are imperfectly understood by both the public and policymakers and (2) the policymakers' objective function is not fully known by private agents."
17,"In particular, together with the assumption that the central bank's objective function is fixed and known to the public, the traditional rational-expectations approach implies that the public has firm knowledge of the long-run equilibrium inflation rate; consequently, their long-run inflation expectations do not vary over time in response to new information."
18,"But in fact, as I will discuss in more detail later, long-run inflation expectations do vary over time."
19,"That is, they are not perfectly anchored in real economies; moreover, the extent to which they are anchored can change, depending on economic developments and (most important) the current and past conduct of monetary policy."
20,"So, for example, if the public experiences a spell of inflation higher than their long-run expectation, but their long-run expectation of inflation changes little as a result, then inflation expectations are well anchored."
21,"If, on the other hand, the public reacts to a short period of higher-than-expected inflation by marking up their long-run expectation considerably, then expectations are poorly anchored."
22,"Although variations in the extent to which inflation expectations are anchored are not easily handled in a traditional rational-expectations framework, they seem to fit quite naturally into the burgeoning literature on learning in macroeconomics."
23,"In a learning context, the concept of anchored expectations is easily formalized in a variety of ways; in general, if the public is modeled as being confident in its current estimate of the long-run inflation rate, so that new information has relatively little effect on that estimate, then the essential idea of well-anchored expectations has been captured."
24,"Considerations of how the public learns about the economy affect the form of optimal monetary policy (Gaspar, Smets, and Vestin, 2006)."
25,"For example, if the central bank and the public learn from experience that high inflation imposes greater costs and fewer benefits than previously thought, then the equilibrium will adjust toward one with lower inflation and lower inflation expectations."
26,Implications of Anchored Inflation ExpectationsWhy do we care about the variability of inflation expectations?
27,"As my colleague Rick Mishkin recently discussed, the extent to which inflation expectations are anchored has first-order implications for the performance of inflation and of the economy more generally (Mishkin, 2007)."
28,"Mishkin illustrated this point by considering the implications of the fact that inflation expectations have become much better anchored over the past thirty years for the estimated coefficients of the conventional Phillips curve, which I define here to encompass specifications that use lagged values of inflation to proxy for expectations or other sources of inflation inertia."
29,"As he noted, many studies of the conventional Phillips curve find that the sensitivity of inflation to activity indicators is lower today than in the past (that is, the Phillips curve appears to have become flatter);1 and that the long-run effect on inflation of ""supply shocks,"" such as changes in the price of oil, also appears to be lower than in the past (Hooker, 2002)."
30,"To the extent that the Phillips curve may have flattened, inflation will now tend to be more stable than in the past in the face of variations in aggregate demand."
31,"(Of course, this can be a good thing or a bad thing, depending on whether inflation expectations are anchored in the vicinity of price stability.)"
32,"Likewise, a lower sensitivity of long-run inflation to supply shocks would imply that such shocks are much less likely to generate economic instability today than they would have been several decades ago."
33,"Notably, the sharp increases in energy prices over the past few years have not led either to persistent inflation or to a recession, in contrast (for example) to the U.S. experience of the 1970s."
34,"Various factors might account for these changes in the Phillips curve, but, as Mishkin pointed out, better-anchored inflation expectations--themselves, of course, the product of monetary policies that brought inflation down and have kept it relatively stable--certainly play some role."
35,"If people set prices and wages with reference to the rate of inflation they expect in the long run and if inflation expectations respond less than previously to variations in economic activity, then inflation itself will become relatively more insensitive to the level of activity--that is, the conventional Phillips curve will be flatter."
36,Similar logic explains the finding that inflation is less responsive than it used to be to changes in oil prices and other supply shocks.
37,"Certainly, increases in energy prices affect overall inflation in the short run because energy products such as gasoline are part of the consumer's basket and because energy costs loom large in the production of some goods and services."
38,"However, a one-off change in energy prices can translate into persistent inflation only if it leads to higher expected inflation and a consequent ""wage-price spiral."""
39,"With inflation expectations well anchored, a one-time increase in energy prices should not lead to a permanent increase in inflation but only to a change in relative prices."
40,"A related implication is that, if inflation expectations are well anchored, changes in energy (and food) prices should have relatively little influence on ""core"" inflation, that is, inflation excluding the prices of food and energy."
41,"Although inflation expectations seem much better anchored today than they were a few decades ago, they appear to remain imperfectly anchored."
42,"For example, Gürkaynak, Sack, and Swanson (2005) found that long-run inflation expectations, as measured by the difference in yields between nominal and inflation-indexed bonds, move in response to news about the economy, rather than remaining unaffected."
43,"Levin, Natalucci, and Piger (2004) have shown that some survey measures of inflation expectations in the United States respond to recent changes in the actual rate of inflation, which would not be the case if expectations were perfectly anchored."
