,sentence
0,This agreement is reflected both in the mandates set for monetary policy by governments and in the practice of central banks.
1,Several other important questions about the objectives for monetary policy are less settled: Should there be other objectives?
2,A hierarchical mandate makes price stability the primary objective for monetary policy and subordinates other potential objectives.
3,A dual mandate recognizes two objectives--price stability and full employment--and puts them on an equal footing.
4,Either regime could make the price stability objective more precise by setting an explicit numerical target for inflation.
5,"Thus we can describe a typical central bank's mandate and objectives in terms of two sets of alternatives: between a hierarchical or a dual mandate, on the one hand, and an implicit or explicit inflation objective, on the other hand."
6,"During the 1990s, a number of central banks adopted a framework that is called inflation targeting, combining a hierarchical mandate and an explicit inflation objective."
7,"The United States, in contrast, combines a dual mandate and an implicit inflation objective."
8,"Most of the discussion in the United States on the subject of mandates and objectives has been about whether to identify inflation as the single or primary objective and whether to move to a formal inflation-targeting regime.1 The title of my lecture--""Inflation Targets and Inflation Targeting""--is intended to differentiate between two options for changing the policy mandate for the Federal Reserve."
9,"The first option, which I favor, is setting an explicit numerical target for inflation within the context of our current dual mandate."
10,"The second option, which I do not favor, is moving to an inflation-targeting regime, that is, also substituting a hierarchical mandate for our current dual mandate."
11,The purpose of this lecture is therefore to explain the benefits of an explicit inflation target in the context of the Federal Reserve's dual mandate and to set out the operational steps for implementing such a target.
12,The Evolution of Monetary Policy Mandates A good starting point is a survey of mandates around the world.
13,"I will begin by discussing the evolution of the mandate in the United States, including the precise language related to the dual mandate, the way in which the price stability objective has been interpreted, and proposed legislation that would have amended the mandate."
14,Then I sketch an inflation-targeting regime and discuss some common elements and differences among the inflation-targeting regimes of developed economies around the world.
15,"The Evolution of Policy Objectives in the United States In the United States, it took quite some time for the Congress to establish a precise set of objectives for monetary policy."
16,"The absence of any mention of price stability undoubtedly reflected confidence that the gold standard, under which the United States was operating, would promote price stability."
17,The intent of providing an elastic currency and of rediscounting commercial paper was to expand the supply of money and credit to accommodate expansions in production and the accompanying demand for credit.
18,"On several occasions during the 1920s and 1930s, the Congress debated a price-stability objective for the Fed."
19,Congress did take a step toward a more explicit treatment of policy objectives in the Employment Act of 1946.
20,"The objectives identified in the act were ""to promote maximum employment, production, and purchasing power."""
