,sentence
0,"Main Menu Toggle Button Sections Search Toggle Button Search Search Submit Button Submit Aboutthe Fed Structure of the Federal Reserve System The Fed Explained Board Members Advisory Councils Federal Reserve Banks Federal Reserve Act Currency Board Meetings Board Votes Diversity & Inclusion Careers Do Business with the Board Holidays Observed - K.8 Ethics & Values Contact Requesting Information (FOIA) FAQs Economic Education Fed Financial Statements Innovation News & Events Press Releases Speeches Testimony Calendar Videos Photo Gallery Conferences MonetaryPolicy Federal Open Market Committee About the FOMC Meeting calendars and information Transcripts and other historical materials FAQs Monetary Policy Principles and Practice Notes Policy Implementation Policy Normalization Policy Tools Reports Monetary Policy Report Beige Book Federal Reserve Balance Sheet Developments Review of Monetary Policy Strategy, Tools, and Communications Overview Supervision& Regulation Institution Supervision Community & Regional Financial Institutions Large Financial Institutions Foreign Banking Organizations Financial Market Utilities Consumer Compliance Reports Federal Reserve Supervision and Regulation Report Reporting Forms All Reporting Forms Recent Updates Information collections under review Financial Statements Applications/structure change Federal Financial Institutions Examination Council (FFIEC) Municipal & Government Securities Supervision & Regulation Letters By Year By Topic Banking Applications & Legal Developments Application Process Board & Reserve Bank Action Enforcement Actions & Legal Developments Regulatory Resources Regulations Manuals Basel Regulatory Framework Volcker Rule Education, Training, and Assistance Banking & Data Structure Beneficial Ownership reports Large Commercial Banks U.S. Offices of Foreign Entities Financial Holding Companies Interstate Branching Securities Underwriting & Dealing Subsidiaries Minority Depository Institutions FinancialStability Financial Stability Assessments About Financial Stability Types of Financial System Vulnerabilities & Risks Monitoring Risk Across the Financial System Proactive Monitoring of Markets & Institutions Financial Stability & Stress Testing Financial Stability Coordination & Actions Responding to Financial System Emergencies Cooperation on Financial Stability Reports Financial Stability Report PaymentSystems Regulations & Statutes Regulation CC (Availability of Funds and Collection of Checks) Regulation II (Debit Card Interchange Fees and Routing) Regulation HH (Financial Market Utilities) Other Regulations and Statutes Payment Policies Federal Reserve's Key Policies for the Provision of Financial Services Overnight Overdrafts Payment System Risk Sponsorship for Priority Telecommunication Services Reserve Bank Payment Services & Data Automated Clearinghouse Services Check Services Currency and Coin Services Daylight Overdrafts and Fees FedNowâ„ Service Fedwire Funds Services Fedwire Securities Services Fiscal Agency Services National Settlement Service Financial Market Utilities & Infrastructures Supervision & Oversight of Financial Market Infrastructures Designated Financial Market Utilities International Standards for Financial Market Infrastructures Research, Committees, and Forums Payment Research Federal Reserve Payments Study (FRPS) Payments System Policy Advisory Committee Forums EconomicResearch Meet the Economists Working Papers and Notes Finance and Economics Discussion Series (FEDS) FEDS Notes International Finance Discussion Papers (IFDP) Data, Models and Tools Economic Research Data FRB/US Model Estimated Dynamic Optimization (EDO) Model Survey of Consumer Finances (SCF) Data Data Download Program Bank Assets and Liabilities Aggregate Reserves of Depository Institutions and the Monetary Base - H.3 Assets and Liabilities of Commercial Banks in the U.S. - H.8 Assets and Liabilities of U.S."
1,Corporations Dealer Financing Terms Senior Credit Officer Opinion Survey on Dealer Financing Terms Exchange Rates and International Data Foreign Exchange Rates - H.10/G.5 International Summary Statistics Securities Holdings and Transactions Statistics Reported by Banks and Other Financial Firms in the United States Structure and Share Data for U.S. Offices of Foreign Banks Financial Accounts Financial Accounts of the United States - Z.1 Household Finance Consumer Credit - G.19 Household Debt Service and Financial Obligations Ratios Mortgage Debt Outstanding Survey of Consumer Finances (SCF) Survey of Household Economics and Decisionmaking Industrial Activity Industrial Production and Capacity Utilization - G.17 Interest Rates Selected Interest Rates - H.15 Micro Data Reference Manual (MDRM) Micro and Macro Data Collections Money Stock and Reserve Balances Factors Affecting Reserve Balances - H.4.1 Money Stock Measures - H.6 Other Yield Curve Models and Data Consumers& Communities Regulations Community Reinvestment Act (CRA) All Regulations SupervisionÂ & Enforcement CA Letters Enforcement Actions Independent Foreclosure Review Community Development Housing and Neighborhood Revitalization Small Business and Entrepreneurship Employment and Workforce Development Community Development Finance Rural Community and Economic Development Conferences ResearchÂ & Analysis Survey of Household Economics and Decisionmaking Research Publications & Data Analysis Community Advisory Council Consumer Resources Mortgage and Foreclosure Resources Federal Reserve Community Development Resources Home News & Events Speeches Speech PDF Please enable JavaScript if it is disabled in your browser or access the information through the links provided below.
2,"August 04, 2021 Outlooks, Outcomes, and Prospects for U.S. Monetary Policy Vice Chair Richard H. Clarida At the Peterson Institute for International Economics, Washington, D.C. (via webcast) Share Watch Live Outlooks and Outcomes for the U.S. Economy With the release of the gross domestic product (GDP) data last week, we learned that the U.S. economy in the second quarter of this year transitioned from economic recovery to economic expansion.1 Given the catastrophic collapse in U.S. economic activity in the first half of 2020 as a result of the global pandemic and the mitigation efforts put in place to contain it, few forecasters could have expectedâ€”or even dared to hopeâ€”in the spring of last year that the recovery in GDP, from the sharpest decline in activity since the Great Depression, would be either so robust or as rapid."
3,"Indeed, just recently, the National Bureau of Economic Research's Business Cycle Dating Committee determined that the recession that began in March of last year ended in April, making it not only the deepest recession on record, but also the briefest.2 Moreover, with the development and distribution of several remarkably effective vaccines, the monetary and fiscal policies presently in place should continue to support the strong expansion in economic activity that is expected to be realized this year, although, obviously, the rapid spread of the Delta variant among the still considerable fraction of the population that is unvaccinated is clearly a downside risk for the outlook."
4,"Importantly, while it is customary in business cycle analysis to date the transition from the recovery phase to the expansion phase according to the calendar quarter in which the level of real GDP first exceeds the previous business cycle's peak, in past U.S. business cycles, the recovery in employment has always lagged the recovery in GDP, and this cycle is no exception."
5,"Indeed, at the end of the second quarter of this year, even though the level of real GDP was 0.8 percent above the level reached at the previous business cycle peak, the level of employment as measured by the household survey remained about 7 million below the level reached at the previous business cycle peak."
6,"So while it is accurate to say we are in the expansion phase of the cycle in terms of economic activity, we remain in the recovery phase of the cycle in terms of aggregate employment."
7,"In June, the Federal Reserve released its most recent Summary of Economic Projections (SEP) for GDP, the unemployment rate, inflation, and the federal funds rate.3 The SEP provides summary information about the empirical distribution of the individual modal projections at the time of the Federal Open Market Committee (FOMC) meeting submitted by each of the FOMC participants (currently 6 Governors and 12 Reserve Bank presidents)."
8,"Each individual submits projections for the modal, or most likely, outcome for each variable in the survey under his or her assessment of the appropriate monetary policy path.4 Of course, if a participant's subjective distributions for possible outcomes for GDP, unemployment, and inflation are symmetric, the mode of each distribution submitted by each participant will equal its mean (and median), but in general, there is no presumption that the subjective distributionsâ€”or, for that matter, observed empirical distributionsâ€”for these variables are symmetric."
9,"Indeed, an important addition to the SEP introduced in December 2020 is a set of charts showing the historical evolution of diffusion indexes for the assessment of the balance of risks to the GDP, unemployment, and inflation projections submitted by each participant."
10,"In the June SEP round, my individual projections for GDP growth and the unemployment rate turned out to be quite close to the path of SEP medians for each of these variables over the 2021â€“23 projection window."
11,"Under the ""median of modes"" outlook in the SEP, GDP growth this year is projected to be 7 percent on a Q4-over-Q4 basis, which, if realized, would represent the fastest four-quarter GDP growth since the 1980s."
12,"Under the projections, GDP growth does step down to 3.3 percent in 2022 and further to 2.4 percent in 2023, but to a pace that still exceeds the projected pace of long-run trend growth in all three years of the projection window."
13,"Not surprisingly, the projected path of robust GDP growth in the SEP translates into rapid declines in the projected SEP path for the unemployment rate, which is projected to fall to 4.5 percent by the end of this year, 3.8 percent by the end of 2022, and 3.5 percent by the end of 2023."
14,"This modal projection for the path of the unemployment rate is, according to the Atlanta Fed jobs calculator, consistent with a rebound in labor force participation to its estimated demographic trend and is also consistent with cumulative employment gains this year and next that, by the end of 2022, eliminate the 7 million ""employment gap"" relative to the previous cycle peak I mentioned earlier.5 As is the case for GDP growth and the unemployment rate, my projections for headline and core PCE (personal consumption expenditures) inflation are also similar to the paths of the SEP median of modal projections for these variables."
15,"Under the projected SEP path for inflation, core PCE inflation surges to at least 3 percent this year before reverting back to 2.1 percent for the next two years."
16,"Thus, the modal baseline outlook for inflation over the three-year projection window reflects the judgment, shared with many outside forecasters, that most of the inflation overshoot relative to the longer-run goal of 2 percent will, in the end, prove to be transitory."
17,"Although in a number of sectors of the economy the imbalances between demand and supplyâ€”including labor supplyâ€”are substantial, I do continue to judge that these imbalances are likely to dissipate over time as the labor market and global supply chains eventually adjust and, importantly, do so without putting persistent upward pressure on price inflation, wage gains adjusted for productivity, and the 2 percent longer-run inflation objective."
