,sentence
0,"But, in the two decades following the abandonment of the gold standard in 1933, the consumer price index in the United States nearly doubled."
1,"And, in the four decades after that, prices quintupled."
2,"Monetary policy, unleashed from the constraint of domestic gold convertibility, had allowed a persistent overissuance of money."
3,"As recently as a decade ago, central bankers, having witnessed more than a half-century of chronic inflation, appeared to confirm that a fiat currency was inherently subject to excess."
4,But the adverse consequences of excessive money growth for financial stability and economic performance provoked a backlash.
5,"The Federal Reserve, under the leadership of Paul Volcker and with the support of both the Carter and the Reagan Administrations, dramatically slowed the growth of money."
6,"Initially, the economy fell into recession and inflation receded."
7,"However, most important, when activity staged a vigorous recovery, the progress made in reducing inflation was largely preserved."
8,"By the end of the 1980s, the inflation climate was being altered dramatically."
9,"The record of the past twenty years appears to underscore the observation that, although pressures for excess issuance of fiat money are chronic, a prudent monetary policy maintained over a protracted period can contain the forces of inflation."
10,"With the story of most major economies in the postwar period being the emergence of, and then battle against inflation, concerns about deflation, one of the banes of an earlier century, seldom surfaced."
11,The recent experience of Japan has certainly refocused attention on the possibility that an unanticipated fall in the general price level would convert the otherwise relatively manageable level of nominal debt held by households and businesses into a corrosive rising level of real debt and real debt service costs.
12,"It now appears that we have learned that deflation, as well as inflation, are in the long run monetary phenomena, to extend Milton Friedman's famous dictum."
13,"To be sure, in the short to medium run, many forces are at play that complicate the link between money and prices."
14,These shifts in aggregate supply--whether foreign or domestic in origin--influence the relationship between money and prices.
15,"Moreover, the tie between money and prices can be altered by dysfunctional financial intermediation, as we have witnessed in Japan."
16,The meaning of deflation and the characteristics that differentiate it from the more usual experience of inflation are subjects being actively studied inside and outside of central banks.
17,* * * * * Central bankers have long believed that price stability is conducive to achieving maximum sustainable growth.
18,"Historically, debilitating risk premiums have tended to rise with both expected inflation and deflation, and they have been minimized during conditions of approximate price stability."
19,"Although the U.S. economy has largely escaped any deflation since World War II, there are some well-founded reasons to presume that deflation is more of a threat to economic growth than is inflation."
20,"For one, the lower bound on nominal interest rates at zero threatens ever-rising real rates if deflation intensifies."
21,"A related consequence is that even if debtors are able to refinance loans at zero nominal interest rates, they may still face high and rising real rates that cause their balance sheets to deteriorate."
22,"If lower price inflation is accompanied by lower average wage inflation, then the prevalence of nominal wages being constrained from falling could increase as price inflation moves toward or below zero."
23,"In these circumstances, the effective clearing of labor markets would be inhibited, with the consequence being higher rates of unemployment."
24,"Taken together, these considerations suggest that deflation could well be more damaging than inflation to economic growth."
25,"In particular, more rapid advances in productivity can make this asymmetry less severe."
26,"Fast growth of productivity, by buoying expectations of future advances of wages and earnings and thus aggregate demand, enables real interest rates to be higher than would otherwise be the case without restricting economic growth."
27,"Moreover, to the extent that more-rapid growth of productivity shows through to faster gains in nominal wages, there will be fewer instances in which nominal wages will be pressured to fall."
28,One also should not overstate the difficulties posed for monetary policy by the zero bound on interest rates and nominal wage inflexibility even in the absence of faster productivity growth.
29,This authority could be used to lower interest rates at longer maturities.
30,"But if deflation were to develop, options for an aggressive monetary policy response are available."
31,"* * * * * Certainly, lurking in the background of any evaluation of deflation risks is the concern that those forces could be unleashed by a bursting bubble in asset prices."
32,"This connection, real or speculative, raises some interesting questions about the most effective approach to the conduct of monetary policy."
33,Destabilizing macroeconomic policies and poor economic performance are not likely to provide fertile ground for the optimism that usually accompanies surging asset prices.
34,"Ironically, low inflation, economic stability, and low risk premiums may provide tinder for asset price speculation that could be sparked should technological innovations open up new opportunities for profitable investment."
35,"To be sure, the stock prices of old-line companies do rise somewhat through arbitrage when the market as a whole is propelled higher by stock prices of cutting-edge technologies."
36,But it is difficult to imagine stock prices of most well-established and seasoned old-line companies surging to wholly unsustainable heights.
37,"Moreover, skeptics find it too expensive or too risky to short sell the shares of such a company, especially when its stock price is rising rapidly."
