,sentence
0,"In recent years, renewed attention has been placed on the role of advanced economies and of common or global factors in driving capital movements.3 In particular, many observers have singled out monetary policy in the United States and other advanced economies as a key driver."
1,"As advanced economies pursued highly accommodative monetary policies and EMEs subsequently received strong capital inflows, reflecting investors' pursuit of higher returns, concerns were expressed that a flood of liquidity would overwhelm emerging markets, drive up asset prices to unsustainable levels, set off credit booms, and thus sow the seeds of future crises."
2,"In my remarks today, I will discuss the extent to which monetary policy in the advanced economies--and in the United States in particular--has contributed to changes in emerging market capital flows and asset prices, and I will place this discussion in a broader context of economic and financial linkages among economies."
3,I will also address the risks that EMEs may face from the eventual normalization of monetary policy in the advanced economies.
4,"In the United States, the Federal Reserve is bound by its dual mandate to pursue price stability and maximum employment."
5,"The first is forward guidance on the federal funds rate.By lowering private-sector expectations for the future path of short-term rates, forward guidance has reduced longer-term interest rates and raised asset prices, thereby leading to more accommodative financial conditions."
6,"The second tool is large scale asset purchases, which likewise increase policy accommodation by reducing longer-term interest rates and raising asset prices."
7,"The ECB also purchased some securities in distressed markets, and recently indicated that it expects interest rates to remain low for an extended period."
8,"Thus, since the end of the crisis, central banks in the advanced economies have adopted similar policies to promote recovery and price stability."
9,"While a great deal of attention has focused on unconventional policy actions, especially asset purchases, these policies appear to affect financial conditions and the real economy in much the same way as conventional interest rate policy."
10,"Indeed, recent research suggests that adjustments in policy rates and unconventional policies have similar cross-border effects on asset prices and economic outcomes.4 ; If that is so, then the overall stance of policy accommodation matters more here than the particular form of easing Moreover, neither conventional nor unconventional monetary policy actions are shocks that come out of the blue."
11,"Thus, any spillovers from monetary policy actions must be evaluated against the consequences of failing to respond to these adverse shocks."
12,"Spillovers from advanced-economy monetary policies are to be expected.5 In theory, when advanced economies ease monetary policy in response to a contractionary shock, their interest rates will decline, prompting investors to rebalance their portfolios toward higher-yielding assets."
13,"In response, EME currencies should tend to appreciate against those of the advanced economies, and EME asset prices should rise."
14,"Conversely, a tightening of advanced economy monetary policy in response to a stronger economy should lead these movements to reverse; that is, tightening should reduce capital flows to EMEs and diminish upward pressure on EME currencies and asset prices."
15,"If interest rates were the main driver of capital flows, these two series ought to move in a similar fashion."
16,"At times, this is indeed the case: From mid-2009 to early 2011, the interest rate differential and EME capital inflows rose together."
17,"In early 2007, capital flows to EMEs were quite strong even with a low interest rate differential."
18,"And in mid-2011, capital inflows stepped down even as the interest rate differential remained elevated."
19,"As I will discuss in a moment, the lack of a tight relationship between capital flows and interest rates suggests that other factors also have been important."
20,"Even though interest-rate differentials and capital inflows do not always move in the same direction, numerous empirical studies have shown that interest rates do in fact help explain capital flows once other determinants of these flows are also taken into account.6 In particular, when U.S. rates decline relative to those in EMEs, private capital flows to EMEs tend to rise, consistent with investors rebalancing toward higher-yielding assets."
21,"In a similar vein, event studies have shown that the Federal Reserve's policy announcements, including those related to asset purchases, have been associated with capital flows to EMEs as well as upward movements in EME currencies and asset prices.7 But the role of monetary policy in driving capital flows and the effects of those flows on EMEs should not be overstated."
22,"First, many factors affect capital flows to EMEs, not just the stance of advanced economy monetary policy."
23,Differences in growth prospects across countries and the associated differences in expected investment returns are important factors.8 Chart 2 shows the growth rate of real GDP for EMEs and advanced economies.
24,"As shown by the line in the right panel, EME growth has, in fact, consistently outpaced that of the advanced economies."
25,"In addition, the bounceback of the EMEs from the global financial crisis widened this differential even more, although the gap has diminished more recently as growth in the EMEs has slowed."
26,"Moreover, investing in EMEs has become more attractive as many EMEs have improved their macroeconomic policies and institutional frameworks over recent decades; growth differentials may partly be reflecting these improvements."
27,"As is evident in the right-hand chart, the relationship between the growth differential and capital inflows to EMEs seems to be quite strong."
28,"In particular, the rise in capital flows following the global financial crisis coincided with stronger relative growth performance in EMEs."
29,"And in 2011, capital inflows diminished along with the growth differential."
30,"Swings in sentiment between ""risk-on"" and ""risk-off"" have led investors to reposition across asset classes, resulting in corresponding movements in capital flows.9 Indeed, as shown in chart 3, the most common measure of uncertainty and the market price of volatility--the VIX--is strongly correlated with net inflows into EMEs."
31,"Of course, movements in risk sentiment may not be fully independent of monetary policy."
32,An interesting line of research has begun to consider how changes in monetary policy itself may affect risk sentiment.
