,sentence
0,"Governor Christopher J. Waller At the American Enterprise Institute, Washington, D.C. (via webcast) Share Watch Live The payment system is changing in profound ways as individuals demand faster payments, central banks including the Fed respond, and nonbank entities seek a greater role in facilitating payments."
1,"Alternatively, what market failure or inefficiency demands this specific intervention?"
2,"In short, banks peg the exchange rate between commercial bank money and the U.S. dollar at one-to-one."
3,"Due to substantial regulatory and supervisory oversight and federal deposit insurance, households and firms reasonably view this fixed exchange rate as perfectly credible."
4,The credibility of this fixed exchange rate between commercial and central bank money is what allows our payment system to be stable and efficient.
5,"In order to answer this question, we need to understand why the price charged for a payment might be considered ""high."""
6,"In economics, the price of a service is typically composed of two parts: the marginal cost of providing the service and a markup that reflects the market power of the seller."
7,"Deposits would flow from commercial banks into CBDC accounts, which would put pressure on banks to lower their fees, or raise the interest rate paid on deposits, to prevent additional deposit outflows.13 It seems to me, however, that private-sector innovations might reduce the markup charged by banks more effectively than a CBDC would.14 If commercial banks are earning rents from their market power, then there is a profit opportunity for nonbanks to enter the payment business and provide the general public with cheaper payment services."
8,"The introduction of a CBDC in China, for example, likely will allow the Chinese government to more closely monitor the economic activity of its citizens."
9,"Finally, could it be that new forms of private money, such as stablecoins, represent a threat to the Federal Reserve for conducting monetary policy?"
10,It is well established in international economics that any country that pegs its exchange rate to the U.S. dollar surrenders its domestic monetary policy to the United States and imports U.S. monetary policy.
11,This same logic applies to any entity that pegs its exchange rate to the U.S. dollar.
12,"Consequently, commercial banks and stablecoins pegged to the U.S. dollar act as conduits for U.S. monetary policy and amplify policy actions."
13,"So, if anything, private stablecoins pegged to the dollar broaden the reach of U.S. monetary policy rather than diminish it."
