,sentence
0,"In the euro area, even as the European Central Bank has assumed responsibility for monetary policy, some national central banks or other national authorities have retained substantial supervisory powers."
1,"For instance, if supervisory activities yield information that is useful for carrying out monetary policy or other central bank functions (or vice versa) and this information cannot be obtained easily through interagency cooperation, then granting some supervisory authority to the central bank may lead to better outcomes."
2,"In particular, U.S. monetary policy has been quite successful for some time, and I am not aware of any evidence that monetary-policy decisions have been distorted because of the Fedâ€™s supervisory role."
3,The benefits of supervisory information for monetary policy are perhaps the most debated.
4,The research literature has focused on whether information drawn from bank examinations is helpful in assessing the economic outlook and thus in formulating monetary policy.
5,Some evidence suggests that supervisory information is likely to be most useful for monetary policymaking in times of financial stress.
6,"More generally, monetary policy is certainly aided by the anecdotal information on regional economic conditions that Reserve Bank business and community contacts, including numerous bankers, provide."
7,"Bank supervision and the prevention and management of financial crisesAlthough the Federal Reserve is today best known to the public as the agency responsible for monetary policy, the Fed was founded in 1913 largely in response to the periodic episodes of banking panics and other forms of financial instability that had plagued the U.S. economy during the nineteenth and early twentieth centuries (Friedman and Schwartz, 1963).6 Today, the Fed retains its key role in the prevention and mitigation of financial crises, for a number of reasons."
8,"Finally, the wide scope of the Fedâ€™s activities in financial markets--including not only bank supervision and its roles in the payments system but also the interaction with primary dealers and the monitoring of capital markets associated with the making of monetary policy--has given the Fed a uniquely broad expertise in evaluating and responding to emerging financial strains."
9,Very rapid growth in the volume of trading in that market in recent years had led to substantial backlogs of unconfirmed trades.
10,"For example, in its conduct of monetary policy, the Federal Reserve monitors financial market developments closely and interacts regularly with the primary dealers in government securities."
