,sentence
0,"The Central Bank and Monetary PolicyAs the nation's central bank, the Federal Reserve has the unique power in the U.S. financial system to create money, giving it the ability to conduct monetary policy for the U.S. economy."
1,"The Congress has given the Federal Reserve specific objectives for the conduct of monetary policy--in particular, to conduct monetary policy in a way that promotes the long-run objectives of maximum sustainable employment and stable prices."
2,"Monetary policy is implemented primarily through open market operations--that is, the purchase and sale of securities in the open market--which gives the Federal Reserve the ability to control short-term interest rates."
3,The Federal Open Market Committee (FOMC) oversees the conduct of open market operations and formulates monetary policy by setting an operating target for the federal funds rate that is judged to be consistent with fostering the Federal Reserve's long-run objectives.
4,"As part and parcel of its pursuit of maximum sustainable employment and stable prices, the Federal Reserve has a broad responsibility to foster financial stability."
5,I should hasten to add that financial stability does not imply that asset prices will be stable at all times or that investors will be protected from significant losses.
6,"Such lending can allow banks to meet payment obligations; to avoid ""fire sales"" of assets, which can disrupt financial markets; and to continue to lend to customers without tightening terms or credit standards, which can limit economic growth."
7,The Federal Reserve used a range of policy tools--including adjustments in short-term interest rates and the provision of liquidity--during this time of market unrest to counter the potential ill effects on the economy.
8,"On August 17, the FOMC issued a statement noting that financial market conditions had deteriorated and that tighter credit conditions and increased uncertainty had the potential to dampen economic growth."
9,The FOMC said that it judged the downside risks to growth to have increased appreciably and stated that it was prepared to act as needed to mitigate adverse effects on the economy arising from the disruptions in financial markets.
10,"And on August 21, the Federal Reserve Bank of New York announced some temporary changes to the terms and conditions of the System Open Market Account securities lending program, including a reduction in the minimum fee, in an effort to facilitate lending of securities by the Fed to address heightened safe-haven demands for Treasury securities."
11,"At that time, we judged that a 50 basis point lowering of the target federal funds rate was appropriate to offset the effects of tighter financial conditions on the economic outlook and reduce the risks that a further tightening in credit conditions could impact the housing market and lead to significant broader weakness in output and employment."
12,"Bank SupervisionWhile the Federal Reserve's role in conducting monetary policy and providing liquidity garners a great deal of media attention, its role in bank supervision and regulation is no less important."
13,"When information on alternatives is readily available, product offerings must meet customers' demands and offering prices must reflect those of market competitors."
14,"In fact, data collected under the Home Mortgage Disclosure Act show that independent mortgage companies--those that are not depository institutions, subsidiaries of depository institutions, or holding company affiliates--made about 46 percent of higher-priced first-lien mortgages in 2006.1 In addition, there has been an increased presence of mortgage brokers, often independent entities who take loan applications and shop them to depository institutions or other lenders."
