,sentence
0,"Although I had other offers of employment at higher pay, it was an easy call to come work at a research operation with, perhaps, one of the best business-oriented libraries in the country."
1,"The American economy, more then than now, was viewed as the ultimate in technology and productivity in virtually all fields of economic endeavor."
2,"Accordingly, while the weight of current economic output is probably only modestly higher than it was a half century ago, value added, adjusted for price change, has risen well over threefold."
3,Productivity accelerated.
4,"At the turn of the century, electric power began its major expansion, revolutionizing the means of production in a manner that eventually created significant productivity advances."
5,"Yet, with all the extraordinary technological advances of the past couple of decades, why have our recent productivity data failed to register any improvement?"
6,"First, insofar as recent productivity growth is concerned, I have a serious question about the quality of the data that we employ to measure output in today's economy."
7,"Similarly, as Professor Paul David of Stanford and others have observed in an interesting line of research, it took a generation for electric motors to replace the steam engine to a point where aggregate productivity was measurably accelerated in the manufacturing area."
8,It was only when plants were built horizontally that the electric motor came into its own and became a major factor in the advance of manufacturing productivity.
9,"Professor David suspects, with many good reasons, that the ability of computer-based technologies to become fully reflected in our overall national productivity is being delayed as the infrastructure gradually, but progressively, adjusts to new modes of production."
10,"To measure productivity and standards of living we need measures of output but, to measure output, we need to be able to define products clearly and in terms of units that do not change from one period to the next."
11,"In these cases we can define reasonably well the unit of output and, accordingly, can know the price per unit."
12,What is its price per unit and how does that price move from one period to the next?
13,"What is the true price trend for the removal of cataracts, when the technology and the nature of the whole procedure is so dramatically different from what it was, say, forty or even twenty years ago?"
14,How does one price procedures when there has been a shift toward less invasive arthroscopic surgery?
15,We do our best to construct overall price indexes.
16,"Indeed, how will we measure inflation, and the associated financial market implications, in the twenty-first century when our data--using current techniques--could become increasingly less adequate to trace price trends over time?"
17,"Hence, we must assume that embodied in all products is some unit of output and hence of price that is recognizable to producers and consumers and upon which they will base their decisions."
18,"Doubtless, we will develop new techniques of price measurement to unearth them as the years go on."
19,"Other challenges at least as great as complications of price measurement will surely confront us as we advance into, and through, the twenty-first century."
