,sentence
0,"Not only did Regulation Q establish ceilings on interest rates for both passbook savings accounts and certificates of deposit (CDs), the regulation gave thrifts an interest rate advantage of initially 50, then 25, basis points for each of their interest-bearing products."
1,High interest rates during the late 1970s and early 1980s had a stunning effect on the flow of deposits into banks and thrifts.
2,"Money fund shares issued by investment firms offered market interest rates and a high level of liquidity, through either immediate withdrawal or the ability to effect transactions by using payable-through drafts."
3,"By contrast, Regulation Q mandated low interest rates on passbook accounts, specific term restrictions on CDs, and significant penalties for early withdrawal."
4,"After a tepid and wholly unsuccessful effort by bankers to restrict the growth of money funds, the banking industry began considering a different response."
5,Congress's response to the growth of money funds was to pass the Monetary Control Act of 1980 and the Garn-St Germain Act of 1982.
6,"That is, ""they incurred liabilities payable on demand at par and are readily transferable by the owner to third parties."""
7,"-The third characteristic Corrigan identified is that banks ""are the transmission belt for monetary policy."
8,"In addition, the improved analytical capacity offered by new technology, better coordination among domestic and international bank supervisors, a healthy track record for U.S. banks, and the growth of consolidated home-country supervision across the world helped U.S. banks and their affiliates to further expand their commercial activities."
9,"Though banks now have a smaller role in transmitting monetary policy, they still help to transmit policy actions by arbitraging between the federal funds market and other money markets."
