,sentence
0,"Main Menu Toggle Button Sections Search Toggle Button Search Search Submit Button Submit Aboutthe Fed Structure of the Federal Reserve System The Fed Explained Board Members Advisory Councils Federal Reserve Banks Federal Reserve Act Currency Board Meetings Board Votes Diversity & Inclusion Careers Do Business with the Board Holidays Observed - K.8 Ethics & Values Contact Requesting Information (FOIA) FAQs Economic Education Fed Financial Statements Innovation News & Events Press Releases Speeches Testimony Calendar Videos Photo Gallery Conferences MonetaryPolicy Federal Open Market Committee About the FOMC Meeting calendars and information Transcripts and other historical materials FAQs Monetary Policy Principles and Practice Notes Policy Implementation Policy Normalization Policy Tools Reports Monetary Policy Report Beige Book Federal Reserve Balance Sheet Developments Review of Monetary Policy Strategy, Tools, and Communications Overview Supervision& Regulation Institution Supervision Community & Regional Financial Institutions Large Financial Institutions Foreign Banking Organizations Financial Market Utilities Consumer Compliance Reports Federal Reserve Supervision and Regulation Report Reporting Forms All Reporting Forms Recent Updates Information collections under review Financial Statements Applications/structure change Federal Financial Institutions Examination Council (FFIEC) Municipal & Government Securities Supervision & Regulation Letters By Year By Topic Banking Applications & Legal Developments Application Process Board & Reserve Bank Action Enforcement Actions & Legal Developments Regulatory Resources Regulations Manuals Basel Regulatory Framework Volcker Rule Education, Training, and Assistance Banking & Data Structure Beneficial Ownership reports Large Commercial Banks U.S. Offices of Foreign Entities Financial Holding Companies Interstate Branching Securities Underwriting & Dealing Subsidiaries Minority Depository Institutions FinancialStability Financial Stability Assessments About Financial Stability Types of Financial System Vulnerabilities & Risks Monitoring Risk Across the Financial System Proactive Monitoring of Markets & Institutions Financial Stability & Stress Testing Financial Stability Coordination & Actions Responding to Financial System Emergencies Cooperation on Financial Stability Reports Financial Stability Report PaymentSystems Regulations & Statutes Regulation CC (Availability of Funds and Collection of Checks) Regulation II (Debit Card Interchange Fees and Routing) Regulation HH (Financial Market Utilities) Other Regulations and Statutes Payment Policies Federal Reserve's Key Policies for the Provision of Financial Services Overnight Overdrafts Payment System Risk Sponsorship for Priority Telecommunication Services Reserve Bank Payment Services & Data Automated Clearinghouse Services Check Services Currency and Coin Services Daylight Overdrafts and Fees FedNowâ„ Service Fedwire Funds Services Fedwire Securities Services Fiscal Agency Services National Settlement Service Financial Market Utilities & Infrastructures Supervision & Oversight of Financial Market Infrastructures Designated Financial Market Utilities International Standards for Financial Market Infrastructures Research, Committees, and Forums Payment Research Federal Reserve Payments Study (FRPS) Payments System Policy Advisory Committee Forums EconomicResearch Meet the Economists Working Papers and Notes Finance and Economics Discussion Series (FEDS) FEDS Notes International Finance Discussion Papers (IFDP) Data, Models and Tools Economic Research Data FRB/US Model Estimated Dynamic Optimization (EDO) Model Survey of Consumer Finances (SCF) Data Data Download Program Bank Assets and Liabilities Aggregate Reserves of Depository Institutions and the Monetary Base - H.3 Assets and Liabilities of Commercial Banks in the U.S. - H.8 Assets and Liabilities of U.S."
1,Corporations Dealer Financing Terms Senior Credit Officer Opinion Survey on Dealer Financing Terms Exchange Rates and International Data Foreign Exchange Rates - H.10/G.5 International Summary Statistics Securities Holdings and Transactions Statistics Reported by Banks and Other Financial Firms in the United States Structure and Share Data for U.S. Offices of Foreign Banks Financial Accounts Financial Accounts of the United States - Z.1 Household Finance Consumer Credit - G.19 Household Debt Service and Financial Obligations Ratios Mortgage Debt Outstanding Survey of Consumer Finances (SCF) Survey of Household Economics and Decisionmaking Industrial Activity Industrial Production and Capacity Utilization - G.17 Interest Rates Selected Interest Rates - H.15 Micro Data Reference Manual (MDRM) Micro and Macro Data Collections Money Stock and Reserve Balances Factors Affecting Reserve Balances - H.4.1 Money Stock Measures - H.6 Other Yield Curve Models and Data Consumers& Communities Regulations Community Reinvestment Act (CRA) All Regulations SupervisionÂ & Enforcement CA Letters Enforcement Actions Independent Foreclosure Review Community Development Housing and Neighborhood Revitalization Small Business and Entrepreneurship Employment and Workforce Development Community Development Finance Rural Community and Economic Development Conferences ResearchÂ & Analysis Survey of Household Economics and Decisionmaking Research Publications & Data Analysis Community Advisory Council Consumer Resources Mortgage and Foreclosure Resources Federal Reserve Community Development Resources Home News & Events Speeches Speech PDF Please enable JavaScript if it is disabled in your browser or access the information through the links provided below.
2,"From there, I will discuss my views on monetary policy, including the new long-run monetary policy strategy recently announced by the Federal Open Market Committee (FOMC)."
3,The momentum is feeding into many private-sector forecasts that suggest prospects are good for strong economic growth in the United States and other advanced economies over the rest of this year and next.
4,"Incomes and employment are likely to lag below pre-COVID event levels for some time, which would put stress on the finances of many families."
5,"These closures may lead to some longer-term scarring of the economy through lower investment, reduced capacity, and long-term unemployment leading some to drop out of the labor force altogether."
6,The historic collapse in economic activity in March and April will take time to reverse.
7,"For example, the Census Bureau reports that applications by people seeking to start new businesses have surged this summer.2 The median of projections for 2020 by FOMC participants in September showed that both gross domestic product (GDP) and inflation had been revised up significantly from the median in the June projections.3 I expect that robust GDP growth over the rest of this year and in 2021 will lead to strong employment gains and move inflation closer to 2 percent."
8,"Turning now to the labor market, unemployment was still at 8.4 percent in August and the labor force participation rate still down significantly from February."
9,"But the act's unemployment provisions have expired, and most of the businesses that received Paycheck Protection Program (PPP) loans report that they have exhausted those funds.4 In addition, one area where increased understanding of the disease has, in many places, not led to general changes in practice is in the widespread school closures this fall."
10,"Although still unacceptably high, an 8.4 percent unemployment rate represents a considerable improvement from 14.7 percent in April and is already much lower than many thought possible this year.5 By comparison, after the onset of the Great Recession, it took more than two years to reduce unemployment from the peak of 10 percent to 8.4 percent."
11,"However, some indicators point to slower improvement in the job market going forward."
12,"Like employment, consumer spending has been much stronger than expected, even though spending on travel and many other categories of in-person services remains depressed."
13,"Retail sales were extremely strong from May through August, driven by demand for consumer durables such as automobiles, furniture, and home improvement."
14,The strength in the consumer and housing sectors is being supported by Fed action to lower interest rates and support credit availability for creditworthy borrowers.
15,"In addition, the recent high rate of household savings likely represents a significant source of pent-up demand."
16,"Since then, vacancy rates have risen significantly and rents have fallen sharply, putting at risk the high valuations that our May Financial Stability Report flagged as a vulnerability.10 The sharp decrease in output and employment, as well as continued slack in the economy, have put downward pressure on wages and the prices of goods and services affected by the COVID event."
17,The 12-month increase in the price index for personal consumption expenditures (PCE) dropped to about 0.5 percent in April.
18,"Although the recovery since then has helped prices retrace some of those declines, PCE inflation was still only 1 percent for the 12 months ended in July and is likely to end 2020 well below our 2 percent longer-run target.11 Indicators of future inflation do not point to rapid acceleration."
19,"Market measures of inflation expectations decreased sharply earlier this year before recovering to their previous levels recently, and inflation expectations in some surveys of professional forecasters have ticked down."
20,The Committee will be closely watching for a further recovery of inflation and signs that inflation expectations remain well anchored as we set monetary policy.
21,"Monetary Policy, Short Term and Longer Term In the near term, with both employment and inflation significantly short of the FOMC's economic goals, the prescription is for a sustained aggressive use of monetary policy to support the economy."
22,"Taking a step back, beginning in 2019, the FOMC undertook a public review of the conceptual framework for how we approach monetary policy."
23,"And last month, the FOMC updated its Statement on Longer-Run Goals and Monetary Policy Strategy, which I will call the ""consensus statement."
24,I believe the new consensus statement lays out a strategy that is suited to the demands of setting monetary policy in our constantly changing economy.
25,"First, over the past two decades, the prevailing level of interest rates in many advanced economies has declined, leaving central bankers with less room to cut interest rates when the economy slows."
26,"In addition, experience over the past few decades has shown us that the traditionally strong relationship between unemployment and inflation has weakened, perhaps considerably.15 We saw this weakening relationship in the United States, as the robust expansion before the COVID event led to historic and broad-based labor market gains."
27,"Not only did the unemployment rate drop to long-time lows, but the wages of low- and moderate-income workers also accelerated, and unemployment rates for historically disadvantaged groups fell to record lows."
28,"Yet inflation continued to run modestly below our symmetric 2 percent target, for almost the entire period, and long-term interest rates remained very low by historical standards.16 This recent experience in the United States, which has also played out elsewhere, has led to a growing consensus in the economics profession that the relationship between unemployment and inflationâ€”commonly known as the Phillips curveâ€”has flattened."
29,"Therefore, given the considerable benefits that we observed when unemployment fell to very low levels in recent years, the Committee determined that a low unemployment rate, unless accompanied by worrisome developments in inflation or other risks that could impede the attainment of our goals, would not necessitate a policy response."
30,"We capture this change in the revised consensus statement by tying future policy decisions to ""shortfalls of employment from its maximum level"" rather than to ""deviations"" from the maximum level as in the previous statement."
