,sentence
0,"If we include the amount families spend on shelter each month as well as the construction of new houses and apartments, housing generates about 15 cents out of every dollar of economic activity."
1,"I'm pleased to say that the U.S. economy is currently in a good place, and the baseline outlook of participants on the Federal Open Market Committee (FOMC) is for continued moderate growth in gross domestic product (GDP) over the next few years."
2,"Unemployment is the lowest it has been in 50 years, and FOMC participants expect it to remain low."
3,Inflation has been muted and is expected to rise gradually to the FOMC's 2 percent objective.
4,One of the most remarkable features of the current economic expansion has been the vitality and resilience of the U.S. job market.
5,"More than 22 million jobs have been created since the low point for employment at the end of the last downturn, and the pace of job gains has been amazingly consistent."
6,"Let me also add here that, as good as the national numbers for the job market look, things seem even better here in the Kansas City area, where job growth has been steady and the unemployment rate has consistently run around 1 percentage point below the national averageâ€”at last count, it was 2.8 percent."
7,"My colleagues and I at the Federal Reserve pay close attention to developments in the housing sector, in part because it has historically been such an important driver of economic growth."
8,"If we look at the growth of residential fixed investment in periods since World War II that are defined as economic expansions, we see that this broad category has increased at an average rate of around 7 percent per year, faster than the roughly 4 percent pace of GDP growth in those same periods."
9,"The strong economy we are experiencing now has an obvious upside for the housing sector: A robust job market translates into higher incomes, greater confidence, and more people looking to buy a new home or considering whether to make a change from their current home."
10,"Despite the fact that the Fed slashed interest rates and kept them low for many years, many households were underwater on their existing mortgages, with more owed on their housing than their homes were worth, while others were unable to obtain a loan to finance a new purchase."
11,"As a result, housing demand remained very weak for an extended period."
12,"I should add that housing activity is also being supported by interest rates that remain quite low by historical standards, with the fixed rate charged on a 30-year mortgage now below 4 percent, substantially lower than the rates observed just before the last recession."
13,"As you well know, activity in the housing sector is highly sensitive to interest rates and other factors that have a powerful effect on the overall cost of owning a home."
14,"In addition, amid the strong job market of the past few years, we have seen a rise in the rate at which young adults are moving out of their family homes and forming households of their own."
15,"Although the effects may evolve slowly, the higher rate of household formation will eventually result in higher demand for housing and encourage further increases in homebuilding."
16,"In all, the national indicators suggest a positive growth outlook for the housing sector over the next several quarters."
17,"To provide some context, the national data show that the unemployment rate in the private construction industry is now well below the rate we observed in the early 2000s, a time when the housing market was booming."
18,"In addition, the ratio of job vacancies to unemployment in the construction industryâ€”a measure of labor market strengthâ€”shot up to historic highs at the end of 2018, and it has remained near those levels."
19,"I am hopeful that these efforts, along with a continued strong job market, will encourage more people to joinâ€”or, in some cases, rejoinâ€”the construction trades."
20,I expect construction to continue advancing to meet the underlying expansion in housing demand from population growth and the strong economy.
21,"In addition, low interest rates will continue to be a key factor supporting growth in housing activity."
