,sentence
0,"As you know, the latter half of the 1990s was a time of remarkable economic performance, fueled importantly by an investment boom that contributed to rapid growth in labor productivity."
1,"With the sudden drop-off in business demand, inventories began to pile up, and producers cut production of all types of goods in early 2001."
2,"This monetary policy stance, coupled with stimulative fiscal policy, was generally successful."
3,"Even as firms cut employment and stock market losses eroded household wealth throughout 2001 and 2002, household spending was supported by tax cuts, low inflation, and low interest rates."
4,"As a result, the recession in 2001 turned out to be quite shallow, and activity in 2002 recovered modestly even though businesses continued to cut spending on capital and reduce employment throughout 2002."
5,"These developments were supported by a pickup in personal income growth as job losses abated and hourly compensation moved up, as well as by rising stock market and housing wealth."
6,"A marked increase in capital spending in the second half of last year was spurred by significantly improving profits, low interest rates, and investment tax incentives."
7,"Nonetheless, the recovery remained ""jobless"" until the fall, when growth in private employment began to resume."
8,"Output in the first quarter of this year continued to expand at the robust pace of 2003, and employment gains picked up sharply."
9,"However, economic activity hit a soft patch in the late spring: The growth of real gross domestic product slowed to an annual rate of 3-1/4 percent in the second quarter after posting a 4-1/2 percent average pace in the first quarter of this year and over the four quarters of 2003."
10,Economic developments this year have undoubtedly been influenced by the steep run-up in oil prices from about $30 per barrel for West Texas intermediate crude oil in December 2003 to a record level of $55 per barrel this past October.
11,This rise in energy prices clearly has had a negative effect on the real purchasing power of households and has raised business costs.
12,"Nevertheless, the United States is probably less vulnerable to this year's oil price shock than it was to the shocks of the 1970s and early 1980s, both because energy represents a smaller share of household purchases and business input costs than in those earlier periods and because the higher oil prices reflect, in part, stronger growth in the rest of the world, which in turn provides an offset in the form of higher demand for U.S. exports."
13,"In addition, low mortgage rates have helped sustain a high level of demand for new homes, and business investment in equipment and software posted another robust gain, led by a sharp increase in spending on non-high-tech equipment."
14,"Although real incomes continue to be squeezed by significantly higher energy prices, recent spending indicators, including last Friday's retail sales report, suggest that consumption was well maintained in October."
15,"In addition, housing construction and home sales have been maintained at a robust pace in recent months, and recent declines in mortgage rates should continue to support demand."
16,"Business demand for high-tech equipment seems to have softened a little in recent months, judging both from the data on new orders and from industry commentary."
17,"However, business investment on non-high-tech equipment should be buoyed by strong fundamentals, including low interest rates and strong corporate balance sheets, as well as by the partial-expensing provisions of the current tax code, which encourage businesses to accelerate investment spending on longer-lived equipment to take advantage of the temporary tax incentive before it expires at the end of the year."
18,"After slowing this summer, employment on private nonfarm payrolls rose nearly 300,000 in October, about the same as the robust pace reported during the spring of this year."
19,"October's increase was boosted somewhat by a sizable increase in construction employment, which was partly related to rebuilding and cleanup activity following this summer's hurricanes."
20,"That said, recent surveys and the continued, low level of labor force participation suggest that households remain concerned about a lack of employment opportunities, and we will have to wait and see whether this faster pace of hiring can be sustained."
21,"However, unlike the United States, Canada is a net exporter of oil and other commodities and thus has also benefited, on balance, from the sustained rise in oil and other commodity prices this year."
22,"Recent Canadian data are consistent with robust domestic demand growth in the third quarter, and employment gains have recently been strong."
23,"Over time, future improvements along these lines may also support higher demand for imports, which will in part come from the United States."
24,"Turning to the outlook for U.S. inflation, the rise in crude oil prices--coupled with rising margins for gasoline and higher prices for natural gas--contributed to a 25 percent annual rate of increase in consumer energy prices over the first half of the year."
25,"And, although energy prices turned down briefly during the summer as gasoline margins returned to more normal levels, the latest indicators are pointing to significant increases in energy prices again this quarter."
26,"As a result, headline consumer price inflation--as measured by the personal consumption expenditures (PCE) price index--rose at an annual rate of around 2-1/2 percent over the first three quarters of this year, up from 1-3/4 percent in each of the past three years."
27,"Despite the rise in oil prices, core consumer prices have risen at a moderate pace in recent months after picking up early this year from last year's very low rate."
28,"On average, core PCE prices have increased at a 1-1/2 percent annual rate over the first three quarters of this year, up only slightly from a 1-1/4 percent increase over the four quarters of 2003."
29,"As with the real economy, the absence of a more significant effect from oil prices on core inflation reflects, in part, the smaller share of energy in firms' production processes."
30,"But in addition, the Federal Reserve's commitment to low inflation seems to have limited the pass-through of higher energy prices to wages and inflation expectations."
31,"Similarly, surveys of inflation expectations and implied inflation compensation from Treasury indexed security yields suggest that longer-term inflation expectations have been well anchored over this period, and short-term inflation expectations have actually eased on balance since midyear despite the rise in energy prices."
32,"Looking ahead, economic fundamentals are consistent with the U.S. economy posting solid growth over the next year."
