,sentence
0,"Main Menu Toggle Button Sections Search Toggle Button Search Search Submit Button Submit About the Fed Structure of the Federal Reserve System The Fed Explained Board Members Advisory Councils Federal Reserve Banks Federal Reserve Act Currency Board Meetings Board Votes Diversity & Inclusion Careers Do Business with the Board Holidays Observed - K.8 Ethics & Values Contact Requesting Information (FOIA) FAQs Economic Education Fed Financial Statements Innovation News & Events Press Releases Speeches Testimony Calendar Videos Photo Gallery Conferences Monetary Policy Federal Open Market Committee About the FOMC Meeting calendars and information Transcripts and other historical materials FAQs Monetary Policy Principles and Practice Notes Policy Implementation Policy Normalization Policy Tools Reports Monetary Policy Report Beige Book Federal Reserve Balance Sheet Developments Review of Monetary Policy Strategy, Tools, and Communications Overview Supervision & Regulation Institution Supervision Community & Regional Financial Institutions Large Financial Institutions Foreign Banking Organizations Financial Market Utilities Consumer Compliance Reports Federal Reserve Supervision and Regulation Report Reporting Forms All Reporting Forms Recent Updates Information collections under review Financial Statements Applications/structure change Federal Financial Institutions Examination Council (FFIEC) Municipal & Government Securities Supervision & Regulation Letters By Year By Topic Banking Applications & Legal Developments Application Process Board & Reserve Bank Action Enforcement Actions & Legal Developments Regulatory Resources Regulations Manuals Basel Regulatory Framework Volcker Rule Education, Training, and Assistance Banking & Data Structure Beneficial Ownership reports Large Commercial Banks U.S. Offices of Foreign Entities Financial Holding Companies Interstate Branching Securities Underwriting & Dealing Subsidiaries Minority Depository Institutions Financial Stability Financial Stability Assessments About Financial Stability Types of Financial System Vulnerabilities & Risks Monitoring Risk Across the Financial System Proactive Monitoring of Markets & Institutions Financial Stability & Stress Testing Financial Stability Coordination & Actions Responding to Financial System Emergencies Cooperation on Financial Stability Reports Financial Stability Report Payment Systems Regulations & Statutes Regulation CC (Availability of Funds and Collection of Checks) Regulation II (Debit Card Interchange Fees and Routing) Regulation HH (Financial Market Utilities) Other Regulations and Statutes Payment Policies Federal Reserve's Key Policies for the Provision of Financial Services Overnight Overdrafts Payment System Risk Sponsorship for Priority Telecommunication Services Reserve Bank Payment Services & Data Automated Clearinghouse Services Check Services Currency and Coin Services Daylight Overdrafts and Fees FedNowâ„ Service Fedwire Funds Services Fedwire Securities Services Fiscal Agency Services National Settlement Service Financial Market Utilities & Infrastructures Supervision & Oversight of Financial Market Infrastructures Designated Financial Market Utilities International Standards for Financial Market Infrastructures Research, Committees, and Forums Payment Research Federal Reserve Payments Study (FRPS) Payments System Policy Advisory Committee Forums Economic Research Meet the Economists Working Papers and Notes Finance and Economics Discussion Series (FEDS) FEDS Notes International Finance Discussion Papers (IFDP) Data, Models and Tools Economic Research Data FRB/US Model Estimated Dynamic Optimization (EDO) Model Survey of Consumer Finances (SCF) Data Data Download Program Bank Assets and Liabilities Aggregate Reserves of Depository Institutions and the Monetary Base - H.3 Assets and Liabilities of Commercial Banks in the U.S. - H.8 Assets and Liabilities of U.S."
1,Corporations Dealer Financing Terms Senior Credit Officer Opinion Survey on Dealer Financing Terms Exchange Rates and International Data Foreign Exchange Rates - H.10/G.5 International Summary Statistics Securities Holdings and Transactions Statistics Reported by Banks and Other Financial Firms in the United States Structure and Share Data for U.S. Offices of Foreign Banks Financial Accounts Financial Accounts of the United States - Z.1 Household Finance Consumer Credit - G.19 Household Debt Service and Financial Obligations Ratios Mortgage Debt Outstanding Survey of Consumer Finances (SCF) Survey of Household Economics and Decisionmaking Industrial Activity Industrial Production and Capacity Utilization - G.17 Interest Rates Selected Interest Rates - H.15 Micro Data Reference Manual (MDRM) Micro and Macro Data Collections Money Stock and Reserve Balances Factors Affecting Reserve Balances - H.4.1 Money Stock Measures - H.6 Other Yield Curve Models and Data Consumers & Communities Regulations Community Reinvestment Act (CRA) All Regulations SupervisionÂ & Enforcement CA Letters Enforcement Actions Independent Foreclosure Review Community Development Housing and Neighborhood Revitalization Small Business and Entrepreneurship Employment and Workforce Development Community Development Finance Rural Community and Economic Development Conferences ResearchÂ & Analysis Survey of Household Economics and Decisionmaking Research Publications & Data Analysis Community Advisory Council Consumer Resources Mortgage and Foreclosure Resources Federal Reserve Community Development Resources Home News & Events Speeches Speech PDF Please enable JavaScript if it is disabled in your browser or access the information through the links provided below.
2,"August 26, 2022 Monetary Policy and Price Stability Chair Jerome H. Powell At â€œReassessing Constraints on the Economy and Policy,â€ an economic policy symposium sponsored by the Federal Reserve Bank of Kansas City, Jackson Hole, Wyoming Share Watch Live Thank you for the opportunity to speak here today."
3,"At past Jackson Hole conferences, I have discussed broad topics such as the ever-changing structure of the economy and the challenges of conducting monetary policy under high uncertainty."
4,The Federal Open Market Committee's (FOMC) overarching focus right now is to bring inflation back down to our 2 percent goal.
5,Price stability is the responsibility of the Federal Reserve and serves as the bedrock of our economy.
6,"Without price stability, the economy does not work for anyone."
7,"In particular, without price stability, we will not achieve a sustained period of strong labor market conditions that benefit all."
8,The burdens of high inflation fall heaviest on those who are least able to bear them.
9,Restoring price stability will take some time and requires using our tools forcefully to bring demand and supply into better balance.
10,Reducing inflation is likely to require a sustained period of below-trend growth.
11,"While higher interest rates, slower growth, and softer labor market conditions will bring down inflation, they will also bring some pain to households and businesses."
12,These are the unfortunate costs of reducing inflation.
13,But a failure to restore price stability would mean far greater pain.
14,"The U.S. economy is clearly slowing from the historically high growth rates of 2021, which reflected the reopening of the economy following the pandemic recession."
15,"The labor market is particularly strong, but it is clearly out of balance, with demand for workers substantially exceeding the supply of available workers."
16,"Inflation is running well above 2 percent, and high inflation has continued to spread through the economy."
17,"While the lower inflation readings for July are welcome, a single month's improvement falls far short of what the Committee will need to see before we are confident that inflation is moving down."
18,We are moving our policy stance purposefully to a level that will be sufficiently restrictive to return inflation to 2 percent.
19,"In current circumstances, with inflation running far above 2 percent and the labor market extremely tight, estimates of longer-run neutral are not a place to stop or pause."
20,"At some point, as the stance of monetary policy tightens further, it likely will become appropriate to slow the pace of increases."
21,Restoring price stability will likely require maintaining a restrictive policy stance for some time.
22,"Our monetary policy deliberations and decisions build on what we have learned about inflation dynamics both from the high and volatile inflation of the 1970s and 1980s, and from the low and stable inflation of the past quarter-century."
23,The first lesson is that central banks can and should take responsibility for delivering low and stable inflation.
24,"It may seem strange now that central bankers and others once needed convincing on these two fronts, but as former Chairman Ben Bernanke has shown, both propositions were widely questioned during the Great Inflation period.1 Today, we regard these questions as settled."
25,Our responsibility to deliver price stability is unconditional.
26,"It is true that the current high inflation is a global phenomenon, and that many economies around the world face inflation as high or higher than seen here in the United States."
27,"It is also true, in my view, that the current high inflation in the United States is the product of strong demand and constrained supply, and that the Fed's tools work principally on aggregate demand."
28,None of this diminishes the Federal Reserve's responsibility to carry out our assigned task of achieving price stability.
29,There is clearly a job to do in moderating demand to better align with supply.
30,The second lesson is that the public's expectations about future inflation can play an important role in setting the path of inflation over time.
31,"Today, by many measures, longer-term inflation expectations appear to remain well anchored."
32,"But that is not grounds for complacency, with inflation having run well above our goal for some time."
33,"If the public expects that inflation will remain low and stable over time, then, absent major shocks, it likely will."
34,"Unfortunately, the same is true of expectations of high and volatile inflation."
35,"During the 1970s, as inflation climbed, the anticipation of high inflation became entrenched in the economic decisionmaking of households and businesses."
36,"The more inflation rose, the more people came to expect it to remain high, and they built that belief into wage and pricing decisions."
37,"As former Chairman Paul Volcker put it at the height of the Great Inflation in 1979, ""Inflation feeds in part on itself, so part of the job of returning to a more stable and more productive economy must be to break the grip of inflationary expectations."
38,"""2 One useful insight into how actual inflation may affect expectations about its future path is based in the concept of ""rational inattention."
39,"""3 When inflation is persistently high, households and businesses must pay close attention and incorporate inflation into their economic decisions."
40,"When inflation is low and stable, they are freer to focus their attention elsewhere."
41,"Former Chairman Alan Greenspan put it this way: ""For all practical purposes, price stability means that expected changes in the average price level are small enough and gradual enough that they do not materially enter business and household financial decisions."
42,"""4 Of course, inflation has just about everyone's attention right now, which highlights a particular risk today: The longer the current bout of high inflation continues, the greater the chance that expectations of higher inflation will become entrenched."
43,"History shows that the employment costs of bringing down inflation are likely to increase with delay, as high inflation becomes more entrenched in wage and price setting."
44,The successful Volcker disinflation in the early 1980s followed multiple failed attempts to lower inflation over the previous 15 years.
