Unnamed: 0,sentence,label,score
0,"Broad measures of financial conditions had tightened somewhat in recent weeks, with U. S. equity prices lower, the foreign exchange value of the dollar moderately higher, and longer-term Treasury yields up a little.",LABEL_1,0.997876763343811
1,"Market participants pointed to a range of factors contributing to the decline in stock prices, including concerns about the outlook for trade policy both in the United States and abroad, the potential for increased regulatory oversight of U. S. technology companies, and incoming data suggesting some moderation in global economic growth.",LABEL_0,0.9668573141098022
2,"The rise in nominal U. S. Treasury yields was associated with an increase in inflation compensation that, in turn, seemed to reflect a firming in inflation data as well as a notable rise in crude oil prices.",LABEL_1,0.9995972514152527
3,"In large part, this development seemed to reflect a firming in rates on repurchase agreements (repos) that, in turn, had resulted from an increase in Treasury bill issuance and the associated higher demands for repo financing by dealers and others.",LABEL_1,0.9988295435905457
4,"In their discussion of this issue, participants generally agreed that it could become appropriate to make a small technical adjustment in the Federal Reserve's approach to implementing monetary policy by setting the IOER rate modestly below the top of the target range for the federal funds rate.",LABEL_0,0.6153807640075684
5,"A number of participants also suggested that, before too long, the Committee might want to further discuss how it can implement monetary policy most effectively and efficiently when the quantity of reserve balances reaches a level appreciably below that seen in recent years.",LABEL_2,0.92844158411026
6,"Consumer price inflation, as measured by the 12‑month percentage change in the price index for personal consumption expenditures (PCE), was 2 percent in March.",LABEL_1,0.9899113774299622
7,"Survey-based measures of longer-run inflation expectations were, on balance, little changed.",LABEL_2,0.9998257756233215
8,"Total nonfarm payroll employment rose less in March than in the previous two months, but the increase for the first quarter as a whole was solid.",LABEL_1,0.9923509955406189
9,The national unemployment rate remained at 4.,LABEL_2,0.7183108925819397
10,"Similarly, the unemployment rates for African Americans, Asians, and Hispanics were roughly flat, on balance, in recent months.",LABEL_2,0.9996976852416992
11,"The rate of private-sector job openings stayed at an elevated level in February, the rate of quits remained high, and initial claims for unemployment insurance benefits continued to be low through mid-April.",LABEL_1,0.8477128744125366
12,The employment cost index for private workers rose 2.,LABEL_1,0.9893927574157715
13,"Light motor vehicle sales stepped down in the first quarter after a strong fourth-quarter pace that was partly boosted by replacement sales following the fall hurricanes; sales declined in April, but indicators of vehicle demand remained upbeat.",LABEL_2,0.999543309211731
14,"More broadly, key factors that influence consumer spending--including gains in employment and real disposable personal income, along with households' elevated net worth--should continue to support solid real PCE growth in the near term.",LABEL_1,0.9973284006118774
15,"The nominal U. S. international trade deficit widened in February as imports rose briskly, outpacing the increase in exports.",LABEL_1,0.9990049004554749
16,"Preliminary data on trade in goods suggested that the trade deficit narrowed sharply in March, with exports continuing to grow robustly but imports retracing earlier gains.",LABEL_1,0.6982890367507935
17,The Bureau of Economic Analysis estimated that the change in real net exports added slightly to growth of real GDP in the first quarter.,LABEL_2,0.9993866682052612
18,"Total U. S. consumer prices, as measured by the PCE price index, increased 2 percent over the 12 months ending in March.",LABEL_1,0.9976707100868225
19,"Core PCE price inflation, which excludes changes in consumer food and energy prices, was 1.",LABEL_1,0.9678263664245605
20,The consumer price index (CPI) rose 2.,LABEL_1,0.9983495473861694
21,"4 percent over the 12 months ending in March, while core CPI inflation was 2.",LABEL_2,0.5935575366020203
22,"Recent readings on survey-based measures of longer-run inflation expectations--including those from the Michigan survey, the Survey of Professional Forecasters, and the Desk's Survey of Primary Dealers and Survey of Market Participants--were little changed on balance.",LABEL_2,0.9997795224189758
23,Incoming data suggested that foreign economic activity continued to expand at a solid pace.,LABEL_2,0.9491057991981506
24,"Real GDP growth picked up in the first quarter in several emerging market economies (EMEs), including Mexico, China, and some other parts of emerging Asia.",LABEL_2,0.996358335018158
25,"However, incoming data in a number of advanced foreign economies (AFEs)--in particular, real GDP in the United Kingdom--showed somewhat slower growth than market participants were expecting, partly because of transitory factors such as severe weather.",LABEL_2,0.9809057712554932
26,"Overall, inflation in most AFEs and EMEs continued to be subdued, increasing in the AFEs in the first quarter on higher energy prices but stepping down some in the EMEs, partly reflecting lower food prices in some Asian economies.",LABEL_1,0.9692238569259644
27,"Staff Review of the Financial Situation Early in the intermeeting period, uncertainty over trade policy and negative news about the technology sector reportedly contributed to lower prices for risky assets, but these concerns subsequently seemed to recede amid stronger-than-expected corporate earnings reports.",LABEL_2,0.7300065755844116
28,"Equity prices declined, nominal Treasury yields increased modestly, and market-based measures of inflation compensation ticked up on net.",LABEL_2,0.9994829893112183
29,FOMC communications over the intermeeting period were generally viewed by market participants as reflecting an upbeat outlook for economic growth and as consistent with a continued gradual removal of monetary policy accommodation.,LABEL_1,0.9986230134963989
30,"Measures of inflation compensation derived from Treasury Inflation-Protected Securities increased 4 basis points and 7 basis points at the 5- and 5-to-10-year horizons, respectively, against a backdrop of rising oil prices.",LABEL_1,0.989190936088562
31,Option-implied measures of volatility of longer-term interest rates continued to decline over the intermeeting period after their marked increase earlier this year.,LABEL_1,0.9988828301429749
32,"Equity prices declined early in the intermeeting period, reportedly in response to trade tensions between the United States and China as well as negative news about the technology sector.",LABEL_2,0.9997921586036682
33,"However, equity prices subsequently retraced some of the earlier declines as concerns about trade policy seemed to ease and corporate earnings reports for the first quarter of 2018 generally came in stronger than expected.",LABEL_2,0.5954147577285767
34,Longer-term yields in Canada moved up moderately amid notably higher oil prices.,LABEL_2,0.9825844168663025
35,Growth in banks' commercial and industrial (C&I) loans strengthened in March and the first half of April following relatively weak growth in January and February.,LABEL_1,0.9963950514793396
36,CRE loan growth at banks strengthened in March but edged down in the first half of April.,LABEL_2,0.833313524723053
37,"Meanwhile, respondents indicated weaker demand for loans across these three CRE loan categories.",LABEL_0,0.590729832649231
38,"Banks responding to the April SLOOS reported weaker loan demand across most residential real estate (RRE) loan categories, while standards were reportedly about unchanged for most RRE loan types in the first quarter.",LABEL_0,0.6195038557052612
