,sentence
0,"encouragingly, economic growth moved back into positive territory last quarter, in part reflecting a pickup in consumer spending and an increase in residential investment."
1,"however, the unemployment rate has continued to rise, reaching 9.8 percent in september."
2,these declines reflect the fact that weak economic growth can both dampen demand for credit and lead to tighter credit supply conditions.
3,results from the federal reserve's senior loan officer opinion survey on bank lending practices in july indicate that both the availability and demand for bank loans are well below pre-crisis levels.
4,the survey also indicated that demand for consumer and business loans had weakened further.
5,"indeed, decreased loan demand from creditworthy borrowers was the most common explanation given by respondents for the contraction of business loans this year."
6,"as a result, credit losses at banking organizations continued to rise, and banks face risks of sizable additional credit losses given the outlook for production and employment."
7,"in addition, while the year-on-year decline in housing prices slowed in the second quarter, continued adjustments in the housing market suggest that foreclosures and mortgage loss severities are likely to remain elevated."
8,"diminished loan demand, more-conservative underwriting standards in the wake of the crisis, recessionary economic conditions, and a focus on working out problem loans have also limited the degree to which banks have added high-quality loans to their portfolios, an essential step to expanding profitable assets and thus restoring earnings performance."
9,"also of note, many of the failed banks relied heavily on brokered deposit funding to support what had been very strong asset growth."
10,prices of existing commercial properties have already declined substantially from the peak in 2007 and will likely decline further.
11,"as job losses have accelerated, demand for commercial property has declined and vacancy rates have increased."
12,"developers typically depend on the sales of completed projects to repay their outstanding loans, and with prices depressed amid sluggish sales, many developers are finding their ability to service existing construction loans strained."
13,"in addition, the decline in cmbs prices has generated significant stresses on the balance sheets of financial institutions that must mark these securities to market, further limiting their appetite for taking on new cre exposure."
14,"in addition to aggressively easing monetary policy, the federal reserve has established a number of facilities to improve liquidity in financial markets."
15,we have aggressively pursued monetary policy actions and have provided liquidity to help repair the financial system.
