,sentence
0,"the recent performance of the economy, characterized by strong growth and low inflation, has been exceptional--and better than most anticipated."
1,"moreover, our federal reserve banks indicate that economic activity is on the rise, and at a relatively high level, in virtually every geographic region and community of the nation."
2,a net of more than thirteen million jobs has been created since the current period of growth began in the spring of 1991.
3,"as a consequence, the unemployment rate has fallen to 5 percent--its lowest level in almost a quarter century."
4,our whole economy will benefit from their greater productivity.
5,"in contrast to the typical postwar business cycle, measured price inflation is lower now than when the expansion began and has shown little tendency to rebound of late, despite high rates of resource utilization."
6,"in the business sector, producer prices have fallen in each of the past six months."
7,consumers also are enjoying low inflation.
8,"the consumer price index rose at less than a 2 percent annual rate over the first half of the year, down from a little over 3 percent in 1996."
9,"soaring prices in the stock market have been fueled by moderate long-term interest rates and expectations of investors that profit margins and earnings growth will hold steady, or even increase further, in a relatively stable, low-inflation environment."
10,"without question, the exceptional economic situation reflects some temporary factors that have been restraining inflation rates."
11,"the federal reserve has been aware of this possibility in our monetary policy deliberations and, as always, has operated with a view to supplying adequate liquidity to allow the economy to reach its highest potential on a sustainable basis."
12,"if demand were to outrun supply, inflationary imbalances would eventually develop that would tend to undermine the current expansion and inhibit the long-run growth potential of the economy."
13,"because monetary policy works with a significant lag, policy actions are directed at a future that may not be clearly evident in current experience."
14,we moved the federal funds rate higher in march because we perceived the probability of demand outstripping supply to have increased to a point where inaction would have put at risk the solid elements of support that have sustained this expansion and made it so beneficial.
15,"in making such judgments in march and in the future, we need to analyze carefully the various forces that may be affecting the balance of supply and demand in the economy, including those that may be responsible for its exceptional recent behavior."
16,"inflation, output, and technological change in the 1990s many observers, including us, have been puzzled about how an economy, operating at high levels and drawing into employment increasingly less experienced workers, can still produce subdued and, by some measures even falling, inflation rates."
17,"it will, doubtless, be several years before we know with any conviction the full story of the surprisingly benign combination of output and prices that has marked the business expansion of the last six years."
18,"administration and congressional actions to curtail budget deficits have enabled long-term interest rates to move lower, encouraging private efficiency-enhancing capital investment."
19,deregulation in a number of industries has fostered competition and held down prices.
20,"finally, the preemptive actions of the federal reserve in 1994 contained a potentially destabilizing surge in demand, short-circuiting a boom-bust business cycle in the making and keeping inflation low to encourage business innovation."
21,"in february 1996, i raised before this committee a hypothesis tying together technological change and cost pressures that could explain what was even then a puzzling quiescence of inflation."
22,"purchases of computer and telecommunications equipment have risen at a more than 14 percent annual rate since early 1993 in nominal terms, and at an astonishing rate of nearly 25 percent in real terms, reflecting the fall in the prices of this equipment."
23,presumably companies have come to perceive a significant increase in profit opportunities from exploiting the improved productivity of these new technologies.
24,it is premature to judge definitively whether these business perceptions are the harbinger of a more general and persistent improvement in productivity.
25,"supporting this possibility, productivity growth, which often suffers as business expansions mature, has not followed that pattern."
26,"in addition, profit margins remain high in the face of pickups in compensation growth, suggesting that businesses continue to find new ways to enhance their efficiency."
27,"nonetheless, although the anecdotal evidence is ample and manufacturing productivity has picked up, a change in the underlying trend is not yet reflected in our conventional data for the whole economy."
28,"but even if the perceived quicker pace of application of our newer technologies turns out to be mere wheel-spinning rather than true productivity advance, it has brought with it a heightened sense of job insecurity and, as a consequence, subdued wage gains."
29,"as i pointed out here last february, polls indicated that despite the significant fall in the unemployment rate, the proportion of workers in larger establishments fearful of being laid off rose from 25 percent in 1991 to 46 percent by 1996."
30,nor should it have been unexpected that the number of workers voluntarily leaving their jobs to seek other employment has not risen in this period of tight labor markets.
31,"but increases in the employment cost index still trail behind what previous relationships to tight labor markets would have suggested, and a lingering sense of fear or uncertainty seems still to pervade the job market, though to a somewhat lesser extent."
32,"however, it is one thing to believe that the economy, indeed the job market, will do well overall, but quite another to feel secure about one's individual situation, given the accelerated pace of corporate restructuring and the heightened fear of skill obsolescence that has apparently characterized this expansion."
33,the combination in recent years of subdued compensation per hour and solid productivity advances has meant that unit labor costs of nonfinancial corporations have barely moved.
34,"hence, a significant part of the measured price increase over that period was attributable to a rise in profit margins, unusual well into a business expansion."
35,"rising margins are further evidence suggesting that productivity gains have been unexpectedly strong; in these situations, real labor compensation usually catches up only with a lag."
36,"while accelerated technological change may well be an important element in unraveling the current economic puzzle, there have been other influences at play as well in restraining price increases at high levels of resource utilization."
37,the strong dollar of the last two years has pared import prices and constrained the pricing behavior of domestic firms facing import competition.
38,"increased deregulation of telecommunications, motor and rail transport, utilities, and finance doubtless has been a factor restraining prices, as perhaps has the reduced market power of labor unions."
39,"certainly, changes in the health care industry and the pricing of health services have greatly contributed to holding down growth in the cost of benefits, and hence overall labor compensation."
40,"many of these forces are limited or temporary, and their effects can be expected to diminish, at which time cost and price pressures would tend to reemerge."
41,"the effects of an increased rate of technological change might be more persistent, but they too could not permanently hold down inflation if the federal reserve allows excess liquidity to flood financial markets."
42,"i have noted to you before the likelihood that at some point workers might no longer be willing to restrain wage gains for added security, at which time accelerating unit labor costs could begin to press on profit margins and prices, should monetary policy be too accommodative."
43,an expected result of the widespread and effective application of information and other technologies would be a significant increase in productivity and reduction in business costs.
44,"we do not now know, nor do i suspect can anyone know, whether current developments are part of a once or twice in a century phenomenon that will carry productivity trends nationally and globally to a new higher track, or whether we are merely observing some unusual variations within the context of an otherwise generally conventional business cycle expansion."
45,"the recent improvement in productivity could be just transitory, an artifact of a temporary surge in demand and output growth."
46,"in view of the slowing in growth in the second quarter and the more moderate expansion widely expected going forward, data for profit margins on domestic operations and productivity from the second quarter on will be especially relevant in assessing whether recent improvements are structural or cyclical."
47,"whatever the trend in productivity and, by extension, overall sustainable economic growth, from the federal reserve's point of view, the faster the better."
