,sentence
0,the economy appears to have emerged around the middle of last year from an extended stretch of subpar growth and entered a period of more vigorous expansion.
1,"aided by tax cuts, low interest rates, and rising wealth, household spending continued to post sizable gains last year."
2,"although real gdp is not likely to continue advancing at the same pace as in the second half of 2003, recent data indicate that growth of activity has remained robust thus far this year."
3,"and importantly, the latest employment figures suggest that businesses are becoming more willing to add to their workforces, with the result that the labor market now appears to be gradually improving after a protracted period of weakness."
4,"looking forward, the prospects for sustaining solid economic growth in the period ahead are good."
5,"monetary policy remains quite accommodative, with short-term real interest rates still close to zero."
6,"when aggregate demand accelerated in the second half of 2003, the pace of job cuts slowed."
7,"but because of the newfound improvements in the efficiency of their operations, firms were able to meet increasing demand without adding many new workers."
8,"as the opportunities to enhance efficiency from the capital investments of the late 1990s inevitably become scarcer, productivity growth will doubtless slow from its recent phenomenal pace."
9,"and, if demand continues to firm, companies will ultimately find that they have no choice but to increase their workforces if they are to address growing backlogs of orders."
10,"in such an environment, the pace of hiring should pick up on a more sustained basis, bringing with it larger persistent increases in net employment than those prevailing until recently."
11,"in march of this year, about 85,000 jobless individuals per week exhausted their unemployment insurance benefits--more than double the 35,000 per week in september 2000."
12,"moreover, the average duration of unemployment increased from twelve weeks in september 2000 to twenty weeks in march of this year."
13,most of the recent increases in productivity have been reflected in a sharp rise in the pretax profits of nonfinancial corporations from a very low 7 percent share of that sector's gross value added in the third quarter of 2001 to a high 12 percent share in the fourth quarter of last year.
14,"that shift, coupled with further gains in employment, should cause labor's share of income to begin to rise toward historical norms."
15,such a process need not add to inflation pressures.
16,"should such an acceleration of costs persist, however, higher price inflation would inevitably follow."
17,"the pace of economic expansion here and abroad is evidently contributing to some price pressures at earlier stages of the production process and in energy markets, and the decline in the dollar's exchange rate has fostered a modest firming of core import prices."
18,"more broadly, however, although the recent data suggest that the worrisome trend of disinflation presumably has come to an end, still-significant productivity growth and a sizable margin of underutilized resources, to date, have checked any sustained acceleration of the general price level and should continue to do so for a time."
19,"moreover, the initial effect of a slowing of productivity growth is more likely to be an easing of profit margins than an acceleration of prices."
20,"as i have noted previously, the federal funds rate must rise at some point to prevent pressures on price inflation from eventually emerging."
