,sentence
0,"when in late april i last reviewed the economic outlook before this committee, full-scale military operations in iraq had concluded, and there were signs that some of the impediments to brisker growth in economic activity in the months leading up to the conflict were beginning to lift."
1,"stock prices had risen, risk spreads on corporate bonds had narrowed, oil prices had dropped sharply, and measures of consumer sentiment appeared to be on the mend."
2,"in the months since, some of the residual war-related uncertainties have abated further and financial conditions have turned decidedly more accommodative, supported, in part, by the federal reserve's commitment to foster sustainable growth and to guard against a substantial further disinflation."
3,"yields across maturities and risk classes have posted marked declines, which together with improved profits boosted stock prices and household wealth."
4,"if the past is any guide, these domestic financial developments, apart from the heavy dose of fiscal stimulus now in train, should bolster economic activity over coming quarters."
5,but incoming data on employment and aggregate output remain mixed.
6,"continued global uncertainties and economic weakness abroad, particularly among some of our major trading partners, also have extended the ongoing softness in the demand for u.s. goods and services."
7,"when the federal open market committee (fomc) met last month, with the economy not yet showing convincing signs of a sustained pickup in growth, and against the backdrop of our concerns about the implications of a possible substantial decline in inflation, we elected to ease policy another quarter-point."
8,"in the judgment of the committee, policy accommodation aimed at raising the growth of output, boosting the utilization of resources, and warding off unwelcome disinflation can be maintained for a considerable period without ultimately stoking inflationary pressures."
9,* * * the prospects for a resumption of strong economic growth have been enhanced by steps taken in the private sector over the past couple of years to restructure and strengthen balance sheets.
10,"these changes, assisted by improved prices in asset markets, have left households and businesses better positioned than they were earlier to boost outlays as their wariness about the economic environment abates."
11,"on the asset side of the balance sheet, the decline in longer-term interest rates and diminished perceptions of credit risk in recent months have provided a substantial lift to the market value of nearly all major categories of household assets."
12,"most notably, historically low mortgage interest rates have helped to propel a solid advance in the value of the owner-occupied housing stock."
13,"and the lowered rate at which investors discount future business earnings has contributed to the substantial appreciation in broad equity price indexes this year, reversing a portion of their previous declines."
14,"on the liability side of the balance sheet, despite the significant increase in debt encouraged by higher asset values, lower interest rates have facilitated a restructuring of existing debt."
15,"households have taken advantage of new lows in mortgage interest rates to refinance debt on more favorable terms, to lengthen debt maturity, and, in many cases, to extract equity from their homes to pay down other higher-cost debt."
16,additions to net worth have largely reflected capital gains both from financial investments and from home price appreciation.
17,significant balance-sheet restructuring in an environment of low interest rates has gone far beyond that experienced in the past.
18,"this enhanced capacity doubtless added significant support to consumer markets during the past three years as numerous shocks--a stock price fall, 9/11, and the iraq war--pummeled consumer sentiment."
19,"* * * much like households, businesses have taken advantage of low interest rates to shore up their balance sheets."
20,"but should firms begin to perceive that the pickup in demand is durable, they doubtless would be more inclined to increase hiring and production, replenish depleted inventories, and bring new capital on line."
21,"the favorable productivity trend of recent years, if continued, would certainly bode well for future profitability."
22,it has been unusual that firms have been able to achieve consistently strong gains in productivity when the overall performance of the economy has been so lackluster.
23,"to some extent, companies under pressure to cut costs in an environment of still-tepid sales growth and an uncertain economic outlook might be expected to search aggressively for ways to employ resources more efficiently."
24,"however, one consequence of these improvements in efficiency has been an ability of many businesses to pare existing workforces and still meet increases in demand."
25,"indeed, with the growth of real output below that of labor productivity for much of the period since 2000, aggregate hours and employment have fallen, and the unemployment rate rose last month to 6.4 percent of the civilian labor force."
26,"* * * although forward-looking indicators are mostly positive, downside risks to the business outlook are also apparent, including the partial rebound in energy costs and some recent signs that aggregate demand may be flagging among some of our important trading partners."
27,"oil prices, after dropping sharply in march on news that the iraqi oil fields had been secured, have climbed back above $30 per barrel as market expectations for a quick return of iraqi production appear to have been overly optimistic given the current security situation."
28,also worrisome is the rise in natural gas prices.
29,the timing and extent of the pickup in economic activity in the united states will also depend on global developments.
30,lethargic growth among many of our important global trading partners is posing some downside risk to the u.s. economic outlook.
31,economic activity in many european countries--especially germany--has been soft of late and has been accompanied by a decline in inflation to quite low levels.
32,* * * inflation developments have been important in shaping the economic outlook and the stance of policy over the first half of the year.
33,"with the economy operating below its potential for much of the past two years and productivity growth proceeding apace, measures of core consumer prices have decelerated noticeably."
34,"allowing for known measurement biases, these inflation indexes have been in a neighborhood that corresponds to effective price stability--a long-held goal assigned to the federal reserve by the congress."
35,"but we can pause at this achievement only for a moment, mindful that we face new challenges in maintaining price stability, specifically to prevent inflation from falling too low."
36,a very low inflation rate increases the risk that an adverse shock to the economy would be more difficult to counter effectively.
37,"indeed, there is an especially pernicious, albeit remote, scenario in which inflation turns negative against a backdrop of weak aggregate demand, engendering a corrosive deflationary spiral."
38,"indeed, a decade ago, most economists would have dismissed the possibility that a government issuing a fiat currency would ever produce too little inflation."
39,"however, given the now highly stimulative stance of monetary and fiscal policy and well-anchored inflation expectations, the committee concluded that economic fundamentals are such that situations requiring special policy actions are most unlikely to arise."
