,sentence
0,let me start by saying that my colleagues and i strongly support the goals of maximum employment and price stability that congress has set for monetary policy.
1,today i will discuss the outlook for the economy and monetary policy.
2,"but it also reflects weakness in business investment, which is being restrained by sluggish growth abroad and trade developments."
3,"in contrast, household consumption has continued to rise solidly, supported by a healthy job market, rising incomes, and favorable levels of consumer confidence."
4,the unemployment rate was 3.6 percent in octoberâ€”near a half-century low.
5,"significant differences, however, persist across different groups of workers and different areas of the country: unemployment rates for african americans and hispanics are still well above the jobless rates for whites and asians, and the proportion of the people with a job is lower in rural communities."
6,inflation continues to run below the federal open market committee's (fomc) symmetric 2 percent objective.
7,"the total price index for personal consumption expenditures (pce) increased 1.3 percent over the 12 months ending in september, held down by declines in energy prices."
8,"core pce inflation, which excludes food and energy prices and tends to be a better indicator of future inflation, was 1.7 percent over the same period."
9,"looking ahead, my colleagues and i see a sustained expansion of economic activity, a strong labor market, and inflation near our symmetric 2 percent objective as most likely."
10,"in particular, sluggish growth abroad and trade developments have weighed on the economy and pose ongoing risks."
11,"moreover, inflation pressures remain muted, and indicators of longer-term inflation expectations are at the lower end of their historical ranges."
12,persistent below-target inflation could lead to an unwelcome downward slide in longer-term inflation expectations.
13,we will continue to monitor these developments and assess their implications for u.s. economic activity and inflation.
14,"monetary policy over the past year, weakness in global growth, trade developments, and muted inflation pressures have prompted the fomc to adjust its assessment of the appropriate path of interest rates."
15,the committee took these actions to help keep the u.s. economy strong and inflation near our 2 percent objective and to provide some insurance against ongoing risks.
16,"as monetary policy operates with a lag, the full effects of these adjustments on economic growth, the job market, and inflation will be realized over time."
17,"we see the current stance of monetary policy as likely to remain appropriate as long as incoming information about the economy remains broadly consistent with our outlook of moderate economic growth, a strong labor market, and inflation near our symmetric 2 percent objective."
18,"nonetheless, the current low interest rate environment may limit the ability of monetary policy to support the economy."
19,"we are currently conducting a public review of our monetary policy strategy, tools, and communicationsâ€”the first of its kind for the fed."
20,"with the u.s. economy operating close to maximum employment and price stability, now is an especially opportune time to conduct such a review."
21,we will draw on these insights as we assess how best to achieve and maintain maximum employment and price stability.
22,"however, as noted in the congressional budget office's recent long-term budget outlook, the federal budget is on an unsustainable path, with high and rising debt: over time, this outlook could restrain fiscal policymakers' willingness or ability to support economic activity during a downturn.1 in addition, i remain concerned that high and rising federal debt can, in the longer term, restrain private investment and, thereby, reduce productivity and overall economic growth."
23,i will conclude with a few words on the technical implementation of monetary policy.
24,"in january, the fomc made the key decision to continue to implement monetary policy in an ample-reserves regime."
25,these actions are purely technical measures to support the effective implementation of monetary policy as we continue to learn about the appropriate level of reserves.
26,they do not represent a change in the stance of monetary policy.
