,sentence
0,"conditions in credit marketsas chairman bernanke noted in presenting the board's most recent monetary policy testimony to congress in february, the u.s. economy is undergoing a severe contraction."
1,"since 1953, the inflation-adjusted growth rate of debt owed by households and nonfinancial businesses has fallen, on average, about 2 percentage points at an annual rate in the year following a business cycle peak (as dated by the national bureau of economic research, or nber)."
2,"the inflation-adjusted slowdown in debt growth during the past year has been much more pronounced than in previous downturns: annualized debt growth for households and nonfinancial businesses in the fourth quarter of 2008 (the most up-to-date reading) was, adjusted for inflation, about 7 percentage points slower than it was during the nber-designated peak in the fourth quarter of 2007."
3,the slowdown in debt growth has differed by type of borrower.
4,"for example, after increasing nearly 6 percent in the fourth quarter of 2007 (unadjusted for inflation), home mortgage debt declined at an annual rate of 1.5 percent in the fourth quarter of last year."
5,"among businesses, growth in debt for nonfinancial corporations slowed from a 12.5 percent annual rate in the fourth quarter of 2007 to a 1.5 percent annual rate in the fourth quarter of last year."
6,the slowdown in debt growth for this sector is also more substantial than has been experienced in past recessions.
7,the increase in bank lending for the year as a whole was below the roughly 10 percent pace of growth seen in both 2006 and 2007.
8,"in addition, the freeze-up of the securitization markets likely contributed to banks' balance sheet growth."
9,"respondents also indicated that demand for loans from both businesses and households continued to weaken, on balance, over the survey period."
10,"among the few respondents that saw an increase in loan demand over the previous three months, all indicated that business borrowing had shifted to their bank from other bank or nonbank sources because the other sources had become less attractive."
11,"stepping back, it is now clear that in recent years banking and financial markets experienced a period in which risk was generally under-priced and where credit was too freely available."
12,the realization by many market participants that risks were larger than anticipated has contributed to the decline in prices for financial assets.
13,"in discussing federal reserve actions, i will first summarize monetary policy actions and those related to liquidity provision, and then highlight our supervisory actions."
14,"monetary policy and liquidity provisionin terms of monetary policy, the federal reserve has been aggressive."
15,"as you know, the federal open market committee (fomc) began to ease monetary policy in september 2007, and in december 2008, the committee set a range of 0 to 25 basis points for the target federal funds rate."
16,"we have also employed additional tools to ease financial conditions, improve the functioning of credit markets, and thereby support economic activity."
17,"to improve mortgage market functioning and support housing markets and economic activity more broadly, the federal reserve has begun to purchase large amounts of agency debt and mortgage-backed securities, and we recently announced substantial additional purchases of such securities through year-end."
18,we have aggressively pursued monetary policy actions and provided liquidity to help repair the financial system.
