,sentence
0,"pressures in short-term funding markets have eased considerably, broad stock price indexes have increased, risk spreads on corporate bonds have narrowed, and credit default swap spreads for many large bank holding companies, a measure of perceived riskiness, have declined."
1,"economic growth appears to have moved back into positive territory last quarter, in part reflecting a pickup in consumer spending and a slight increase in residential investment--two components of aggregate demand that had dropped to very low levels earlier in the year."
2,"however, the unemployment rate has continued to rise, reaching 9.8 percent in september, and is unlikely to improve materially for some time."
3,these declines reflect the fact that weak economic growth can both damp demand for credit and lead to tighter credit supply conditions.
4,the results from the federal reserve's senior loan officer opinion survey on bank lending practices indicate that both the availability and demand for bank loans are well below pre-crisis levels.
5,the survey also indicates that demand for consumer and business loans has remained weak.
6,"indeed, decreased loan demand from creditworthy borrowers was the most common explanation given by respondents for the contraction of business loans this year."
7,"taking a longer view of cycles since world war ii, changes in debt flows have tended to lag behind changes in economic activity."
8,"credit losses at banking organizations continued to rise through the second quarter of this year, and banks face risks of sizable additional credit losses given the outlook for production and employment."
9,"in addition, while the decline in housing prices slowed in the second quarter, continued adjustments in the housing market suggest that foreclosures and mortgage loan loss severities are likely to remain elevated."
10,"moreover, prices for both existing commercial properties and for land, which collateralize commercial and residential development loans, have declined sharply in the first half of this year, suggesting that banks are vulnerable to significant further deterioration in their cre loans."
11,"diminished loan demand, more-conservative underwriting standards in the wake of the crisis, recessionary economic conditions, and a focus on working out problem loans have also limited the degree to which banks have added high quality loans to their portfolios, an essential step to expanding profitable assets and thus restoring earnings performance."
12,"current conditions in commercial real estate markets prices of existing commercial properties are estimated to have declined 35 to 40 percent since their peak in 2007, and market participants expect further declines."
13,"demand for commercial property has declined as job losses have accelerated, and vacancy rates have increased."
14,"developers typically depend on the sales of completed projects to repay their outstanding loans, and with the volume of property sales at especially low levels and with prices depressed, the ability to service existing construction loans has been severely impaired."
15,increases in credit risk have significantly softened demand in the secondary trading markets for all but the most highly rated tranches of these securities.
16,"in addition, the decline in cmbs prices has generated significant stresses on the balance sheets of financial institutions that must mark these securities to market, further limiting their appetite for taking on new cre exposure."
17,"in addition to aggressively easing monetary policy, the federal reserve has established a number of facilities to improve liquidity in financial markets."
18,an outgrowth of the scap was a renewed focus by supervisors on institutions' own ability to assess their capital adequacy--specifically their ability to estimate capital needs and determine available capital resources during very stressful periods.
19,"for instance, if a firm cannot demonstrate a strong ability to estimate capital needs, then supervisors will place less credence on the firm's own internal capital results and demand higher capital cushions, among other things."
20,"the deterioration in production and employment, in turn, exacerbated problems for the financial sector."
