,sentence
0,"beginning in march, the virus and the forceful measures taken to control its spread induced a sharp decline in economic activity and a surge in job losses."
1,"the arrival of the pandemic gave rise to tremendous strains in some essential financial markets, impairing the flow of credit in the economy and threatening an even greater weakening of economic activity and loss of jobs."
2,"as the economy reopens, incoming data are beginning to reflect a resumption of economic activity: many businesses are opening their doors, hiring is picking up, and spending is increasing."
3,"employment moved higher, and consumer spending rebounded strongly in may."
4,"while this bounceback in economic activity is welcome, it also presents new challengesâ€”notably, the need to keep the virus in check."
5,output and employment remain far below their pre-pandemic levels.
6,the federal reserve's response to these extraordinary developments has been guided by our mandate to promote maximum employment and stable prices for the american people as well as our role in fostering the stability of the financial system.
7,"in discussing the actions we have taken, i will begin with monetary policy."
8,"in march, we lowered our policy interest rate to near zero, and we expect to maintain interest rates at this level until we are confident that the economy has weathered recent events and is on track to achieve our maximum-employment and price-stability goals."
9,these markets are critical to the overall functioning of the financial system and to the transmission of monetary policy to the broader economy.
10,"to sustain smooth market functioning and thereby foster the effective transmission of monetary policy to broader financial conditions, we will increase our holdings of treasury securities and agency mbs over the coming months at least at the current pace."
11,"in effect, creditworthy households, businesses, and state and local governments were unable to borrow at reasonable rates and other terms, which would have further reduced economic activity."
12,"to support the longer-term financing that is critical to economic activity, the federal reserve, in cooperation with the department of the treasury and using equity provided for that purpose under the cares act, announced a number of emergency lending facilities under section 13(3) of the federal reserve act."
13,these facilities are designed to ensure that credit would flow to borrowers and thus support economic activity.
14,"and we are now disclosing and will continue to disclose, on a monthly basis, names and details of participants in each facility; amounts borrowed and interest rate charged; and overall costs, revenues, and fees for each of these facilities."
