Unnamed: 0,sentence,label,score
0,"While the payment of interest on reserves seemed to be helpful in mitigating downward pressure on the funds rate, a number of institutions evidently were willing to sell funds at interest rates below that paid on excess reserve balances.",LABEL_0,0.9977572560310364
1,"Going forward, however, the interest rate on excess reserve balances could be adjusted, and it might establish a more effective floor on the federal funds rate over time as more depository institutions revise their strategies in the federal funds market in light of the payment of interest on reserves.",LABEL_0,0.9427011013031006
2,"In this environment, investors pulled back from risk-taking, funding markets for terms beyond overnight largely ceased to function at times, credit risk spreads rose sharply, and equity prices registered steep declines.",LABEL_0,0.9985634684562683
3,The labor market weakened further in September as private payrolls fell at a faster pace than earlier in the year and the unemployment rate remained above 6 percent.,LABEL_1,0.7898350954055786
4,"The housing market remained weak, with construction activity, new home sales, and home prices falling further.",LABEL_0,0.9982309937477112
5,"Headline consumer inflation measures, pulled down by declines in consumer energy prices, moderated in August and September.",LABEL_0,0.9867256283760071
6,Core consumer inflation measures also eased somewhat in these two months.,LABEL_0,0.9221824407577515
7,"According to the September labor market report, the unemployment rate remained at 6.",LABEL_1,0.9886582493782043
8,"1 percent, but private payroll employment fell faster than the average pace earlier in the year.",LABEL_0,0.9891200661659241
9,"The manufacturing, construction, and temporary help industries continued to experience sizable losses in employment; meanwhile, retail trade and financial services registered larger declines than earlier in the year.",LABEL_0,0.9989657402038574
10,"The average workweek and aggregate hours declined in September, and weekly unemployment insurance claims continued to rise in October.",LABEL_1,0.9916661977767944
11,"The pace of high-tech equipment production slowed in the third quarter relative to its rate in the first half of the year, reportedly in part because tight credit conditions were restraining demand.",LABEL_0,0.817518949508667
12,Available information suggested that demand and production in this sector were likely to remain relatively subdued over the coming months.,LABEL_2,0.9893876910209656
13,"Motor vehicle sales fell back to their very low July pace, and preliminary reports indicated that the slump continued into October, as tighter credit conditions were restraining demand.",LABEL_0,0.9990348219871521
14,"Real disposable income, excluding the effects of tax rebates and the emergency unemployment benefits, was little changed in July and August from the second-quarter average.",LABEL_2,0.9945024251937866
15,"Tight conditions in mortgage markets continued to restrain housing demand, especially for borrowers needing nonconforming mortgages.",LABEL_0,0.9992302656173706
16,Several indexes indicated that house prices declined substantially over the 12 months through August.,LABEL_0,0.9967595338821411
17,"The U. S. international trade deficit narrowed in August, with a decline in the value of imports more than offsetting a fall in the value of exports of goods and services.",LABEL_0,0.6667996644973755
18,"A drop in the value of petroleum imports, which reflected both lower volumes and a decrease in prices, exceeded an increase in non-oil imports that was driven by a rise in imports of consumer goods and industrial supplies.",LABEL_1,0.9951234459877014
19,"The data for the advanced foreign economies during the intermeeting period generally suggested that economic activity was weakening further, and confidence indicators in these areas declined as the financial crisis worsened.",LABEL_0,0.9989811778068542
20,"Headline inflation continued to be elevated in many economies, but the most recent consumer price indexes for Japan and for the euro area suggested some deceleration in prices.",LABEL_2,0.9481145143508911
21,Real GDP growth in China moved down in the third quarter.,LABEL_0,0.9758952856063843
22,"Headline inflation in emerging market economies eased, reflecting falling oil and food prices.",LABEL_0,0.9954398274421692
23,"Headline consumer prices in the United States were estimated to have risen only modestly in September, extending the recent moderation of overall inflation following the rapid increases earlier in the year.",LABEL_2,0.9973408579826355
24,"Consumer energy prices fell for the second consecutive month, while retail food prices continued to climb at a rapid pace, boosted by the substantial run-up in farm commodity prices through midyear.",LABEL_1,0.9982390403747559
25,"Core consumer price inflation rose somewhat during the third quarter, reflecting the pass-through of previous increases in the costs of energy and materials and import prices.",LABEL_1,0.9990871548652649
26,"Those upward price pressures diminished recently: Prices of oil and other commodities fell sharply over the intermeeting period, and non-oil import prices as well as producer prices of intermediate materials excluding food and energy declined in September.",LABEL_0,0.9963678121566772
27,Some survey measures of inflation expectations declined during the period.,LABEL_0,0.9988831281661987
28,"Economic growth appeared to have slowed recently, which partly reflected a softening of household spending.",LABEL_0,0.9950894117355347
29,"Tight credit conditions, the ongoing housing contraction, and some slowing in export growth were likely to weigh on economic growth over the next few quarters.",LABEL_0,0.9992090463638306
30,"The Committee stated that, over time, the substantial easing of monetary policy, combined with ongoing measures to foster market liquidity, should help promote moderate economic growth.",LABEL_0,0.9990389943122864
31,"Inflation had been high, spurred by the earlier increases in the prices of energy and some other commodities.",LABEL_1,0.9959846138954163
32,"The Committee expected inflation to moderate later this year and next year, but the inflation outlook remained highly uncertain.",LABEL_2,0.9970075488090515
33,The downside risks to growth and the upside risks to inflation were both of significant concern to the Committee.,LABEL_1,0.9027092456817627
34,The Committee indicated that it would continue to monitor economic and financial developments carefully and would act as needed to promote sustainable economic growth and price stability.,LABEL_1,0.9976878762245178
35,"Yields on short-term nominal Treasury coupon securities declined over the intermeeting period, reportedly as a result of substantial flight-to-quality flows and heightened demand for liquidity.",LABEL_0,0.9917659163475037
36,"Yields on longer-term inflation-indexed Treasury securities, which are relatively illiquid, rose more sharply than did those on nominal securities.",LABEL_1,0.9982160329818726
37,"Measures of inflation compensation based on differences between nominal and inflation-indexed Treasury yields were quite volatile over the intermeeting period and, because of shifting liquidity premiums, likely provided less information than usual concerning inflation expectations or inflation uncertainty.",LABEL_2,0.9979033470153809
38,The demand for commercial paper declined as prime money market mutual funds experienced large net outflows after the net asset value of one such fund fell below $1 per share.,LABEL_2,0.9983974099159241
39,"Amid strong flows into government-only money market mutual funds, the demand for short-dated Treasury bills rose, and these securities traded with very low yields despite sizable new issuance during the period.",LABEL_0,0.9986069798469543
40,"Partly because of high demand for Treasury securities, the overnight repo rate for Treasury general collateral was near zero for much of the period, and failures to deliver Treasury securities reached record highs.",LABEL_0,0.9993152022361755
41,"However, conditions deteriorated in the secondary market for syndicated leveraged loans, with prices falling to new lows and bid-asked spreads widening notably.",LABEL_0,0.8511061668395996
42,"Broad equity price indexes declined sharply over the intermeeting period, and option-implied volatility on the S&P 500 index rose well above its previous record high.",LABEL_1,0.9230374097824097
43,"This development and the related erosion of the economic outlook and reduction in inflationary pressures led many central banks to reduce their policy rates, including in the internationally coordinated action announced on October 8.",LABEL_0,0.9989199638366699
44,"In addition, to address the sizable demand for dollar funding in foreign jurisdictions, the FOMC authorized the expansion of its existing swap lines with the European Central Bank and Swiss National Bank; by the end of the intermeeting period, the formal quantity limits on these lines had been eliminated.",LABEL_0,0.9984943866729736
45,"The Term Securities Lending Facility (TSLF) auctions conducted over the intermeeting period had very high demand; in addition, dealers exercised most of the options for TSLF loans spanning the September quarter-end.",LABEL_0,0.5090864300727844
46,"Initially, the interest rate on required reserves was set at the average target federal funds rate over each reserve maintenance period less 10 basis points, while the rate on excess reserves was set at the lowest target federal funds rate over each reserve maintenance period less 75 basis points.",LABEL_0,0.7868298888206482
47,"In the forecast prepared for the meeting, the staff lowered its projection for economic activity in the second half of 2008 as well as in 2009 and 2010.",LABEL_0,0.9975894093513489
48,"Although futures markets pointed to a lower trajectory for oil prices than at the time of the September meeting, real activity was expected to be restrained by further contraction in residential investment, reduced household wealth, continued tight credit conditions, and a deterioration of foreign economic performance.",LABEL_0,0.9993078112602234
49,"In 2010, real GDP growth was expected to pick up to near the rate of potential growth, as the restraints on household and business spending from the financial market tensions were anticipated to begin to ease and the contraction in the housing market to come to an end.",LABEL_2,0.9786297678947449
50,"With growth below its potential rate for an extended period, the unemployment rate was expected to rise significantly through early 2010.",LABEL_1,0.7636209726333618
51,"The staff reduced its forecast for both core and overall PCE inflation, as the disinflationary effects of the receding cost pressures of energy, materials, and import prices and of resource slack were expected to be greater than at the time of the September FOMC meeting.",LABEL_1,0.9244207143783569
52,Core inflation was projected to slow considerably in 2009 and then to edge down further in 2010.,LABEL_0,0.9986012578010559
53,"In conjunction with this FOMC meeting, all participants--that is, Federal Reserve Board members and Reserve Bank presidents--provided annual projections for economic growth, the unemployment rate, and inflation for the period 2008 through 2011.",LABEL_2,0.9993005394935608
54,"In their discussion of the economic situation and outlook, FOMC meeting participants indicated that the worsening financial situation, the slowdown in growth abroad, and incoming information on economic activity had led them to mark down significantly their outlook for growth.",LABEL_0,0.9993318319320679
55,"While economic activity had evidently already been slowing over the summer, the turmoil in recent weeks had apparently resulted in tighter financial conditions and greater uncertainty among businesses and households about economic prospects, further limiting their ability and willingness to make significant spending commitments.",LABEL_0,0.9989025592803955
