,sentence
0,"the committee then turned to a discussion of the economic and financial outlook, the ranges for the growth of money and debt in 1999 and 2000, and the implementation of monetary policy over the intermeeting period ahead."
1,"the information reviewed at this meeting suggested that economic activity continued to expand vigorously, though at a somewhat slower pace than earlier in the year."
2,"labor markets remained very tight, and recent wage and price increases had been a little larger on balance; nonetheless, longer-term inflation trends continued generally favorable in an environment of robust improvements in productivity."
3,"nonfarm payroll employment rose substantially further on balance in april and may, but the increase was a little below the rate for the first quarter."
4,"growth in employment remained robust in the service-producing sector in the april-may period, but the number of jobs fell in the goods-producing sector: payrolls in manufacturing and mining continued to contract, and construction employment changed little on net after a sizable first-quarter increase."
5,the civilian unemployment rate edged down in may to 4.
6,"growth of consumer spending appeared to have slowed somewhat from its extraordinary pace of the first quarter; nonetheless, the underlying trend in consumption remained strongly upward, with household income and wealth continuing to expand rapidly and consumer sentiment remaining very high."
7,housing demand remained robust in recent months despite the recent rise in mortgage rates.
8,"however, builders were faced with shortages of workers and some materials and were hard-pressed to keep pace with the demand for new homes."
9,"in addition, business demand for motor vehicles continued to be strong, particularly for medium and heavy trucks for which the backlog of unfilled orders was still quite large."
10,the nominal deficit on u. s. trade in goods and services widened somewhat in april from its first-quarter average.
11,the available information suggested that economic activity had picked up somewhat on balance in the major foreign industrial countries.
12,"in europe, economic growth rebounded in germany but slowed somewhat in france and the united kingdom."
13,the consumer price index was unchanged in may following a sizable increase in april that was associated in part with a jump in energy prices.
14,"excluding the effects of movements in food and energy prices, though, consumer inflation was a little higher in the april-may period than in the first quarter; for the twelve months ended in may, core consumer prices rose slightly less than in the previous twelve-month period."
15,"producer prices of finished goods also were affected by the volatility of energy prices in april and may, but core producer prices recorded only a small rise in each month."
16,"however, for the twelve months ended in may, core producer inflation was up noticeably compared with the year-earlier period, owing in important part to sharp increases in the prices of tobacco products."
17,"the members' concerns about inflation had increased appreciably since the meeting in late march, but the members nonetheless felt that the current stance of policy could remain consistent with subdued inflation for some time, especially if productivity gains continued robust and, as projected, the growth of aggregate demand moderated somewhat in the months ahead."
18,"other interest rates rose somewhat over the period since the may meeting in response to the combined effects of the committee's announcement of an asymmetric directive, economic data that generally were stronger than expected, and reported comments of federal reserve officials."
19,"with the market effects of higher interest rates roughly offset by brighter second-quarter earnings prospects, broad indexes of share prices in equity markets changed little on balance over the intermeeting period."
20,"the dollar appreciated against the euro, partly reflecting the contrast between continuing robust growth in the united states and generally sub-par activity in euro-area economies."
21,the dollar also rose against the pound in association with slower growth in the united kingdom and a reduction in the bank of england's repo rate.
22,"after recording sizable increases in april that apparently were associated with tax-related buildups in liquid accounts, the growth of m2 and m3 slowed sharply in may, as tax payments cleared, and appeared to have remained moderate in june."
