,sentence
0,"staff review of the economic situation the information reviewed for the march 18-19 meeting indicated that economic growth slowed early this year, likely only in part because of the temporary effects of the unusually cold and snowy winter weather."
1,"total payroll employment expanded further, while the unemployment rate held steady, on balance, and was still elevated."
2,"consumer price inflation continued to run below the committee's longer-run objective, but measures of longer-run inflation expectations remained stable."
3,total nonfarm payroll employment rose in january and february at a slower pace than in the fourth quarter of last year.
4,the unemployment rate was 6.
5,"the labor force participation rate, along with the employment-to-population ratio, increased, on net, in recent months."
6,"both the share of workers employed part time for economic reasons and the rate of long-duration unemployment were lower in february than they were late last year, although both measures were still high."
7,initial claims for unemployment insurance were little changed over the intermeeting period.
8,"households' net worth probably continued to expand as equity prices and home values increased further, and consumer sentiment in the thomson reuters/university of michigan surveys of consumers during february and early march remained above its average last fall; however, real disposable incomes only edged up, on balance, in december and january."
9,growth in real private expenditures for business equipment and intellectual property products stepped up in the fourth quarter to a faster rate than in the third quarter.
10,"the u. s. international trade deficit, after widening in december, remained about unchanged in january."
11,"total u. s. consumer price inflation, as measured by the pce price index, was about 1-1/4 percent over the 12 months ending in january, continuing to run below the committee's longer-run objective of 2 percent."
12,"over the same 12-month period, consumer energy prices rose faster than total consumer prices while consumer food prices only edged up, and core pce prices--which exclude food and energy prices--increased just a bit more than 1 percent."
13,"in february, the consumer price index (cpi) rose at a pace similar to that seen in recent months, as food prices rose more quickly, energy prices declined, and the increase in the core cpi remained slow."
14,both near- and longer-term inflation expectations from the michigan survey were little changed in february and early march.
15,"compensation per hour in the nonfarm business sector increased slightly over the year ending in the fourth quarter, and, with some gains in labor productivity, unit labor costs declined a little."
16,"over the same year-long period, the employment cost index and average hourly earnings for all employees rose only a little faster than consumer price inflation."
17,"foreign real gross domestic product (gdp) expanded at a moderate pace in the fourth quarter of 2013, with weak economic growth in japan and mexico offsetting stronger gains in many other economies."
18,"the economic recovery in the euro area appeared to be continuing, and the pace of japanese economic growth looked to have picked up."
19,"in canada, however, severe winter weather appeared to have held down economic activity in early 2014."
20,"among the emerging market economies (emes), recent data suggested that economic growth in china was slowing in the first quarter, and that the rate of growth in the other asian economies was also declining from a very robust fourth-quarter pace."
21,"mexican real gdp growth slowed sharply in the fourth quarter, led by a contraction in the manufacturing sector, but recent indicators, such as auto production, suggested some rebound in the pace of economic activity in the current quarter."
22,inflation increased slightly in some advanced economies but remained well below central banks' targets.
23,"at the same time, inflation declined in some emerging asian economies."
24,monetary policy remained highly accommodative in the advanced foreign economies.
25,"across the emes, monetary policy adjustments varied according to economic and financial developments, with some central banks tightening policy and others loosening it."
26,"on balance, u. s. financial conditions remained supportive of growth in economic activity and employment: the expected path of the federal funds rate was little changed, longer-term yields on treasury securities edged down, equity prices rose, speculative-grade corporate bond spreads narrowed, and the foreign exchange value of the dollar depreciated slightly."
27,"the monetary policy report and chair yellen's accompanying congressional testimony in february were viewed as emphasizing continuity in the approach to monetary policy, solidifying expectations that the pace of the committee's asset purchases would be reduced by a further $10 billion at each upcoming meeting absent a material change in the economic outlook."
28,"yields on short- and intermediate-term treasury securities were little changed, on balance, over the intermeeting period, as the effects of a waning of flight-to-quality demands early in the period roughly offset those of generally weaker-than-expected economic data."
29,measures of longer-horizon inflation compensation based on treasury inflation-protected securities also declined somewhat.
30,"the increases in the interest rate offered by the federal reserve in its on rrp exercise, along with the increases in caps for individual bids, also may have contributed to higher levels of activity at daily operations."
31,"broad stock price indexes rose over the intermeeting period, apparently boosted by a solid finish to the corporate earnings season."
32,"equity prices were also supported by a broad increase in investors' willingness to take riskier positions, in part likely reflecting an easing of concerns about emes early in the period."
33,the growth of commercial and industrial loans on banks' balance sheets increased over the period.
34,"although puerto rico's general obligation (go) bonds were downgraded from investment grade to speculative grade, prices of these bonds held steady, albeit at depressed levels."
35,house prices registered a further notable rise in january.
36,mortgage interest rates and their spreads over treasury yields were little changed over the intermeeting period.
37,"although global equity price indexes fell abruptly on march 3 amid the deepening of the political crisis in ukraine, most markets quickly retraced those losses."
38,"the performance of foreign equity price indexes was mixed, on net: stock prices rose in the emes, but they were flat in europe and declined substantially in japan."
39,"staff economic outlook in the economic forecast prepared by the staff for the march fomc meeting, real gdp growth in the first half of this year was somewhat lower than in the projection for the january meeting."
40,"the available readings on consumer spending, residential construction, and business investment pointed to less spending growth in the first quarter than the staff had previously expected."
41,"the staff's assessment was that the unusually severe winter weather could account for some, but not all, of the recent unanticipated weakness in economic activity, and the staff lowered its projection for near-term output growth."
42,"largely because of the combination of recent downward surprises in the unemployment rate and weaker-than-expected real gdp growth, the staff lowered slightly the assumed pace of potential output growth in recent years and over the projection period."
43,"as a result, the staff's medium-term forecast for real gdp growth also was revised down slightly."
44,"nevertheless, the staff continued to project that real gdp would expand at a faster pace over the next few years than it did last year, and that real gdp growth would exceed the growth rate of potential output."
45,"the faster pace of real gdp growth was expected to be supported by an easing in the restraint from changes in fiscal policy, increases in consumer and business confidence, further improvements in credit availability and financial conditions, and a pickup in the rate of foreign economic growth."
46,"the expansion in economic activity was anticipated to lead to a slow reduction in resource slack over the projection period, and the unemployment rate was expected to decline gradually to the staff's estimate of its longer-run natural rate."
47,the staff's forecast for inflation was basically unchanged from the projection prepared for the previous fomc meeting.
48,the staff continued to forecast that inflation would stay below the committee's longer-run objective of 2 percent over the next few years.
49,"inflation was projected to rise gradually toward the committee's objective, as longer-run inflation expectations were assumed to remain stable, changes in commodity and import prices were expected to be subdued, and slack in labor and product markets was anticipated to diminish slowly."
50,"the staff's march projections for both real gdp growth and the unemployment rate over the next few years were just slightly lower than in its december forecasts, while the inflation projection was essentially unchanged."
51,the staff viewed the extent of uncertainty around its march projections for real gdp growth and the unemployment rate as roughly in line with the average of the past 20 years.
52,"nonetheless, the risks to the forecast for real gdp growth were viewed as tilted a little to the downside, especially because the economy was not well positioned to withstand adverse shocks while the target for the federal funds rate was at its effective lower bound."
53,"at the same time, the staff viewed the risks around its outlook for the unemployment rate and for inflation as roughly balanced."
