,sentence
0,the committee then turned to a discussion of the economic and financial outlook and the implementation of monetary policy over the intermeeting period ahead.
1,the information reviewed at this meeting suggested that economic activity had continued to expand vigorously.
2,growth of business capital spending had slowed appreciably but was still quite rapid.
3,the expansion in industrial production had quickened recently while gains in employment had moderated somewhat.
4,"inflation had remained low, although consumer prices registered a sizable rise in april; labor costs were still quiescent despite very tight labor markets."
5,"growth in nonfarm payroll employment slowed on balance over march and april, but hiring was still relatively rapid."
6,"employment gains were concentrated in the services, retail trade, and finance, insurance, and real estate categories."
7,"by contrast, manufacturing experienced further job losses, and construction employment fell on balance over the march-april period after having expanded briskly since last fall."
8,"the civilian unemployment rate in april, at 4."
9,industrial production increased substantially in march and april after a period of sluggish growth.
10,"although growth in the output of nondurable goods had increased somewhat in recent months, the level of production was still below its year-earlier level."
11,"consumer spending has been very strong this year, supported by rapid income growth, soaring household net worth, and buoyant consumer sentiment."
12,"growth of spending on durable equipment was boosted by a surge in outlays for communications equipment, brisk expenditures for motor vehicles, and continuing though lessened strength in purchases of computers."
13,"the u. s. trade deficit in goods and services widened substantially in january and february from its fourth-quarter average, with exports falling sharply and imports rising strongly."
14,"economic growth continued to be sluggish in many of the major foreign industrial countries, according to the limited information available for the first quarter."
15,"growth was weak on balance in the euro zone and the united kingdom, and there were few signs of economic recovery in japan."
16,"elsewhere, the korean economy grew vigorously in the first quarter, and there were indications that the slowdown in economic activity in southeast asia and latin america might have bottomed out, with some countries beginning to recover."
17,consumer prices rose substantially in april.
18,"energy prices increased sharply, food prices edged up, and the prices of consumer items other than food and energy rose appreciably."
19,"for the twelve months ended in april, core consumer inflation was slightly higher than for the year-earlier period."
20,"producer prices of finished goods also increased in april, but by less than consumer prices."
21,"finished energy prices were up sharply, but prices of finished foods declined appreciably, and prices of core producer goods advanced only slightly."
22,"for the twelve months ended in april, core producer inflation was up noticeably over that for the year-earlier period, reflecting importantly the sharp increase in prices of tobacco products."
23,"in contrast to price inflation, labor costs appeared to have remained quiescent."
24,"the committee judged this policy stance to be consistent with its objectives of fostering high employment and sustained low inflation, with the risks of different outcomes being reasonably well balanced, at least for the near term."
25,the climb in rates reflected not only the strength of incoming data on the u. s. economy but also improved economic prospects in many foreign countries and higher world commodity prices.
26,most key measures of share prices in equity markets recorded sizable gains over the intermeeting period.
27,"the dollar also depreciated significantly against the canadian and australian currencies as the prices of metals, oil, and lumber moved higher."
28,"growth of private final demand would be damped by the anticipated waning of positive wealth effects stemming from large increases in equity prices and by slower growth of spending on consumer durables, houses, and business equipment after the earlier buildup in the stocks of these items."
29,"the lagged effects of the rise that had occurred in the foreign exchange value of the dollar were expected to place continuing, though diminishing, restraint on the demand for u. s. exports for some period ahead."
30,"labor markets were anticipated to remain tight, and inflation was projected to increase somewhat on balance over the projection period, partly as a result of some firming of import prices that, in turn, would give domestic firms somewhat more leeway to raise their prices."
31,"in the committee's discussion of current and prospective economic developments, members commented that they saw few signs of any moderation in the expansion of economic activity from the rapid pace that had prevailed in recent quarters-a pace greater than the growth in the economy's potential, even though the growth of potential was rising as a result of accelerating productivity."
32,"for a number of reasons, they still viewed some slowing in the expansion to a growth rate more in line with that of potential as a reasonable expectation."
33,"and in light of the persistent strength in domestic demand, the reduced risks of economic weakness abroad, and the recovery in u. s. financial markets, most members believed that for the year ahead the odds around their forecasts were tilted toward further robust growth that would add to pressures on already tight labor markets."
34,"the latest statistical and anecdotal information on wages and prices, while somewhat more mixed than earlier, continued on balance to present a picture of benign inflation."
35,"however, the firming of oil and other commodity prices, the more frequent anecdotal reports of increases in some costs and prices, and the most recent cpi statistics could be read as suggesting at least that the trend toward lower inflation was coming to an end and perhaps also as harbingers of a less favorable inflation performance going forward, especially if growth in demand did not slow to a more sustainable pace."
36,"a key uncertainty in the outlook for inflation related to the prospects for productivity, whose continued acceleration over the past several quarters clearly had helped to contain cost pressures despite widespread indications of persistently tight labor markets."
37,"on balance, while an upward trend in underlying inflation had not materialized thus far, the members were concerned that if recent developments continued--especially if demand did not slow to a more sustainable pace--inflation was more likely to rise over time."
38,the impressive strength in private domestic spending during the first several months of the year featured notable gains in consumer and business expenditures and appreciable growth in outlays for residential construction.
39,"underlying the strength in these key sectors of the economy was the marked improvement in overall financial market conditions since the fall of last year, including the ample availability of financing on relatively favorable terms for many borrowers and the sharp rise in stock market prices."
40,consumer expenditures were expected to be well maintained in conjunction with projections of appreciable further growth in jobs and incomes and a ready availability of financing.
41,"the very large equity price increases in recent years evidently had contributed to high levels of consumer confidence and robust consumer spending, and the further gains in those prices thus far this year would continue to bolster spending for a while."
42,"a leveling trend in stock market prices, should one materialize, likely would have a significant restraining effect on consumer confidence and the growth of spending over time."
43,"these included the large buildup in equipment over the course of recent years, some moderation in the growth of demand for capital associated with slower expansion of overall spending, and in these circumstances more sluggish growth of business profits."
44,"the behavior of stock market prices also would play a role in the cost of business finance and the level of business confidence, but one that could not readily be predicted."
45,"while these backlogs and continued affordability of home purchases were expected to help sustain residential construction activity near current levels for some period of time, statistical and survey indicators pointed to some loss of momentum in housing sales and new construction, perhaps partly in response to the rise in long-term interest rates."
46,"foreign trade on net was damping demand pressures on u. s. production capacity, but its negative impact was thought likely to diminish over time."
47,the resulting impetus to exports was projected to be accompanied by a lower rate of growth in imports as the expansion of the u. s. economy slowed.
48,members expressed concern about what they now saw as a greater risk of rising inflation even though current indicators continued on the whole to point to quiescent wage and price behavior.
49,"the recent performance of the cpi and industrial commodity prices and the more numerous anecdotal reports of price and cost increases were reasons for added caution about the outlook for inflation, though these developments still constituted only very tentative evidence of a possible change in inflation trends."
50,"unexpectedly large gains in productivity had both contributed to demand and helped output to keep pace with the strong growth in demand, but an important portion of that demand also had been met by drawing down the pool of available workers and by rapid increases in imports."
51,"inflation expectations, while perhaps deteriorating a bit recently, were still subdued and undoubtedly continued to help account for restrained pricing behavior and for relatively moderate wage demands despite the tightness in labor markets."
52,"partly because the economy continued to demonstrate a marked ability to absorb large increases in demand without generating significant cost and price pressures, the members did not see a sizable upturn in underlying inflation as a likely prospect over the next few quarters."
53,"in particular, if that pressure intensified, at some point further gains in productivity would not be able to offset rising wage increases."
