,sentence
0,"yields on treasury securities and the foreign exchange value of the dollar had declined modestly, while equity prices had continued to rise, contributing to a further easing of financial conditions according to some measures."
1,"meanwhile, inflation compensation edged lower."
2,the committee also anticipates that the caps will remain in place once they reach their respective maximums so that the federal reserve's securities holdings will continue to decline in a gradual and predictable manner until the committee judges that the federal reserve is holding no more securities than necessary to implement monetary policy efficiently and effectively.
3,"the committee currently anticipates reducing the quantity of reserve balances, over time, to a level appreciably below that seen in recent years but larger than before the financial crisis; the level will reflect the banking system's demand for reserve balances and the committee's decisions about how to implement monetary policy most efficiently and effectively in the future."
4,the committee expects to learn more about the underlying demand for reserves during the process of balance sheet normalization.
5,the committee affirms that changing the target range for the federal funds rate is its primary means of adjusting the stance of monetary policy.
6,"moreover, the committee would be prepared to use its full range of tools, including altering the size and composition of its balance sheet, if future economic conditions were to warrant a more accommodative monetary policy than can be achieved solely by reducing the federal funds rate."
7,"the 12-month change in overall consumer prices, as measured by the price index for personal consumption expenditures (pce), slowed a bit further in april; total consumer price inflation and core inflation, which excludes consumer food and energy prices, were both running somewhat below 2 percent."
8,survey-based measures of longer-run inflation expectations were little changed on balance.
9,"total nonfarm payroll employment expanded further in april and may, and the average pace of job gains over the first five months of the year was solid."
10,the unemployment rate moved down to 4.
11,3 percent in may; the unemployment rates for african americans and for hispanics stepped down but remained above the unemployment rates for asians and for whites.
12,the four-week moving average of initial claims for unemployment insurance benefits remained at a very low level through early june.
13,"in addition, recent readings on key factors that influence consumer spending pointed to further solid growth in total real pce in the near term, including continued gains in employment, real disposable personal income, and households' net worth."
14,"the first-quarter strength may have reflected housing activity shifting earlier in response to unseasonably warm weather last quarter, to an anticipation of higher future interest rates, or to both."
15,"the nominal u. s. international trade deficit widened slightly in march, with a small decline in exports and a small increase in imports."
16,"in april, the nominal trade deficit widened, as imports picked up while exports declined slightly."
17,net exports were estimated to have made a small positive contribution to real gdp growth in the first quarter.
18,"however, the april trade data suggested that net exports might be a slight drag on real gdp growth in the second quarter."
