,sentence
0,the committee then turned to a discussion of the economic and financial outlook and the conduct of monetary policy over the intermeeting period ahead.
1,the information reviewed at this meeting suggested that economic growth had slowed from the moderate pace of the third quarter.
2,"industrial production had slipped in recent months and private payroll employment had changed little, while labor productivity remained on a strong upward trend."
3,"overall price inflation had fallen over the past year, reflecting both favorable developments in the food and energy sectors and a continuing decline in core inflation."
4,private nonfarm payroll employment declined in september and october after four previous months of modest gains in hiring.
5,"total hours worked by private production workers moved down in october, and initial claims for unemployment insurance were at a relatively elevated rate."
6,the civilian unemployment rate rose to 5.
7,retail sales of non-auto goods also decreased in september after having registered only modest growth in july and august.
8,"residential housing activity, supported by mortgage rates near historical lows, remained very strong in september despite an environment of sluggish employment and declining household wealth."
9,the strength of housing demand was also reflected in further rapid gains in home prices.
10,the return to positive growth of spending for equipment and software was led by robust business outlays for computers and peripheral equipment and for motor vehicles.
11,"the u. s. trade deficit in goods and services widened in august, and the average deficit for july and august was virtually unchanged from that for the second quarter."
12,the available information on economic activity abroad in the third quarter suggested mixed results.
13,"in the euro area and japan, growth appeared to be weakening."
14,"economic activity was still very weak in argentina and venezuela, and the brazilian economy continued to be adversely affected by uncertainties concerning the economic policies of the incoming government."
15,"mexico has been largely unaffected by the financial and political problems of major south american countries, but it nonetheless experienced slower economic growth in the third quarter."
16,consumer price inflation continued to trend downward in september.
17,the rise in consumer prices for the year ending in september was considerably smaller than that for the previous twelve-month period.
18,"while much of that drop reflected developments in the food and energy sectors, core inflation also declined noticeably."
19,"judged by consumer surveys, slower price increases over the past year apparently led consumers to lower their expectations of near-term inflation."
20,"at the producer level, prices for core finished goods likewise decelerated over the twelve months ended in september."
21,"with regard to labor costs, growth in average hourly earnings of production or nonsupervisory workers declined significantly over the twelve months ended in september, evidently reflecting the effects of both the rise in unemployment and the drop in consumer price inflation."
22,the subsequent release of better-than-expected news on profits for several major corporations buoyed equity prices and lifted market interest rates and predicted policy rates.
23,"m2 grew more moderately on average in september and october, with aggregate spending apparently softening, the effects of past monetary easing actions wearing off, and significantly weaker foreign demand for currency emerging."
24,"by contrast, the high level of mortgage refinancing activity provided a continuing boost to deposit growth."
25,"the staff forecast prepared for this meeting suggested that, in light of further weaker-than-expected incoming economic data, the expansion of economic activity would be relatively muted for some time."
26,"moreover, current and prospective sluggish economic growth among major trading partners would damp u. s. exports, and businesses and households were likely to hold their spending down while faced with the possibility of a military conflict as well as persisting concerns about the near-term course of economic activity and corporate earnings."
27,"nonetheless, those restraining influences were expected to abate over time and economic activity strengthen gradually."
28,"the considerable monetary ease and fiscal stimulus already in place, continuing gains in structural productivity, and anticipated improvement in business confidence would provide significant impetus for spending."
29,the persistence of underutilized resources was expected to foster a slight moderation in core price inflation.
