,sentence
0,"asset prices were volatile in recent weeks, reportedly reflecting a pullback from risk-taking by investors."
1,"in addition, investors pointed to concerns about the global growth outlook, the unsettled state of brexit negotiations, and uncertainties about the political situation in europe."
2,"against this backdrop, u. s. stock prices were down nearly 8 percent on the period."
3,"based on readings from treasury inflation-protected securities (tips), the decline in nominal treasury yields was associated with a notable drop in inflation compensation."
4,a sizable decline in oil prices was cited as an important factor contributing to the drop in measures of inflation compensation.
5,"desk surveys indicated that respondents placed high odds on a further quarter-point firming in the stance of monetary policy at the december meeting, but lower than the near certainty of a rate increase reported just before previous policy firmings in 2018; survey responses anticipated that the median projected path of the federal funds rate in the summary of economic projections (sep) would show only two additional quarter-point policy firmings next year--down from the three policy firmings in the median path in the september sep results."
6,"however, if longer-term interest rates moved substantively lower than assumed in the baseline, some modest reinvestments in mbs could occur for a few months next year concurrent with the pickup in seasonal turnover."
7,staff review of the economic situation the information reviewed for the december 18-19 meeting indicated that labor market conditions continued to strengthen in recent months and that real gdp growth was strong.
8,"consumer price inflation, as measured by the 12-month percentage change in the price index for personal consumption expenditures (pce), was 2 percent in october."
9,survey-based measures of longer-run inflation expectations were little changed on balance.
10,"total nonfarm payroll employment expanded further in november, and job gains were strong, on average, over recent months."
11,the national unemployment rate remained at a very low level of 3.
12,"7 percent, and both the labor force participation rate and the employment-to-population ratio also stayed flat in november."
13,"the unemployment rates for african americans, asians, and hispanics in november were below their levels at the end of the previous economic expansion."
14,the rates of private-sector job openings and quits were both still at high levels in october; initial claims for unemployment insurance benefits in early december were still close to historically low levels.
15,"real pce growth was brisk in october, and the components of the nominal retail sales used by the bureau of economic analysis to construct its estimate of pce rose considerably in november."
16,key factors that influence consumer spending--including ongoing gains in real disposable personal income and the effects of earlier increases in equity prices and home values on households' net worth--continued to be supportive of solid real pce growth in the near term.
17,"real residential investment appeared to be declining further in the fourth quarter, likely reflecting in part the effects of the rise in mortgage interest rates over the past year on the affordability of housing."
18,growth in real private expenditures for business equipment and intellectual property looked to be picking up solidly in the fourth quarter after moderating in the previous quarter.
19,nominal defense spending in october and november pointed to solid growth in real federal purchases.
20,the nominal u. s. international trade deficit widened slightly in october.
21,available trade data suggested that the contribution of the change in net exports to the rate of real gdp growth in the fourth quarter would be much less negative than the drag of nearly 2 percentage points in the third quarter.
22,"total u. s. consumer prices, as measured by the pce price index, increased 2 percent over the 12 months ending in october."
23,"core pce price inflation, which excludes changes in consumer food and energy prices, was 1."
24,the consumer price index (cpi) rose 2.
25,"2 percent over the 12 months ending in november, and core cpi inflation was also 2."
26,"recent readings on survey-based measures of longer-run inflation expectations--including those from the michigan survey, the survey of professional forecasters, and the desk's survey of primary dealers and survey of market participants--were little changed on balance."
27,"foreign economic growth continued at a moderate pace in the third quarter, as a pickup in emerging market economies (emes) roughly offset slowing growth in advanced foreign economies (afes)."
28,"among emes, growth in mexico and brazil bounced back from transitory second-quarter weakness, more than offsetting a slowdown in china and india."
29,"the softness in afe growth partly reflected temporary factors, including disruptions from natural disasters in japan and the adoption of new car emissions testing in germany."
30,indicators for economic activity in the fourth quarter were consistent with continued moderate foreign economic growth.
31,"foreign inflation fell in recent months, largely reflecting a significant drag from lower oil prices."
32,"underlying inflation pressures, especially in some afes, remained muted."
33,both nominal u. s. treasury yields and u. s. equity prices declined notably over the period.
34,financing conditions for businesses and households tightened a bit but generally remained supportive of economic growth.
35,"investor perceptions of increased downside risks to the outlooks for domestic and foreign economic growth, including growing concerns over trade frictions between the united states and china, reportedly weighed on yields."
36,measures of inflation compensation derived from tips also decreased notably over the period along with the declines in oil prices.
37,"concerns over escalating trade tensions, global growth prospects, and the sustainability of corporate earnings growth were among the factors that appeared to contribute to a significant drop in u. s. equity prices."
38,"over the intermeeting period, foreign financial markets were affected by perceived increases in downside risks to the global growth outlook and ongoing uncertainty about trade relations between the united states and china."
39,investors also focused on the state of negotiations over brexit and the italian government budget deficit.
40,"measures of inflation compensation generally fell, partly reflecting sharp decreases in oil prices."
41,issuance of non-agency cmbs was stable while cre loan growth remained strong at banks.
42,"financing conditions in the residential mortgage market also remained accommodative for most borrowers, but the demand for mortgage credit softened."
43,"broad consumer credit grew at a solid pace through september, though october and november saw credit card growth at banks edge a bit lower on average."
44,"staff economic outlook with some stronger-than-expected incoming data on economic activity and the recent tightening in financial conditions, particularly the decline in equity prices, the u. s. economic forecast prepared by the staff for the december fomc meeting was little revised on balance."
45,"the staff continued to expect that real gdp growth would be strong in the fourth quarter of 2018, although somewhat slower than the rapid pace of growth in the previous two quarters."
46,"over the 2018-20 period, real gdp was forecast to rise at a rate above the staff's estimate of potential output growth and then slow to a pace below it in 2021."
47,the unemployment rate was projected to decline further below the staff's estimate of its longer-run natural rate but to bottom out by 2020 and begin to edge up in 2021.
48,"with labor market conditions already tight, the staff continued to assume that projected employment gains would manifest in smaller-than-usual downward pressure on the unemployment rate and in larger-than-usual upward pressure on the labor force participation rate."
49,"the staff expected both total and core pce price inflation to be just a touch below 2 percent in 2018, with total inflation revised down a bit because of recent declines in consumer energy prices."
50,"core pce price inflation was forecast to move up to 2 percent in 2019 and remain at that level through the medium term; total inflation was forecast to be a little below core inflation in 2019, reflecting projected declines in energy prices, and then to run at the same level as core inflation over the following two years."
51,the staff's medium-term projections for both total and core pce price inflation were little revised on net.
52,"the staff viewed the uncertainty around its projections for real gdp growth, the unemployment rate, and inflation as similar to the average of the past 20 years."
53,the staff also saw the risks to the forecasts for real gdp growth and the unemployment rate as balanced.
54,"on the downside, trade policies and foreign economic developments could move in directions that have significant negative effects on u. s. economic growth."
55,risks to the inflation projection also were seen as balanced.
56,the upside risk that inflation could increase more than expected in an economy that was projected to move further above its potential was counterbalanced by the downside risk that longer-term inflation expectations may be lower than was assumed in the staff forecast.
57,"participants' views on current conditions and the economic outlook in conjunction with this fomc meeting, members of the board of governors and federal reserve bank presidents submitted their projections of the most likely outcomes for real gdp growth, the unemployment rate, and inflation for each year from 2018 through 2021 and over the longer run, based on their individual assessments of the appropriate path for the federal funds rate."
58,"the longer-run projections represented each participant's assessment of the rate to which each variable would be expected to converge, over time, under appropriate monetary policy and in the absence of further shocks to the economy."
59,"in their discussion of the economic situation and the outlook, meeting participants agreed that information received since the fomc met in november indicated that the labor market had continued to strengthen and that economic activity had been rising at a strong rate."
60,"job gains had been strong, on average, in recent months, and the unemployment rate had remained low."
61,"household spending had continued to grow strongly, while growth of business fixed investment had moderated from its rapid pace earlier in the year."
62,"on a 12-month basis, both overall inflation and inflation for items other than food and energy remained near 2 percent."
63,indicators of longer-term inflation expectations were little changed on balance.
64,"in assessing the economic outlook, participants noted the contrast between the strength of incoming data on economic activity and the concerns about downside risks evident in financial markets and in reports from business contacts."
65,"recent readings on household and business spending, inflation, and labor market conditions were largely in line with participants' expectations and indicated continued strength of the economy."
66,"by contrast, financial markets were volatile and conditions had tightened over the intermeeting period, with sizable declines in equity prices and notably wider corporate credit spreads coinciding with a continued flattening of the treasury yield curve; in part, these changes in financial conditions appeared to reflect greater concerns about the global economic outlook."
67,"after taking into account incoming economic data, information from business contacts, and the tightening of financial conditions, participants generally revised down their individual assessments of the appropriate path for monetary policy and indicated either no material change or only a modest downward revision in their assessment of the economic outlook."
68,economic growth was expected to remain above trend in 2019 and then slow to a pace closer to trend over the medium term.
69,"participants who downgraded their assessment of the economic outlook pointed to a variety of factors underlying their assessment, including recent financial market developments, some softening in the foreign economic growth outlook, or a more pessimistic outlook for housing-sector activity."
70,"in their discussion of the household sector, participants generally characterized real pce growth as remaining strong."
71,"participants pointed to a number of factors that were supporting consumer spending, including further gains in wages and household income reflecting a strong labor market, expansionary federal tax policies, still-upbeat readings on consumer sentiment, recent declines in oil prices, and household balance sheets that generally remained healthy despite tighter financial conditions."
72,"this weakness was attributed to a variety of factors, including increased mortgage rates and rising home prices."
73,"however, contacts in a number of districts appeared less upbeat than at the time of the november meeting, as concerns about a variety of factors--including trade policy, waning fiscal stimulus, slowing global economic growth, or financial market volatility--were reportedly beginning to weigh on business sentiment."
74,a couple of participants commented that the recent decline in oil prices could be a sign of a weakening in global demand that could weigh on capital spending by oil production companies and affect companies providing services to the oil industry.
