,sentence
0,"broad equity price indexes extended earlier increases, yields on longer-term treasury securities rose, yield spreads on corporate bonds declined, and the foreign exchange value of the dollar increased."
1,money market interest rates suggested that market participants did not anticipate a change in the committee's target range for the federal funds rate at this meeting but saw a high probability of a 25 basis point increase at the committee's december meeting.
2,"al­though the effects of the recent hurricanes led to a reported decline in payroll employment in september, the unemployment rate decreased further."
3,"retail gasoline prices jumped in the aftermath of the hurricanes, but total consumer price inflation, as measured by the 12‑month percentage change in the price index for personal consumption expenditures (pce), remained below 2 percent in september and was lower than early in the year."
4,survey‑based measures of longer-run inflation expectations were little changed on balance.
5,"total nonfarm payroll employment was reported to have decreased in september, consistent with a substantial increase in the number of people who reported themselves as being absent from work due to bad weather and with payroll declines in the hurricane-affected states of texas and florida."
6,"however, the national unemployment rate moved down to 4."
7,"the unemployment rates for african americans, for hispanics, and for whites were lower in september than around the start of the year, while the rate for asians was roughly flat this year; the unemployment rates for each of these groups were close to the levels seen just before the most recent recession."
8,the four-week moving average of initial claims for unemployment insurance benefits moved back down to a low level by late october after rising in september following the hurricanes.
9,recent readings showed a modest pickup in growth of labor compensation.
10,"the employment cost index for private workers increased 2-1/2 percent over the 12 months ending in september, a little faster than in the 12-month period ending a year earlier."
11,"real pce growth slowed in the third quarter, likely reflecting in part temporary effects of the hurricanes."
12,"the nominal u. s. international trade deficit narrowed in august, as exports rose and imports fell."
13,"export growth was driven by higher exports of capital goods and consumer goods, while the import decline was led by lower imports of industrial supplies and capital goods."
14,"advance estimates for september suggested that goods imports grew more than exports, pointing to a widening of the monthly trade deficit."
15,"despite this widening, net exports were reported to have contributed positively to real gdp growth for the third quarter as a whole."
16,"total u. s. consumer prices, as measured by the pce price index, increased a bit more than 1-1/2 percent over the 12 months ending in september."
17,"core pce price inflation, which excludes changes in consumer food and energy prices, was about 1-1/4 percent over that same period."
18,retail gasoline prices moved up sharply following the hurricanes and put upward pressure on total pce prices in august and september; gasoline prices subsequently moved down somewhat through late october.
19,"the consumer price index (cpi) rose 2-1/4 percent over the 12 months ending in september, while core cpi inflation was 1-3/4 percent."
20,"recent readings on survey-based measures of longer-run inflation expectations--including those from the michigan survey, the blue chip economic indicators, and the desk's survey of primary dealers and survey of market participants--were little changed on balance."
21,foreign economic activity continued to expand at a solid pace.
22,"incoming data suggested that in most advanced foreign economies (afes), economic growth slowed in the third quarter but remained firm."
23,"economic activity in the emerging market economies (emes) also continued to grow briskly for the most part, especially in asia."
24,"the mexican economy, however, contracted in the third quarter, in part because hurricanes and earthquakes disrupted economic activity."
