,sentence
0,the information reviewed at the march meeting indicated that economic activity had continued to decelerate in recent months.
1,"industrial production fell in february, and private payroll employment posted a third consecutive monthly decline."
2,"after having increased in recent months through january, both headline and core inflation as measured by the consumer price index (cpi) dropped noticeably in february."
3,"in early march, however, prices of oil and other commodities rose sharply."
4,labor demand softened markedly in recent months.
5,the decline in private payroll employment that began last december steepened through february.
6,"although employment by firms in the nonbusiness services sector and in state and local governments continued to rise, declines elsewhere were widespread."
7,the unemployment rate edged down to 4.
8,"real disposable personal income was unchanged in the fourth quarter, held down by higher food and energy prices, and moved up only slightly in january."
9,further declines in house prices led to a noticeable decrease in the ratio of household wealth to disposable income in the fourth quarter.
10,the downturn in equity prices since december further reduced household wealth in the first quarter.
11,"overall, demand for housing continued to be restrained by tight financing conditions for jumbo and nonprime mortgages."
12,"although spending in this sector is often volatile, the recent deceleration was consistent with mounting indications of slowing demand for nonresidential buildings and tightening credit conditions."
13,the u. s. international trade deficit narrowed substantially in december and was about unchanged in january.
14,"oil imports soared, reflecting increases in both prices and volumes."
15,"in the major advanced foreign economies, the rate of growth of real gross domestic product (gdp) generally declined in the fourth quarter."
16,"in the euro area and in the united kingdom, output was restrained by a softening in domestic demand."
17,"in contrast, canadian domestic demand continued to increase at a very strong pace, but because of an offsetting steep decline in net exports, real gdp rose only modestly."
18,japan was the exception among the advanced foreign economies to the pattern of slower growth; real gdp there strengthened in the fourth quarter with higher domestic spending and continued strength in exports.
19,"available first-quarter economic indicators for the advanced foreign economies were mixed, but, on balance, they pointed to slowing growth."
20,"in emerging asia, the pace of real gdp growth picked up in the fourth quarter in china and south korea, but it softened in most other countries."
21,"the rate of increase in economic activity slowed in brazil, mexico, and several other countries in latin america in the fourth quarter, but remained generally strong."
22,"for those two months on average, the rate of headline inflation was down significantly from its elevated level in the fourth quarter of 2007, as retail energy prices stopped rising and core inflation moderated a bit; these two factors more than offset an acceleration of food prices."
23,"however, the increase in world petroleum prices in early march pointed to a renewed burst of energy price inflation in the near term."
24,"available information, including producer prices for february, suggested that prices of core personal consumption expenditures (pce) moved up a bit more slowly than the core cpi in january and somewhat faster than the core cpi in february."
25,"household survey measures of expectations for year-ahead inflation jumped in march to their highest levels in about two years; in contrast, survey measures of longer-term inflation expectations were unchanged or up slightly."
26,the committee expected inflation to moderate in coming quarters but said that it would be necessary to continue to monitor inflation developments carefully.
27,"the committee indicated that its action, combined with the policy actions taken earlier, should help to promote moderate growth over time and to mitigate the risks to economic activity."
28,"however, the committee noted that downside risks to growth remained."
29,broad stock price indexes fell further over the intermeeting period on negative economic news as well as concerns about the outlook for many financial institutions.
30,"m2 increased strongly in january and february, boosted primarily by heightened demands for the relative safety and liquidity of money market mutual funds."
31,the decline in opportunity costs associated with monetary policy easing also supported rapid growth of liquid deposits.
32,"over the intermeeting period, the expected path of monetary policy over the next year as measured by money market futures rates moved down sharply, largely in response to softer-than-expected economic data releases and deteriorating financial market conditions."
33,"inflation compensation--the difference between yields on nominal treasury securities and those on inflation-indexed issues--was little changed on balance for shorter-term issues, but longer-term inflation compensation rose."
34,"payroll employment declined substantially; oil prices surged again, crimping real household incomes; and measures of consumer and business sentiment deteriorated sharply."
35,"moreover, house prices fell by more than anticipated, and conditions in a broad range of debt markets became more restrictive."
36,"the forecast showed real gdp rising at a rate somewhat above the growth rate of its potential in 2009, in response to the impetus from cumulative monetary policy easing, continued strength in net exports, a lessening drag from high oil prices, and a relaxation of financial market strains."
37,"even with this pickup in growth in 2009, resource utilization was anticipated to follow a lower trajectory than in the previous forecast."
38,the forecast for core pce price inflation over the first half of 2008 was raised in response to elevated readings in recent months.
39,"in addition, the forecast for headline pce price inflation incorporated a much higher rate of increase for energy prices for the first half of the year; as a result, headline pce price inflation was expected to substantially exceed core pce price inflation in 2008."
40,"by 2009, the forecasts for both the headline and core pce price indexes showed inflation receding from its 2008 level, in line with the previous forecasts."
41,"in their discussion of the economic situation and outlook, fomc participants noted that prospects for both economic activity and near-term inflation had deteriorated in view of increasingly fragile financial markets and tighter credit conditions, rising prices for oil and other commodities, and the deepening contraction in the housing sector."
42,"home prices had declined more steeply than anticipated, and the weakening housing market, combined with a softening in labor markets, appeared to be weighing on consumer sentiment."
43,"businesses also were seen as becoming more pessimistic and cautious, despite a strong foreign demand for u. s. goods."
44,"against this backdrop, many participants thought some contraction in economic activity in the first half of 2008 now appeared likely."
45,"the economy was expected to begin to recover in the second half of the year, supported by recent monetary policy easing and fiscal stimulus."
46,accommodative monetary policy and a recovery in financial markets along with an abatement of the downdraft in housing activity were expected to help foster a further pickup in economic growth in 2009.
47,"however, considerable uncertainty surrounded this forecast, and some participants expressed concern that falling house prices and stresses in financial markets could lead to a more severe and protracted downturn in activity than currently anticipated."
48,"participants noted that recent readings on inflation had generally been elevated, that energy prices had risen sharply, and that some indicators of inflation expectations had risen."
49,most participants anticipated that a flattening of oil and other commodity prices and easing pressures on resources would contribute to some moderation in inflation pressures.
50,"nonetheless, uncertainties about the outlook for inflation had risen."
