,sentence
0,market participants suggested that evolving expectations for u. s. fiscal policy as well as stronger-than-expected economic data and corporate earnings reports helped support equity prices.
1,"later in the intermeeting period, however, rising covid-19 cases in europe and the united states weighed on the outlook, and equity prices reversed some of their earlier gains."
2,"2 trillion, as growth in securities holdings was partially offset by a decline in u. s. dollar liquidity swaps outstanding."
3,"discussion on asset purchases participants discussed the fomc's asset purchases, including the role they are playing in supporting the committee's maximum-employment and price-stability goals."
4,"with market functioning seen as having largely recovered, many participants indicated that the role of asset purchases had shifted more toward fostering accommodative financial conditions for households and businesses to support the committee's employment and inflation goals."
5,some of these participants also saw such updated guidance as reinforcing the committee's commitment to fostering outcomes consistent with maximum employment and inflation that averages 2 percent over time.
6,"some participants noted that, if needed, the federal reserve could consider various steps to manage the levels of short-term interest rates and the quantity of reserves, such as adjusting administered rates, expanding the overnight reverse repurchase agreement program, or implementing a maturity extension program."
7,staff review of the economic situation the coronavirus pandemic and the measures undertaken to contain its spread continued to affect economic activity in the united states and abroad.
8,"labor market conditions improved further in september, although the pace of gains eased and employment continued to be well below its level at the beginning of the year."
9,consumer price inflation—as measured by the 12‑­month percentage change in the price index for personal consumption expenditures (pce) through september—had returned to its year-earlier pace but remained noticeably below the rates that were posted in january and february.
10,"total nonfarm payroll employment expanded strongly in september, but the gain was markedly below the even larger increases seen in previous months."
11,"through september, payroll employment had retraced only about half of the decline seen at the onset of the pandemic."
12,the unemployment rate moved down further to 7.
13,"the unemployment rates for african americans and asians both decreased, but the unemployment rate for hispanics was little changed, and each group's rate remained well above the national average."
14,"in addition, the overall labor force participation rate declined, and the employment-to-population ratio rose only slightly."
15,"initial claims for unemployment insurance continued to move lower, on net, through late october, and weekly estimates of private-sector payrolls constructed by the board's staff using data provided by the payroll processor adp suggested that employment gains from mid‑september to mid‑october remained solid."
16,"the employment cost index (eci) for total hourly labor compensation in the private sector, which likely had been less influenced than other hourly compensation measures by the concentration of recent job losses among lower-wage workers, rose 2."
17,total pce price inflation was 1.
18,4 percent over the 12 months ending in september and continued to be held down by relatively weak aggregate demand and the declines in consumer energy prices seen earlier in the year.
19,"core pce price inflation, which excludes changes in consumer energy prices and many consumer food prices, was 1."
20,"5 percent over the same period, while the trimmed mean measure of 12‑month pce price inflation constructed by the federal reserve bank of dallas was 1."
21,"on a monthly basis, inflation was a little lower in september, largely reflecting slower goods price inflation."
22,"the latest readings on survey-based measures of longer-run inflation expectations moved lower, though each remained within the range in which it has fluctuated in recent years; in october, the university of michigan surveys of consumers measure for the next 5 to 10 years fell back to the level that prevailed in early 2020, while in september the 3‑year‑ahead measure from the federal reserve bank of new york retraced its august increase."
23,"activity in this sector was likely being supported by low interest rates, the sector's ability to adjust business practices in response to social distancing, and pent-up demand following the widespread shutdowns earlier in the year."
24,"by contrast, spending on nonresidential structures continued to move lower and was likely restrained by firms' hesitation to commit to projects with lengthy times to completion and uncertain future returns as well as by the effect of lower oil prices on drilling investment."
25,growth in both total industrial production and manufacturing output turned negative in september after having slowed markedly in august.
26,"part of the softness in manufacturing production appeared to be attributable to pandemic-related delays in the motor vehicle industry's model-year changeover, though subdued foreign demand and weaker demand from domestic energy producers were also likely acting to restrain factory output."
27,the nominal u. s. international trade deficit narrowed in september after widening in august.
28,"in contrast, goods exports by september recovered only two-thirds of their decline since january despite brisk growth in exports of agricultural products and industrial supplies."
29,"altogether, net exports made a substantial negative contribution to real gdp growth in the third quarter."
30,economic activity abroad rebounded sharply in the third quarter following a rollback of pandemic-related restrictions.
31,"domestic demand supported the recovery, and in asia there was also a strong rebound of exports, especially of electronics and, more recently, autos."
