,sentence
0,equity prices rose and the broad dollar continued to depreciate from its crisis-driven peak in march.
1,"yields on treasury inflation-protected securities fell, while longer-dated nominal treasury yields increased modestly."
2,"against this backdrop, most respondents to the open market desk's survey of primary dealers and survey of market participants perceived downside risks to u. s. gross domestic product (gdp) growth this year as having declined notably since the july survey, and their forecasts for overall growth for 2020 were revised up significantly."
3,"in addition, most forecasters were assuming that an additional pandemic-related fiscal package would be approved this year, and noted that, absent a new package, growth could decelerate at a faster-than-expected pace in the fourth quarter."
4,the release of the revised statement on longer-run goals and monetary policy strategy (consensus statement) elicited relatively modest immediate reaction across markets.
5,"however, market participants generally viewed the completion of the review as an important milestone; many indicated that growing expectations for the committee to adopt a flexible average-inflation-targeting regime had influenced asset prices over recent months."
6,"in particular, these expectations were viewed as contributing to the recent rise in far-forward measures of inflation compensation, though market participants noted that these measures were still somewhat low by historical standards."
7,most respondents to the desk's surveys continued to indicate that they expected the fomc to adopt outcome-based forward guidance linked to inflation; some noted that employment measures could be part of the forward guidance as well.
8,"survey respondents' expectations for the economic conditions that would prevail when the fomc first lifted the target range had shifted notably since the previous survey, with many respondents projecting somewhat higher inflation and lower unemployment than in july."
9,staff review of the economic situation the covid-19 pandemic and the measures undertaken to contain its spread continued to affect economic activity in the united states and abroad.
10,"labor market conditions continued to improve markedly in july and august, but employment was still below its level at the beginning of the year."
11,consumer price inflation—as measured by the 12‑month percentage change in the price index for personal consumption expenditures (pce) through july—remained well below the rates that prevailed early in the year.
12,"total nonfarm payroll employment expanded strongly in july and august, al­though payrolls had retraced only about half of the jobs lost at the onset of the pandemic."
13,the unemployment rate moved down further to 8.
14,"the unemployment rates for african americans, asians, and hispanics declined over the past two months but remained well above the national average."
15,"the labor force participation rate rose, on net, and the employment-to-population ratio increased further in july and august."
16,"initial claims for unemployment insurance benefits continued to move down, on net, through early september, but the pace of declines had slowed."
17,"in addition, weekly estimates of private-sector payrolls constructed by the board's staff using data provided by the payroll processor adp suggested that employment gains likely were still solid from mid-august to early september."
18,total pce price inflation was 1.
19,"0 percent over the 12 months ending in july, reflecting both weak aggregate demand and a considerable drop in consumer energy prices early this year."
20,"core pce price inflation, which excludes changes in consumer food and energy prices, was 1."
21,"by comparison, the trimmed mean measure of 12‑month pce price inflation constructed by the federal reserve bank of dallas was 1."
22,the consumer price index (cpi) increased 1.
23,"3 percent over the 12 months ending in august, while core cpi inflation was 1."
24,"on a monthly basis, recent inflation readings were bolstered by increases in durable goods prices, largely reflecting the strong demand for consumer goods as household purchases shifted away from many consumer services."
25,the latest readings on survey-based measures of longer-run inflation expectations moved up a bit but remained within their ranges in recent years.
26,real pce expanded strongly in july and continued to be bolstered by supportive fiscal and monetary policy actions.
27,"housing-sector activity continued to expand, likely supported by the effects of low interest rates."
28,"federal defense spending continued to rise through august, and federal employment was boosted markedly by temporary census-related hiring."
29,"on net, over these two months, the nominal u. s. international trade deficit widened, as imports rose more than exports."
30,foreign economic activity plunged in the second quarter as a result of the covid-19 pandemic and the associated restrictive measures to contain it.
31,"recent readings of headline and core inflation abroad remained quite low, particularly in the advanced foreign economies (afes), amid subdued demand pressures and lower energy prices from earlier this year."
32,"broad stock price indexes rose, on net, despite notable declines late in the intermeeting period."
33,"inflation compensation increased further, reaching pre-pandemic levels."
34,"changes in other asset prices were generally more modest but were consistent with improved sentiment: the treasury yield curve steepened a little, spreads on speculative-grade corporate bonds narrowed moderately, and the exchange value of the dollar depreciated modestly."
35,"measures of inflation compensation based on tips maturing over the next few years continued to increase, likely reflecting the general improvement in investor sentiment accompanying the improvement in the economic outlook, some further improvements in tips market liquidity, and the higher-than-expected july cpi data release."
36,the 5-year and 5-to-10-year measures of inflation compensation were close to their pre-pandemic levels but were still in the lower end of their historical ranges.
37,communications about monetary policy over the intermeeting period generally had little effect on treasury yields or the expected path of the federal funds rate.
38,"however, market participants suggested that building expectations that the committee would move to a form of flexible average inflation targeting under the revised consensus statement had been a factor boosting tips inflation compensation over recent months."
39,"broad stock price indexes rose, on net, during the intermeeting period, consistent with generally better-than-expected news on both the economy and second-quarter corporate earnings."
40,"foreign asset price movements were generally muted, with market participants likely weighing concerns over rising infection rates in some countries against the prospect of a covid-19 vaccine."
41,"in contrast, cre loan growth at banks was weak in july and august, likely partly driven by the recovery of cmbs markets."
42,"however, offered interest rates rose and credit limits edged down for credit cards to nonprime borrowers."
43,"staff economic outlook in the u. s. economic projection prepared by the staff for the september fomc meeting, the rate of real gdp growth and the pace of declines in the unemployment rate were faster over the second half of this year than in the july forecast, primarily reflecting recent better-than-expected data."
44,"in addition, the inflation forecast for the rest of the year was revised up slightly, as some recent consumer goods prices were stronger than expected."
45,"nevertheless, inflation was still projected to be subdued this year, reflecting substantial slack in resource utilization and the sizable declines in consumer energy prices earlier this year."
46,"fiscal policy measures, along with the support from monetary policy and the federal reserve's liquidity and lending facilities, were expected to continue supporting the second-half recovery, al­though the recovery was forecast to be far from complete by year-end."
47,"in addition, the staff projection assumed that monetary policy would be even more accommodative than in the previous forecast in order to more fully reflect the revised consensus statement."
48,"altogether, the rate of real gdp growth was projected to exceed potential output growth, the unemployment rate was expected to decline considerably further, and inflation was forecast to pick back up in 2021 through 2023."
49,"with the more-accommodative monetary policy assumed in the current forecast, which reflected the recent consensus statement, inflation was projected to moderately overshoot 2 percent for some time in the years beyond 2023."
50,"given the apparent resilience of the u. s. economy to the acceleration in the spread of the pandemic during the summer, the staff judged that a significantly more pessimistic economic outcome, which the staff had previously viewed as no less plausible than the baseline forecast and had featured a renewed downturn in economic activity, was now less likely than the baseline forecast."
51,"participants' views on current conditions and the economic outlook in conjunction with this fomc meeting, participants submitted their projections of the most likely outcomes for real gdp growth, the unemployment rate, and inflation for each year from 2020 through 2023 and over the longer run, based on their individual assessments of appropriate monetary policy—including the path for the federal funds rate."
52,"the longer-run projections represented each participant's assessment of the rate to which each variable would be expected to converge, over time, under appropriate monetary policy and in the absence of further shocks to the economy."
53,economic activity and employment had picked up in recent months but remained well below their levels at the beginning of the year.
54,weaker demand and significantly lower oil prices were holding down consumer price inflation.
55,"participants agreed that the path of the economy would depend on the course of the virus and that the ongoing public health crisis would continue to weigh on economic activity, employment, and inflation in the near term and posed considerable risks to the economy's medium-term outlook."
56,"participants observed that the incoming data indicated that economic activity was recovering faster than expected from its depressed second-quarter level, when much of the economy was shut down to stem the spread of the virus."
