,sentence
0,"the committee then turned to a discussion of the economic and financial outlook, the ranges for the growth of money and debt in 1996, and the implementation of monetary policy over the intermeeting period ahead."
1,"consumer spending had expanded modestly on balance, growth in business invest- ment in capital goods appeared to have slackened somewhat recently, and housing demand seemed to have leveled out."
2,"slower growth in final sales was leading to inventory buildups in a few industries and these buildups, together with the disruptions from government shutdowns and severe weather, were having a restraining effect on economic activity."
3,"the demand for labor was still growing at a moderate pace, though, and the unemployment rate remained relatively low."
4,"the recent data on prices and wages had been mixed, but there was no firm evidence of a change in underlying inflation trends."
5,nonfarm payroll employment continued to expand moderately in december; the gain was in line with the average monthly increase for 1995.
6,"employment in manufacturing, boosted by the settlement of a strike at a major aircraft manufacturer, reversed the declines of october and november."
7,"job growth remained solid in much of the services industry, although employment at personnel supply firms was little changed."
8,"elsewhere in manufacturing, the growth of output of office and computing equipment slowed somewhat from the rapid pace of previous months, and the production of defense and space equipment and of nondurable consumer goods registered sizable declines."
9,the output of utilities was boosted somewhat in december by the effect of colder-than-average temperatures on the demand for heating services.
10,recent indicators of housing demand and activity were mixed.
11,incoming data on construction contracts pointed to some slowing in the growth of nonresidential building activity from a relatively brisk pace during most of 1995.
12,the nominal deficit on u. s. trade in goods and services narrowed in october from its average rate in the third quarter.
13,available data on economic activity in the major foreign industrial countries suggested that the pace of expansion in europe had slowed further on average while growth in japan had picked up a little.
14,recent data suggested little change in underlying inflation trends.
15,"consumer prices increased slightly in december after being unchanged in november; food prices were quiescent over the two-month period while energy prices rose on balance, with a december rebound more than offsetting a sizable november drop."
16,"excluding food and energy items, consumer prices were up modestly over the november- december period and for all of 1995 advanced slightly more than in 1994."
17,"producer prices of finished goods were up considerably in november and december after having risen slowly in earlier months; in large part, the price increases late in the year reflected sharp upward movements in both finished foods and finished energy prices."
18,"for 1995, producer prices of finished goods other than food and energy rose at a subdued pace, though somewhat more than in 1994."
19,commodity prices had been mixed recently after trending down earlier.
