,sentence
0,the desk's overnight reverse repurchase agreement (rrp) operations continued to provide a soft floor for money market interest rates.
1,"specifically, at treasury auctions, the desk rolls over the maturing securities held in the soma into newly issued securities in proportion to the issue amounts of the new securities, and the federal reserve receives the interest rate determined competitively in the public auction of the newly issued securities."
2,"the effective federal funds rate, currently defined as the volume-weighted mean of interest rates on federal funds transactions, would be redefined as the volume-weighted median."
3,"staff analysis suggested that the volume-weighted median would usually differ little from the volume-weighted mean, but that the median would be a more robust statistic when some trades occur at interest rates that are unrepresentative of general market conditions or when there are data problems such as reporting errors."
4,consumer price inflation continued to run below the fomc's longer-run objective of 2 percent and was restrained significantly by earlier declines in energy prices and decreases in prices of non-energy imports.
5,"survey measures of longer‑run inflation expectations remained stable, while market-based measures of inflation compensation were still low."
6,total nonfarm payroll employment expanded at a faster pace in april and may than in the first quarter.
7,the unemployment rate was 5.
8,"the labor force participation rate and the employment-to-population ratio rose a bit over april and may, and the share of workers employed part time for economic reasons edged down on net."
9,"the output of both the manufacturing and mining sectors fell over the past two months, likely reflecting the continuing effects of earlier increases in the foreign exchange value of the dollar and lower crude oil prices."
10,growth in real personal consumption expenditures (pce) appeared to pick up early in the second quarter from its modest pace in the previous quarter.
11,growth in real private expenditures for business equipment and intellectual property products appeared to remain relatively slow in the second quarter.
12,"the u. s. international trade deficit widened substantially in march but narrowed in april, leaving the deficit modestly wider than in february."
13,"while real net exports made a large negative contribution to the change in real gdp in the first quarter of 2015, april data suggested that net exports might be a considerably smaller drag on gdp growth in the second quarter of the year."
14,"total u. s. consumer prices, as measured by the pce price index, only edged up over the 12 months ending in april, held down primarily by earlier large declines in energy prices."
15,"core pce inflation, which excludes food and energy prices, was 1-1/4 percent over the same 12-month period, restrained in part by declines in the prices of non-energy imports."
16,"measures of expected longer-run inflation from a number of surveys, including the michigan survey, the survey of professional forecasters, and the desk's survey of primary dealers, remained stable."
17,"however, market-based measures of inflation compensation were still low, although somewhat higher than early in the year."
18,"measures of labor compensation rose at moderate rates, outpacing the rise in consumer prices over the past year."
19,"the employment cost index increased 2-3/4 percent over the four quarters ending in the first quarter, while compensation per hour in the nonfarm business sector rose 1-3/4 percent over the same period."
20,economic growth in many foreign economies slowed in the first quarter.
21,"real gdp contracted in canada, where lower oil prices depressed investment, and in brazil, where business and consumer confidence weakened and high inflation prompted a significant tightening of monetary policy."
22,"in addition, real gdp growth slowed in china and mexico."
23,"by contrast, the euro-area economy continued its recovery, and real gdp growth in japan increased sharply."
24,inflation rates turned positive in recent months in many foreign economies following the trough in oil prices earlier this year.
25,"most of the increase in nominal yields was attributable to a rise in real yields, as measures of inflation compensation were relatively stable."
26,"on balance, the expected path of the federal funds rate implied by futures contracts steepened noticeably beyond 2015, with a portion of this shift coming after the may employment report."
27,"over the intermeeting period, most broad u. s. equity price indexes moved down a bit, on net, amid mixed macroeconomic news and little information on earnings."
28,"meanwhile, financing conditions for small businesses continued to improve, though the growth of small business loans on banks' books remained subdued, partly reflecting still-tepid demand for credit from owners of small businesses."
29,"interest rates on 30-year fixed-rate mortgages increased about 30 basis points, broadly in line with mbs yields and other longer-term rates."
30,the rise in yields was also supported by the release of some stronger-than-expected inflation data in the euro area and by european central bank communications that volatility in yields was to be expected.
31,"against this backdrop and with a step-up in concerns about developments in greece, equity prices declined in most countries."
32,stock prices in japan and especially in china were the main exceptions.
33,"while the dollar declined against the euro and other european currencies, it rose against the canadian dollar, the yen, and many emerging market currencies, boosted in part by the strong u. s. employment report for may."
34,"staff economic outlook in the economic forecast prepared by the staff for the june fomc meeting, real gdp growth in the second half of this year was expected to step up from its pace in the first half."
