Unnamed: 0,sentence,label,score
0,"in addition, i will explain why an extension of the federal reserveâ€™s supervisory and regulatory responsibilities as part of a broader initiative to address systemic risks would be compatible with the pursuit of our statutory monetary policy objectives.",LABEL_0,0.9983431100845337
1,independence and accountability a well-designed framework for monetary policy includes a careful balance between independence and accountability.,LABEL_0,0.6509737968444824
2,"a balance of this type conforms to our general inclination as a nation to have clearly drawn lines of authority, limited powers, and appropriate checks and balances within our government; such a balance also is conducive to sound monetary policy.",LABEL_0,0.8914486765861511
3,"in 1977, the congress amended the act by establishing maximum employment and price stability as our monetary policy objectives; the federal reserve has no authority to establish different objectives.",LABEL_0,0.993203341960907
4,considerable experience shows that this type of approach tends to yield a monetary policy that best promotes economic growth and price stability.,LABEL_1,0.6438485980033875
5,"operational independence--that is, independence to pursue legislated goals--reduces the odds on two types of policy errors that result in inflation and economic instability.",LABEL_1,0.9958295226097107
6,"first, it prevents governments from succumbing to the temptation to use the central bank to fund budget deficits.",LABEL_0,0.9970256686210632
7,"second, it enables policymakers to look beyond the short term as they weigh the effects of their monetary policy actions on price stability and employment.",LABEL_0,0.9937863349914551
8,history provides numerous examples of non-independent central banks being forced to finance large government budget deficits.,LABEL_0,0.9979890584945679
9,such episodes invariably lead to high inflation.,LABEL_1,0.998597264289856
10,"given the current outlook for large federal budget deficits in the united states, this consideration is especially important.",LABEL_0,0.999061107635498
11,any substantial erosion of the federal reserveâ€™s monetary independence likely would lead to higher long-term interest rates as investors begin to fear future inflation.,LABEL_1,0.997963011264801
12,"moreover, the bond rating agencies view operational independence of a countryâ€™s central bank as an important factor in determining sovereign credit ratings, suggesting that a threat to the federal reserveâ€™s independence could lower the treasuryâ€™s debt rating and thus raise its cost of borrowing.1 higher long-term interest rates would further increase the burden of the national debt on current and future generations.2 the second way in which political interference with monetary policy can damage the economy is by promoting an undue focus on the short term.",LABEL_1,0.9362462759017944
13,"because excessively easy monetary policy tends to boost economic activity temporarily before the destabilizing effects of higher inflation are felt, policymakers with a relatively short-term outlook may be tempted to ease monetary policy too much.",LABEL_1,0.9859787821769714
14,"the eventual result is higher inflation without any permanent benefit in terms of employment, an outcome that is inconsistent with the dual mandate for maximum employment and price stability.",LABEL_1,0.9988272786140442
15,thus the increase in inflation must be followed by policies to bring inflation back down--policies that have the side effect of temporarily reducing output and employment.,LABEL_1,0.9605599641799927
16,"statistical studies have confirmed that countries with more independent central banks experience lower and more stable rates of inflation with no sacrifice of jobs or income.3 moreover, low and stable rates of inflation help to deliver strong economic growth and high rates of employment.",LABEL_0,0.8873744010925293
17,it is surely no coincidence that countries around the world have experienced sustained declines in the level and variability of inflation as they have moved to grant their central banks greater operational independence.,LABEL_0,0.996642529964447
18,"monetary policy independence and the mitigation of systemic risk is monetary policy independence threatened by giving a central bank other responsibilities, such as supervisory and regulatory authority for some parts of the financial system?",LABEL_0,0.9887349009513855
19,are there potential conflicts between a high degree of independence for monetary policy and accountability in supervisory and regulatory policy?,LABEL_2,0.8079469203948975
20,i believe that u.s. and foreign experience shows that monetary policy independence and supervisory and regulatory authority are mutually compatible and even have beneficial synergies.,LABEL_1,0.6311445832252502
21,these incremental new responsibilities are a natural outgrowth of the federal reserveâ€™s existing supervisory and regulatory responsibilities.,LABEL_1,0.7873169779777527
22,"these responsibilities and close working relationships have not impinged on our monetary policy independence, and we do not believe that the enhancements proposed by the administration to the federal reserveâ€™s supervisory and regulatory authority would undermine the federal reserveâ€™s ability to pursue our monetary policy objectives effectively and independently.",LABEL_0,0.9984998106956482
23,"indeed, these enhancements would complement the federal reserveâ€™s monetary policy responsibilities.",LABEL_0,0.9952364563941956
24,"and, as we have seen over the past two years, threats to the stability of the financial system can have major implications for employment and price stability.",LABEL_0,0.9960794448852539
25,"thus, the federal reserveâ€™s monetary policy objectives are closely aligned with those of minimizing systemic risk.",LABEL_0,0.9987000226974487
26,"to the extent that the proposed new regulatory framework would contribute to greater financial stability, it should improve the ability of monetary policy to achieve maximum employment and stable prices.",LABEL_0,0.9933021068572998
