Unnamed: 0,sentence,label,score
0,"chairman hensarling, ranking member waters, and other members of the committee, i am pleased to present the federal reserve's semiannual monetary policy report to the congress.",LABEL_2,0.48089686036109924
1,"in my remarks today, i will discuss the current economic situation and outlook before turning to monetary policy.",LABEL_2,0.7389870882034302
2,"current economic situation and outlook since my appearance before this committee last july, the economy has made further progress toward the federal reserve's objective of maximum employment.",LABEL_1,0.8341959118843079
3,"and while inflation is expected to remain low in the near term, in part because of the further declines in energy prices, the federal open market committee (fomc) expects that inflation will rise to its 2 percent objective over the medium term.",LABEL_1,0.6478250026702881
4,"the cumulative increase in employment since its trough in early 2010, is now more than 13 million jobs.",LABEL_2,0.6277991533279419
5,"meanwhile, the unemployment rate fell to 4.9 percent in january, 0.8 percentage point below its level a year ago and in line with the median of fomc participants' most recent estimates of its longer-run normal level.",LABEL_2,0.8563092350959778
6,the strong gains in the job market last year were accompanied by a continued moderate expansion in economic activity.,LABEL_1,0.9957445859909058
7,"over the course of the year, subdued foreign growth and the appreciation of the dollar restrained net exports.",LABEL_0,0.8608300685882568
8,"in the fourth quarter of last year, growth in the gross domestic product is reported to have slowed more sharply, to an annual rate of just 3/4 percent; again, growth was held back by weak net exports as well as by a negative contribution from inventory investment.",LABEL_0,0.65616774559021
9,"although private domestic final demand appears to have slowed somewhat in the fourth quarter, it has continued to advance.",LABEL_2,0.9718185663223267
10,household spending has been supported by steady job gains and solid growth in real disposable income--aided in part by the declines in oil prices.,LABEL_0,0.9941633939743042
11,"in the drilling and mining sector, lower oil prices have caused companies to slash jobs and sharply cut capital outlays, but in most other sectors, business investment rose over the second half of last year.",LABEL_0,0.9961251616477966
12,"financial conditions in the united states have recently become less supportive of growth, with declines in broad measures of equity prices, higher borrowing rates for riskier borrowers, and a further appreciation of the dollar.",LABEL_0,0.8514755964279175
13,"these developments, if they prove persistent, could weigh on the outlook for economic activity and the labor market, although declines in longer-term interest rates and oil prices provide some offset.",LABEL_0,0.9992564916610718
14,"still, ongoing employment gains and faster wage growth should support the growth of real incomes and therefore consumer spending, and global economic growth should pick up over time, supported by highly accommodative monetary policies abroad.",LABEL_0,0.9986407160758972
15,"against this backdrop, the committee expects that with gradual adjustments in the stance of monetary policy, economic activity will expand at a moderate pace in coming years and that labor market indicators will continue to strengthen.",LABEL_0,0.9989297986030579
16,"foreign economic developments, in particular, pose risks to u.s. economic growth.",LABEL_0,0.9971629977226257
17,"most notably, although recent economic indicators do not suggest a sharp slowdown in chinese growth, declines in the foreign exchange value of the renminbi have intensified uncertainty about china's exchange rate policy and the prospects for its economy.",LABEL_0,0.9887788891792297
18,"this uncertainty led to increased volatility in global financial markets and, against the background of persistent weakness abroad, exacerbated concerns about the outlook for global growth.",LABEL_0,0.9944030046463013
