,sentence
0,Financial conditions generally had become somewhat more supportive of economic growth.
1,"There was little evidence of year-end funding pressures, although demand for Treasury bills with maturities extending just beyond year-end remained elevated."
2,"Participants agreed it would be useful to consider further steps the Federal Reserve might take to move toward normalization of its lending facilities at upcoming meetings, when the Committee plans to discuss alternative approaches to implementing monetary policy in the longer-run."
3,Staff Review of the Economic Situation The information reviewed at the December 15-16 meeting suggested that the recovery in economic activity was gaining momentum.
4,"The pace of job losses slowed noticeably in recent months, and total hours worked increased in November; however, the unemployment rate remained quite elevated."
5,"Both imports and exports continued to recover from their depressed levels of earlier this year, and the U. S. trade deficit in September and October was wider than in earlier months."
6,"Although a jump in energy prices pushed up headline inflation somewhat, core consumer price inflation remained subdued."
7,"The unemployment rate dropped in November but remained quite high, while the labor force participation rate continued to decrease."
8,The four-week moving average of initial claims for unemployment benefits declined somewhat through early December.
9,"Continuing claims for unemployment insurance through regular state programs also moved down, but the average length of spells of unemployment continued to increase."
10,"Housing construction held fairly steady in recent months, while demand for housing continued to firm."
11,"The recent increases in sales likely reflected improved fundamentals: The average interest rate on 30-year conforming fixed-rate mortgages declined to less than 5 percent, and surveys suggested that households now expected home prices to be fairly stable over the next year."
12,"Although some house price indexes declined a little in September and October, they remained above the troughs reached last spring."
13,"Also in the third quarter, vacancy rates on nonresidential properties rose further, and property prices continued to fall amid difficult financing conditions."
14,The U. S. international trade deficit was somewhat wider in September and October than in previous months.
15,The limited data relating to the fourth quarter suggested that economic activity advanced in all of those economies.
16,"Third-quarter real GDP growth was surprisingly strong in several emerging market economies, most notably Mexico and India."
17,"In emerging Asia and in Latin America, indicators suggested that economic activity was expanding somewhat less rapidly, but still briskly, in the fourth quarter."
18,"Price pressures remained subdued in most of the advanced foreign economies, although headline inflation generally moved up."
19,"Headline inflation also increased in emerging Asia, generally from low levels, but declined further in Latin America, likely in part because of the recent appreciation of several Latin American currencies."
20,"In the United States, the latest data indicated that total consumer price inflation turned up in recent months, while core consumer price inflation remained subdued."
21,The higher readings on headline consumer price inflation were the result of a rebound in energy prices.
22,Core consumer prices increased modestly in October and were unchanged in November.
23,"Median year-ahead inflation expectations in the Reuters/University of Michigan Survey of Consumers declined in early December, and the same survey's measure of longer-term inflation expectations moved down to the lower end of the narrow range that prevailed over the previous few years."
24,"Revised data showed solid increases in hourly compensation in the second and third quarters, along with quite rapid productivity growth and a further decline in unit labor costs."
25,"Incoming economic data, while somewhat better than expected, seemed to have little net effect on interest rate expectations."
26,"Consistent with the decrease in short-term interest rates, yields on 2-year nominal off-the-run Treasury securities declined slightly, on net, over the intermeeting period."
27,"Inflation compensation based on 5-year Treasury inflation-protected securities (TIPS) increased, apparently owing in part to an announcement by the Treasury of a smaller-than-expected amount of issuance of TIPS next year."
28,"Five-year inflation compensation five years ahead also rose, and was near the upper end of its range in recent years."
