,sentence
0,"This review included the four models' characterizations of the forces affecting the economy in recent years and the models' current forecasts for real economic activity, inflation, and short-term interest rates."
1,"Exit Strategy Principles The Committee discussed strategies for normalizing the stance and conduct of monetary policy, following up on its discussion of this topic at the April meeting."
2,"For concreteness, the Committee considered a set of specific principles that would guide its strategy of normalizing the stance and conduct of monetary policy."
3,"Participants discussed several specific elements of the principles, including how they should characterize the monetary policy framework that the Committee would adopt after the conduct of policy returned to normal and whether the principles should encompass the possible timing between the normalization steps."
4,"At the conclusion of the discussion, all but one of the participants agreed on the following key elements of the strategy that they expect to follow when it becomes appropriate to begin normalizing the stance and conduct of monetary policy: The Committee will determine the timing and pace of policy normalization to promote its statutory mandate of maximum employment and price stability."
5,"When economic conditions warrant, the Committee's next step in the process of policy normalization will be to begin raising its target for the federal funds rate, and from that point on, changing the level or range of the federal funds rate target will be the primary means of adjusting the stance of monetary policy."
6,"During the normalization process, adjustments to the interest rate on excess reserves and to the level of reserves in the banking system will be used to bring the funds rate toward its target."
7,"In particular, the size of the securities portfolio and the associated quantity of bank reserves are expected to be reduced to the smallest levels that would be consistent with the efficient implementation of monetary policy."
8,"Measures of inflation picked up this year, reflecting in part higher prices for some commodities and imported goods."
9,"Longer-run inflation expectations, however, remained stable."
10,The expansion of private nonfarm payroll employment in May was markedly below the average pace of job gains in the previous months of this year.
11,"Initial claims for unemployment insurance rose, on net, between the first half of April and the first half of June."
12,The unemployment rate moved up in April and then rose further to 9.
13,Both long-duration unemployment and the share of workers employed part time for economic reasons continued to be elevated.
14,"Labor income rose moderately, as aggregate hours worked trended up, but total real disposable income remained flat in March and April, as increases in consumer prices offset gains in nominal income."
15,"Activity in the housing market remained depressed, as both weak demand and the sizable inventory of foreclosed or distressed properties continued to hold back new construction."
16,"Sales of new and existing homes remained at subdued levels in recent months, while measures of home prices fell further."
17,"Business expenditures for office and commercial buildings remained depressed by elevated vacancy rates, low prices for commercial real estate, and tight credit conditions for construction loans."
18,"In contrast, outlays for drilling and mining structures continued to be lifted by high energy prices."
19,"In contrast, real expenditures by state and local governments appeared to have declined further, as outlays for construction projects fell in March and April, and state and local employment continued to contract in April and May."
20,The U. S. international trade deficit widened slightly in March and then narrowed in April to a level below its average in the first quarter.
21,"Headline consumer price inflation, which had risen in the first quarter, edged down a bit in April and May, as the prices of consumer food and energy decelerated from the pace seen in previous months."
22,"More recently, survey data through the middle of June pointed to declines in retail gasoline prices, and prices of food commodities appeared to have decreased somewhat."
23,"Excluding food and energy, core consumer price inflation picked up in April and May, pushing the 12-month change in the core consumer price index through May above its level of a year earlier."
