,sentence
0, progress on a long-term effort begun in July 2015 to evaluate potential long-run frameworks for monetary policy implementation.
1,"The staff described the recent experience of several central banks of advanced foreign economies (AFEs) in implementing monetary policy, noting that they use a wide variety of frameworks to control short-term interest rates and that their approaches have evolved over time."
2,"For example, foreign central banks vary in their choice of the interest rate used to communicate monetary policy; in their approach to the provision of reserve balances; and in their use of policies, such as large-scale asset purchases, various funding programs, and negative interest rates, to supplement more traditional means of policy implementation."
3,The staff also described the Federal Reserve's experience in implementing monetary policy during the recent financial crisis.
4,"Before the financial crisis, traditional implementation tools--relatively small-sized open market operations and discount window lending--were adequate for interest rate control even during periods of stress."
5,"Finally, the staff noted that various aspects of U. S. money markets, which determine short-term interest rates and are important for transmitting monetary policy, have changed since the financial crisis."
6,"Taken together, these factors may, for example, raise the long-run demand for safe assets, including reserve balances, and they should help make U. S. money markets more stable than they were before and during the financial crisis."
7,"One key consideration discussed by policymakers was the appropriate amount of flexibility that an implementation framework might have--for example, the extent to which a framework could readily enable interest rate control under a wide range of economic and financial circumstances."
8,"With neutral interest rates potentially remaining quite low, policymakers also observed that, in order to promote the Federal Reserve's policy objectives, the framework should have the capacity to supplement conventional policy accommodation with other measures when short-term nominal interest rates are near zero."
9,Policymakers emphasized that the relationship between the monetary policy implementation framework and financial stability considerations would require careful attention.
10,"However, the factors affecting market rates, as well as the relationships between the policy interest rate and other short-term interest rates, would need to be well understood in deciding on a particular policy rate."
11,"Following the outcome of the June 23 referendum in the United Kingdom in which a majority indicated a preference to leave the European Union (EU), yields on U. S. Treasury securities fell sharply, U. S. equity prices declined, and the foreign exchange value of the dollar increased."
12,"On balance, Treasury yields were down only slightly over the intermeeting period, equity prices were higher, and the foreign exchange value of the dollar was little changed."
13,"Al­though the expected path of the federal funds rate implied by market prices was about unchanged on net, the Open Market Desk's Survey of Primary Dealers and Survey of Market Participants indicated that the median responses for the most likely path of the federal funds rate over coming quarters had declined."
14,Staff Review of the Economic Situation The information reviewed for the July 26-27 meeting indicated that labor market conditions generally improved in June and that growth in real gross domestic product (GDP) was moderate in the second quarter.
15,"Consumer price inflation continued to run below the Committee's longer-run objective of 2 percent, restrained in part by earlier decreases in energy prices and in prices of non-energy imports."
16,"Most survey-based measures of longer-run inflation expectations were little changed, on balance, while market-based measures of inflation compensation remained low."
