,sentence
0,Staff Review of the Economic Situation The information reviewed at the April 24-25 meeting suggested that economic activity was expanding moderately.
1,"Payroll employment continued to move up, and the unemployment rate, while still elevated, declined a little further."
2,"Overall consumer price inflation increased somewhat, primarily reflecting higher prices of crude oil and gasoline, but measures of long-run inflation expectations remained stable."
3,The unemployment rate declined to 8.
4,"The share of workers employed part time for economic reasons also moved down, but the rate of long-duration unemployment remained elevated."
5,"Private nonfarm employment rose at a slower pace in March than in the preceding three months, while total government employment was little changed in recent months after declining last year."
6,"After being roughly flat over most of the intermeeting period, initial claims for unemployment insurance rose moderately toward the end of the period but remained at a level consistent with further moderate job gains in the coming months."
7,"Some measures of home prices rose in January and February, but activity in the housing market continued to be held down by the large inventory of foreclosed and distressed properties and by tight underwriting standards for mortgage loans."
8,The U. S. international trade deficit narrowed in February as exports rose and imports fell.
9,"Overall U. S. consumer prices, as measured by the PCE price index, rose at a somewhat faster rate in February than in the preceding six months."
10,"In March, prices measured by the consumer price index increased at that same faster pace."
11,"Consumer energy prices climbed markedly in February and March, although survey data indicated that gasoline prices stepped down in the first half of April."
12,"Meanwhile, increases in consumer food prices were relatively subdued in recent months."
13,Consumer prices excluding food and energy rose moderately in February and March.
14,"Near-term inflation expectations from the Thomson Reuters/University of Michigan Surveys of Consumers increased in March but then fell back in early April, while longer-term inflation expectations in the survey remained stable."
15,"Recent indicators suggested that foreign economic activity improved on balance in the first quarter, but there were important differences across economies."
16,"Readings on foreign inflation eased, although they were still relatively high in some Latin American countries."
17,"However, asset prices fluctuated substantially over the period, apparently in response to the evolving views on the U. S. and global economic outlook and changing expectations regarding the future course of monetary policy."
18,"Broad U. S. stock price indexes followed the general pattern observed across asset markets, rising early in the period on increased investor optimism and then falling later on, to end the period little changed on net."
19,"Equity prices of financial institutions increased, reportedly as investors interpreted the first-quarter earnings of several large banking organizations and the results of the CCAR as better than expected."
20,Domestic nonfinancial firms' bond issuance and growth in commercial and industrial (C&I) loans were robust in the first quarter.
21,"Leveraged loan issuance was brisk over this period as well, reportedly supported by investor demand for newly issued collateralized loan obligations as well as by interest from pension funds and other institutional investors."
22,"The Senior Loan Officer Opinion Survey on Bank Lending Practices conducted in April indicated that, in the aggregate, domestic banks eased slightly their lending standards on core loans--C&I, real estate, and consumer loans--and experienced somewhat stronger demand for such loans in the first quarter of 2012."
23,"C&I loans at domestic banks continued to expand in March, with growth concentrated at large domestic banks."
24,"M2 expanded at a moderate pace in March, reflecting growth in liquid deposits and currency that was only partially offset by declines in small time deposits and in balances in retail money market funds."
25,"Although the spread of the three-month euro London interbank offered rate over the comparable OIS rate narrowed on balance over the period, euro-area bank equity indexes dropped sharply, driven by declines in the share prices of Spanish and Italian banks."
26,"The total outstanding amount on the Federal Reserve's dollar liquidity swap lines declined to $32 billion, down from $65 billion at the time of the March FOMC meeting; demand for dollars fell at the lending operations of the European Central Bank, the Bank of Japan, and the Swiss National Bank."
27,"Staff Economic Outlook In the economic forecast prepared for the April FOMC meeting, the staff revised up slightly its near-term projection for real gross domestic product (GDP) growth, reflecting that the unemployment rate was a little lower, the level of overall payroll employment a bit higher, and consumer spending noticeably stronger than the staff had expected at the time of the previous forecast."
28,"However, the staff's medium-term projection for real GDP growth in the April forecast was little changed from the one presented in March."
29,"The staff continued to project that real GDP would accelerate gradually through 2014, supported by accommodative monetary policy, further improvements in credit availability, and rising consumer and business sentiment."
