,sentence
0,"While the payment of interest on reserves seemed to be helpful in mitigating downward pressure on the funds rate, a number of institutions evidently were willing to sell funds at interest rates below that paid on excess reserve balances."
1,"Going forward, however, the interest rate on excess reserve balances could be adjusted, and it might establish a more effective floor on the federal funds rate over time as more depository institutions revise their strategies in the federal funds market in light of the payment of interest on reserves."
2,"In this environment, investors pulled back from risk-taking, funding markets for terms beyond overnight largely ceased to function at times, credit risk spreads rose sharply, and equity prices registered steep declines."
3,The labor market weakened further in September as private payrolls fell at a faster pace than earlier in the year and the unemployment rate remained above 6 percent.
4,"The housing market remained weak, with construction activity, new home sales, and home prices falling further."
5,"Headline consumer inflation measures, pulled down by declines in consumer energy prices, moderated in August and September."
6,Core consumer inflation measures also eased somewhat in these two months.
7,"According to the September labor market report, the unemployment rate remained at 6."
8,"1 percent, but private payroll employment fell faster than the average pace earlier in the year."
9,"The manufacturing, construction, and temporary help industries continued to experience sizable losses in employment; meanwhile, retail trade and financial services registered larger declines than earlier in the year."
10,"The average workweek and aggregate hours declined in September, and weekly unemployment insurance claims continued to rise in October."
11,"The pace of high-tech equipment production slowed in the third quarter relative to its rate in the first half of the year, reportedly in part because tight credit conditions were restraining demand."
12,Available information suggested that demand and production in this sector were likely to remain relatively subdued over the coming months.
13,"Motor vehicle sales fell back to their very low July pace, and preliminary reports indicated that the slump continued into October, as tighter credit conditions were restraining demand."
14,"Real disposable income, excluding the effects of tax rebates and the emergency unemployment benefits, was little changed in July and August from the second-quarter average."
15,"Tight conditions in mortgage markets continued to restrain housing demand, especially for borrowers needing nonconforming mortgages."
16,Several indexes indicated that house prices declined substantially over the 12 months through August.
17,"The U. S. international trade deficit narrowed in August, with a decline in the value of imports more than offsetting a fall in the value of exports of goods and services."
18,"A drop in the value of petroleum imports, which reflected both lower volumes and a decrease in prices, exceeded an increase in non-oil imports that was driven by a rise in imports of consumer goods and industrial supplies."
19,"The data for the advanced foreign economies during the intermeeting period generally suggested that economic activity was weakening further, and confidence indicators in these areas declined as the financial crisis worsened."
20,"Headline inflation continued to be elevated in many economies, but the most recent consumer price indexes for Japan and for the euro area suggested some deceleration in prices."
