,sentence
0,The Committee then turned to a discussion of the economic outlook and the implementation of monetary policy over the intermeeting period ahead.
1,The information reviewed at this meeting suggested that economic activity was expanding moderately.
2,"Growth in consumer spending had picked up after having slowed sharply in early spring, business purchases of durable equipment were still on a strong upward trend, and housing demand seemed to have been well maintained."
3,"The overall rise in production had been held down recently by supply disruptions in the motor vehicles industry, but employment had continued to expand at a strong pace and the unemployment rate was at a low level."
4,"Increases in labor compensation had remained moderate even though labor markets were tight, and price inflation was still subdued."
5,Private nonfarm payroll employment rose sharply in July after a June increase that was below the average for earlier months of the year.
6,"The step-up in job growth in July reflected substantially larger job gains in business services, retail trade, and the finance, insurance, and real estate industries."
7,A small decline in manufacturing jobs roughly offset slightly higher employment in construction.
8,"The civilian unemployment rate, at 4."
9,Data on home sales in recent months continued to suggest that demand for single-family housing was still relatively buoyant.
10,Real outlays for office and computing equipment continued to grow rapidly as prices of personal computers and networking equipment remained on a steep downtrend.
11,"While available information on construction contracts suggested little improvement in building activity in coming months, prices for commercial real estate had risen slightly and vacancy rates had declined."
12,The nominal deficit on U. S. trade in goods and services was slightly smaller on balance over April and May than the downward-revised average rate in the first quarter.
13,The available information suggested that in recent months economic activity had expanded further in all the major foreign industrial countries except Japan.
14,Consumer price inflation picked up slightly in July from the slow pace in each of the previous four months; a small decline in energy prices offset a further increase in food prices.
15,"At the producer level, prices of finished goods edged down for a seventh consecutive month, reflecting a further drop in food prices."
16,"At earlier stages of production, producer prices for core intermediate materials rose slightly over the year ended in July and prices of core crude materials increased by a larger amount over the same period."
17,"Because the Committee continued to see a potential need for some tightening of monetary policy to counter rising inflationary pressures, the directive included a bias toward a possible firming of reserve conditions during the intermeeting period."
18,The reserve market conditions associated with this directive were expected to be consistent with moderate growth of M2 and M3 over coming months.
19,Most other market interest rates declined further on balance over the period in an atmosphere of greater volatility in financial markets.
